
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:01.000]   [
[00:00:01.000 --> 00:00:01.990]  M
[00:00:01.990 --> 00:00:03.980]  US
[00:00:03.980 --> 00:00:05.970]  IC
[00:00:05.970 --> 00:00:07.000]  ]
[00:00:07.000 --> 00:00:08.640]   Alright
[00:00:08.640 --> 00:00:09.570]   here
[00:00:09.570 --> 00:00:10.040]   we
[00:00:10.040 --> 00:00:10.740]   are
[00:00:10.740 --> 00:00:12.380]   episode
[00:00:12.380 --> 00:00:14.020]   sixteen
[00:00:14.020 --> 00:00:14.490]   of
[00:00:14.490 --> 00:00:15.420]   Tech
[00:00:15.420 --> 00:00:15.650]   Z
[00:00:15.650 --> 00:00:16.350]  ing
[00:00:16.350 --> 00:00:16.580]   I
[00:00:16.580 --> 00:00:17.040]  'm
[00:00:17.040 --> 00:00:17.740]   one
[00:00:17.740 --> 00:00:18.210]   of
[00:00:18.210 --> 00:00:19.140]   your
[00:00:19.140 --> 00:00:20.310]   hosts
[00:00:20.310 --> 00:00:21.480]   Jason
[00:00:21.480 --> 00:00:23.120]   Roberts
[00:00:23.120 --> 00:00:23.830]   and
[00:00:23.830 --> 00:00:24.750]   here
[00:00:24.750 --> 00:00:26.150]   coming
[00:00:26.150 --> 00:00:26.620]   to
[00:00:26.620 --> 00:00:27.320]   you
[00:00:27.320 --> 00:00:28.250]   live
[00:00:28.250 --> 00:00:29.270]   from
[00:00:29.270 --> 00:00:29.860]   Pasadena
[00:00:29.860 --> 00:00:29.860]  
[00:00:29.860 --> 00:00:30.960]   California
[00:00:30.960 --> 00:00:31.460]   and
[00:00:31.460 --> 00:00:31.720]   the
[00:00:31.720 --> 00:00:32.300]   other
[00:00:32.300 --> 00:00:32.650]   guy
[00:00:32.650 --> 00:00:33.000]   the
[00:00:33.000 --> 00:00:33.580]   other
[00:00:33.580 --> 00:00:33.810]   bl
[00:00:33.810 --> 00:00:34.150]  oke
[00:00:34.150 --> 00:00:34.380]   is
[00:00:34.380 --> 00:00:35.080]   Justin
[00:00:35.080 --> 00:00:35.880]   Vincent
[00:00:35.880 --> 00:00:36.210]   in
[00:00:36.210 --> 00:00:36.820]   Silver
[00:00:36.820 --> 00:00:37.280]   Lake
[00:00:37.280 --> 00:00:37.990]   about
[00:00:37.990 --> 00:00:38.560]   twenty
[00:00:38.560 --> 00:00:39.370]   minutes
[00:00:39.370 --> 00:00:39.830]   away
[00:00:39.830 --> 00:00:40.060]   um
[00:00:40.060 --> 00:00:40.290]   on
[00:00:40.290 --> 00:00:40.400]   a
[00:00:40.400 --> 00:00:41.450]   beautiful
[00:00:41.450 --> 00:00:42.240]   labor
[00:00:42.240 --> 00:00:42.380]   day
[00:00:42.380 --> 00:00:42.490]   m
[00:00:42.490 --> 00:00:43.820]   holiday
[00:00:43.820 --> 00:00:44.110]   sitting
[00:00:44.110 --> 00:00:44.760]   here
[00:00:44.760 --> 00:00:45.380]   working
[00:00:45.380 --> 00:00:46.080]   anyway
[00:00:46.080 --> 00:00:46.530]  .
[00:00:46.530 --> 00:00:47.110]   Yeah
[00:00:47.110 --> 00:00:47.140]   okay
[00:00:47.140 --> 00:00:47.280]   so
[00:00:47.280 --> 00:00:47.420]   uh
[00:00:47.420 --> 00:00:47.780]   are
[00:00:47.780 --> 00:00:47.840]   you
[00:00:47.840 --> 00:00:48.430]   working
[00:00:48.430 --> 00:00:48.700]   today
[00:00:48.700 --> 00:00:48.900]   too
[00:00:48.900 --> 00:00:49.120]   or
[00:00:49.120 --> 00:00:49.260]   has
[00:00:49.260 --> 00:00:49.400]   it
[00:00:49.400 --> 00:00:49.690]   just
[00:00:49.690 --> 00:00:50.080]   been
