
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.260]   show
[00:00:01.260 --> 00:00:01.500]   is
[00:00:01.500 --> 00:00:03.180]   distributed
[00:00:03.180 --> 00:00:03.770]   by
[00:00:03.770 --> 00:00:04.570]   someone
[00:00:04.570 --> 00:00:04.990]  .
[00:00:04.990 --> 00:00:05.860]   Next
[00:00:05.860 --> 00:00:06.500]   time
[00:00:06.500 --> 00:00:06.500]  .
[00:00:27.920 --> 00:00:27.920]  
[00:00:27.920 --> 00:00:28.340]   Welcome
[00:00:28.340 --> 00:00:28.460]   to
[00:00:28.460 --> 00:00:28.880]   episode
[00:00:28.880 --> 00:00:29.060]   one
[00:00:29.060 --> 00:00:29.480]   hundred
[00:00:29.480 --> 00:00:29.660]   and
[00:00:29.660 --> 00:00:29.960]   fifty
[00:00:29.960 --> 00:00:30.140]   six
[00:00:30.140 --> 00:00:30.260]   of
[00:00:30.260 --> 00:00:30.500]   Tech
[00:00:30.500 --> 00:00:30.560]  S
[00:00:30.560 --> 00:00:30.680]  ig
[00:00:30.680 --> 00:00:31.040]   hosted
[00:00:31.040 --> 00:00:31.160]   by
[00:00:31.160 --> 00:00:31.520]   myself
[00:00:31.520 --> 00:00:31.880]   Justin
[00:00:31.880 --> 00:00:32.000]  ,
[00:00:32.000 --> 00:00:32.420]   Vincent
[00:00:32.420 --> 00:00:32.600]   and
[00:00:32.600 --> 00:00:32.900]   Jason
[00:00:32.900 --> 00:00:33.310]   Roberts
[00:00:33.310 --> 00:00:33.520]  .
[00:00:33.520 --> 00:00:34.120]   Houston
[00:00:34.120 --> 00:00:34.300]   we
[00:00:34.300 --> 00:00:34.460]  ,
[00:00:34.460 --> 00:00:34.510]   have
[00:00:34.510 --> 00:00:35.010]   a
[00:00:35.010 --> 00:00:35.480]   problem
[00:00:35.480 --> 00:00:35.760]  . [SPEAKER_TURN]
[00:00:35.760 --> 00:00:36.060]   Yeah
[00:00:36.060 --> 00:00:36.490]  ,
[00:00:36.490 --> 00:00:36.510]   what
[00:00:36.510 --> 00:00:36.660]  's
[00:00:36.660 --> 00:00:37.160]   the
[00:00:37.160 --> 00:00:37.410]   problem
[00:00:37.410 --> 00:00:38.280]  ? [SPEAKER_TURN]
[00:00:38.280 --> 00:00:38.400]   We
[00:00:38.400 --> 00:00:38.700]   have
[00:00:38.700 --> 00:00:38.780]   a
[00:00:38.780 --> 00:00:38.820]   an
[00:00:38.820 --> 00:00:39.000]   any
[00:00:39.000 --> 00:00:39.120]  -
[00:00:39.120 --> 00:00:39.120]  f
[00:00:39.120 --> 00:00:39.240]  ou
[00:00:39.240 --> 00:00:39.670]   problem
[00:00:39.670 --> 00:00:40.380]  . [SPEAKER_TURN]
[00:00:40.380 --> 00:00:40.560]   We
[00:00:40.560 --> 00:00:40.750]   do
[00:00:40.750 --> 00:00:40.780]   what
[00:00:40.780 --> 00:00:40.840]  's
[00:00:40.840 --> 00:00:40.930]  ,
[00:00:40.930 --> 00:00:41.120]   that
[00:00:41.120 --> 00:00:41.720]  ? [SPEAKER_TURN]
[00:00:41.720 --> 00:00:41.830]   Um
[00:00:41.830 --> 00:00:42.220]   well
[00:00:42.220 --> 00:00:42.460]   perhaps
[00:00:42.460 --> 00:00:42.710]   for
[00:00:42.710 --> 00:00:42.870]   new
[00:00:42.870 --> 00:00:43.310]   listeners
[00:00:43.310 --> 00:00:43.420]   if
[00:00:43.420 --> 00:00:43.620]   you
[00:00:43.620 --> 00:00:43.870]   could
[00:00:43.870 --> 00:00:44.100]   very
[00:00:44.100 --> 00:00:44.520]   quickly
[00:00:44.520 --> 00:00:44.740]   uh
[00:00:44.740 --> 00:00:44.840]   give
[00:00:44.840 --> 00:00:45.280]   summary
[00:00:45.280 --> 00:00:45.350]   of
[00:00:45.350 --> 00:00:45.580]   what
[00:00:45.580 --> 00:00:45.780]   any
[00:00:45.780 --> 00:00:45.800]  -
[00:00:45.800 --> 00:00:45.850]  f
[00:00:45.850 --> 00:00:45.960]  ou
[00:00:45.960 --> 00:00:46.070]   is
[00:00:46.070 --> 00:00:46.300]   this
[00:00:46.300 --> 00:00:46.410]  ,
[00:00:46.410 --> 00:00:46.520]   is
[00:00:46.520 --> 00:00:46.690]   the
[00:00:46.690 --> 00:00:46.800]   uh
[00:00:46.800 --> 00:00:47.180]   thirty
[00:00:47.180 --> 00:00:47.480]   second
[00:00:47.480 --> 00:00:47.880]   summary
[00:00:47.880 --> 00:00:48.660]  . [SPEAKER_TURN]
[00:00:48.660 --> 00:00:48.740]   Oh
[00:00:48.740 --> 00:00:48.970]   I
[00:00:48.970 --> 00:00:48.980]   think
[00:00:48.980 --> 00:00:49.100]   you
[00:00:49.100 --> 00:00:49.340]   should
[00:00:49.340 --> 00:00:49.500]   give
[00:00:49.500 --> 00:00:49.580]   it
[00:00:49.580 --> 00:00:49.740]   this
[00:00:49.740 --> 00:00:49.900]   time
[00:00:49.900 --> 00:00:50.360]  . [SPEAKER_TURN]
