
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.740]   This
[00:00:00.740 --> 00:00:00.860]   show
[00:00:00.860 --> 00:00:01.070]   is
[00:00:01.070 --> 00:00:01.280]   so
[00:00:01.280 --> 00:00:01.930]   stupid
[00:00:01.930 --> 00:00:02.350]  .
[00:00:02.350 --> 00:00:02.680]   Play
[00:00:02.680 --> 00:00:03.110]   some
[00:00:03.110 --> 00:00:03.710]   games
[00:00:03.710 --> 00:00:03.970]  .
[00:00:03.970 --> 00:00:04.400]   Play
[00:00:04.400 --> 00:00:04.830]   some
[00:00:04.830 --> 00:00:05.240]  .
[00:00:05.240 --> 00:00:05.240]  
[00:00:05.240 --> 00:00:05.640]   M
[00:00:05.640 --> 00:00:06.030]  m
[00:00:06.030 --> 00:00:07.240]  .
[00:00:07.240 --> 00:00:07.260]   M
[00:00:07.260 --> 00:00:07.280]  m
[00:00:07.280 --> 00:00:07.360]  .
[00:00:07.360 --> 00:00:07.380]   M
[00:00:07.380 --> 00:00:07.400]  m
[00:00:07.400 --> 00:00:07.740]  . [SPEAKER_TURN]
[00:00:12.300 --> 00:00:12.370]  
[00:00:12.370 --> 00:00:14.420]   â™
[00:00:14.420 --> 00:00:15.470]  ª
[00:00:15.470 --> 00:00:26.020]   Generation
[00:00:26.020 --> 00:00:27.090]   D
[00:00:27.090 --> 00:00:28.140]  _
[00:00:28.140 --> 00:00:32.370]   Hero
[00:00:32.370 --> 00:00:34.490]   â™
[00:00:34.490 --> 00:00:35.580]  ª
[00:00:35.580 --> 00:00:36.040]   Haven
[00:00:36.040 --> 00:00:36.420]  't
[00:00:36.420 --> 00:00:36.590]   seen
[00:00:36.590 --> 00:00:36.860]   you
[00:00:36.860 --> 00:00:37.130]   for
[00:00:37.130 --> 00:00:37.400]   two
[00:00:37.400 --> 00:00:37.940]   weeks
[00:00:37.940 --> 00:00:38.130]  .
[00:00:38.130 --> 00:00:38.330]   So
[00:00:38.330 --> 00:00:38.490]   no
[00:00:38.490 --> 00:00:38.670]   we
[00:00:38.670 --> 00:00:38.850]  ,
[00:00:38.850 --> 00:00:39.120]   did
[00:00:39.120 --> 00:00:39.290]   ha
[00:00:39.290 --> 00:00:39.480]   we
[00:00:39.480 --> 00:00:39.750]   had
