
[00:00:00.000 --> 00:00:08.560]  
[00:00:08.560 --> 00:00:29.940]   Welcome
[00:00:29.940 --> 00:00:29.940]  
[00:00:29.940 --> 00:00:30.030]   to
[00:00:30.030 --> 00:00:30.400]   episode
[00:00:30.400 --> 00:00:30.660]   three
[00:00:30.660 --> 00:00:31.020]   hundred
[00:00:31.020 --> 00:00:31.280]   forty
[00:00:31.280 --> 00:00:31.540]   three
[00:00:31.540 --> 00:00:31.640]   of
[00:00:31.640 --> 00:00:32.000]   texting
[00:00:32.000 --> 00:00:32.100]  ,
[00:00:32.100 --> 00:00:32.410]   hosted
[00:00:32.410 --> 00:00:32.510]   by
[00:00:32.510 --> 00:00:32.820]   myself
[00:00:32.820 --> 00:00:33.130]   Justin
[00:00:33.130 --> 00:00:33.230]  ,
[00:00:33.230 --> 00:00:33.580]   Vincent
[00:00:33.580 --> 00:00:33.740]   and
[00:00:33.740 --> 00:00:34.000]   Jason
[00:00:34.000 --> 00:00:34.360]   Roberts
[00:00:34.360 --> 00:00:34.640]  .
[00:00:34.640 --> 00:00:34.910]   Hey
[00:00:34.910 --> 00:00:35.380]   Jason
[00:00:35.380 --> 00:00:35.530]  ,
[00:00:35.530 --> 00:00:35.910]   what
[00:00:35.910 --> 00:00:36.120]  's
[00:00:36.120 --> 00:00:36.200]   up
[00:00:36.200 --> 00:00:36.340]  ? [SPEAKER_TURN]
[00:00:36.340 --> 00:00:36.500]   Um
[00:00:36.500 --> 00:00:36.560]   d
[00:00:36.560 --> 00:00:36.630]   I
[00:00:36.630 --> 00:00:36.780]  'm
[00:00:36.780 --> 00:00:37.010]   not
[00:00:37.010 --> 00:00:37.320]   much
[00:00:37.320 --> 00:00:37.630]   what
[00:00:37.630 --> 00:00:37.780]  's
[00:00:37.780 --> 00:00:38.480]   happening
[00:00:38.480 --> 00:00:38.760]   You
[00:00:38.760 --> 00:00:38.940]  .
[00:00:38.940 --> 00:00:39.250]   know
[00:00:39.250 --> 00:00:39.330]   I
[00:00:39.330 --> 00:00:40.010]   actually
[00:00:40.010 --> 00:00:40.400]   forgot
[00:00:40.400 --> 00:00:40.600]   we
[00:00:40.600 --> 00:00:40.860]   were
[00:00:40.860 --> 00:00:41.250]   doing
[00:00:41.250 --> 00:00:41.330]   a
[00:00:41.330 --> 00:00:41.630]   show
[00:00:41.630 --> 00:00:42.030]   today
[00:00:42.030 --> 00:00:42.330]   even
[00:00:42.330 --> 00:00:42.790]   though
[00:00:42.790 --> 00:00:43.020]   you
[00:00:43.020 --> 00:00:43.250]   told
[00:00:43.250 --> 00:00:43.670]   me
[00:00:43.670 --> 00:00:43.830]   like
[00:00:43.830 --> 00:00:44.200]   three
[00:00:44.200 --> 00:00:44.660]   hours
[00:00:44.660 --> 00:00:44.800]   ago
[00:00:44.800 --> 00:00:45.030]  .
[00:00:45.030 --> 00:00:45.090]   I
[00:00:45.090 --> 00:00:45.720]   forgot
[00:00:45.720 --> 00:00:45.950]   again
[00:00:45.950 --> 00:00:46.180]  .
[00:00:46.180 --> 00:00:46.250]   I
[00:00:46.250 --> 00:00:46.400]  'm
[00:00:46.400 --> 00:00:46.710]   just
[00:00:46.710 --> 00:00:47.260]   sitting
[00:00:47.260 --> 00:00:47.640]   there
[00:00:47.640 --> 00:00:48.260]   watching
[00:00:48.260 --> 00:00:48.570]   this
[00:00:48.570 --> 00:00:49.570]   documentary
[00:00:49.570 --> 00:00:49.650]   on
[00:00:49.650 --> 00:00:50.110]   Leonard
[00:00:50.110 --> 00:00:50.720]   Skinner
[00:00:50.720 --> 00:00:50.740]   d
[00:00:50.740 --> 00:00:50.950]   you
[00:00:50.950 --> 00:00:51.260]   know
[00:00:51.260 --> 00:00:51.480]   and
[00:00:51.480 --> 00:00:51.720]   all
[00:00:51.720 --> 00:00:51.870]   of
[00:00:51.870 --> 00:00:52.040]   a
[00:00:52.040 --> 00:00:52.400]   sudden
[00:00:52.400 --> 00:00:52.470]   I
[00:00:52.470 --> 00:00:52.720]   get
[00:00:52.720 --> 00:00:53.010]   this
[00:00:53.010 --> 00:00:53.320]   text
[00:00:53.320 --> 00:00:53.470]   is
[00:00:53.470 --> 00:00:53.780]   with
[00:00:53.780 --> 00:00:53.850]   a
[00:00:53.850 --> 00:00:54.160]   zoom
[00:00:54.160 --> 00:00:54.470]   link
[00:00:54.470 --> 00:00:54.540]   I
[00:00:54.540 --> 00:00:54.690]  'm
[00:00:54.690 --> 00:00:55.150]   like
[00:00:55.150 --> 00:00:55.190]   oh
[00:00:55.190 --> 00:00:55.220]   g
[00:00:55.220 --> 00:00:55.370]   we
[00:00:55.370 --> 00:00:55.600]  're
[00:00:55.600 --> 00:00:56.050]   doing
[00:00:56.050 --> 00:00:56.150]   a
[00:00:56.150 --> 00:00:56.620]   podcast
[00:00:56.620 --> 00:00:56.830]  .
[00:00:56.830 --> 00:00:57.220]   Sorry
[00:00:57.220 --> 00:00:57.680]   about
[00:00:57.680 --> 00:00:57.920]   that
[00:00:57.920 --> 00:00:59.180]  . [SPEAKER_TURN]
[00:00:59.180 --> 00:00:59.830]   Oh
[00:00:59.830 --> 00:00:59.920]  . [SPEAKER_TURN]
[00:00:59.920 --> 00:00:59.920]  
[00:00:59.920 --> 00:00:59.990]   No
[00:00:59.990 --> 00:01:00.260]   worries
[00:01:00.260 --> 00:01:00.470]  .
[00:01:00.470 --> 00:01:00.520]   Have
[00:01:00.520 --> 00:01:00.640]   you
[00:01:00.640 --> 00:01:00.820]   heard
[00:01:00.820 --> 00:01:00.900]   of
[00:01:00.900 --> 00:01:01.050]   Des
[00:01:01.050 --> 00:01:01.190]  cript
[00:01:01.190 --> 00:01:01.660]  ? [SPEAKER_TURN]
[00:01:01.660 --> 00:01:01.700]   I
[00:01:01.700 --> 00:01:01.880]   don
[00:01:01.880 --> 00:01:01.990]  't
[00:01:01.990 --> 00:01:02.220]   know
[00:01:02.220 --> 00:01:02.450]   what
[00:01:02.450 --> 00:01:02.780]   you
[00:01:02.780 --> 00:01:02.790]  're
[00:01:02.790 --> 00:01:03.200]   talking
[00:01:03.200 --> 00:01:03.370]   Des
[00:01:03.370 --> 00:01:03.720]  cript
[00:01:03.720 --> 00:01:04.360]  . [SPEAKER_TURN]
[00:01:04.700 --> 00:01:04.780]  
[00:01:04.780 --> 00:01:04.920]   Des
[00:01:04.920 --> 00:01:05.340]  cript
[00:01:05.340 --> 00:01:05.440]   so
[00:01:05.440 --> 00:01:06.120]   basically
[00:01:06.120 --> 00:01:06.280]   it
[00:01:06.280 --> 00:01:06.420]   is
[00:01:06.420 --> 00:01:06.820]   video
[00:01:06.820 --> 00:01:07.310]   editing
[00:01:07.310 --> 00:01:07.680]   slash
[00:01:07.680 --> 00:01:08.050]   audio
[00:01:08.050 --> 00:01:08.570]   editing
[00:01:08.570 --> 00:01:09.170]   software
[00:01:09.170 --> 00:01:09.370]   um
[00:01:09.370 --> 00:01:09.690]   that
[00:01:09.690 --> 00:01:09.690]   I
[00:01:09.690 --> 00:01:09.910]  've
[00:01:09.910 --> 00:01:10.170]   been
[00:01:10.170 --> 00:01:10.580]   using
