
[00:00:00.000 --> 00:00:00.620]  
[00:00:00.620 --> 00:00:03.140]   [
[00:00:03.140 --> 00:00:06.440]  M
[00:00:06.440 --> 00:00:12.480]  US
[00:00:12.480 --> 00:00:18.710]  IC
[00:00:18.710 --> 00:00:21.840]  ]
[00:00:21.840 --> 00:00:21.850]  
[00:00:21.850 --> 00:00:22.300]   Welcome
[00:00:22.300 --> 00:00:22.430]   to
[00:00:22.430 --> 00:00:22.890]   episode
[00:00:22.890 --> 00:00:23.110]   two
[00:00:23.110 --> 00:00:23.540]   hundred
[00:00:23.540 --> 00:00:23.730]   and
[00:00:23.730 --> 00:00:24.120]   eighty
[00:00:24.120 --> 00:00:24.440]   eight
[00:00:24.440 --> 00:00:24.570]   of
[00:00:24.570 --> 00:00:24.830]   Text
[00:00:24.830 --> 00:00:25.020]  ing
[00:00:25.020 --> 00:00:25.410]   hosted
[00:00:25.410 --> 00:00:25.540]   by
[00:00:25.540 --> 00:00:26.020]   myself
[00:00:26.020 --> 00:00:26.320]   Justin
[00:00:26.320 --> 00:00:26.440]  ,
[00:00:26.440 --> 00:00:26.990]   Vincent
[00:00:26.990 --> 00:00:27.160]   and
[00:00:27.160 --> 00:00:27.420]   Jason
[00:00:27.420 --> 00:00:27.910]   Roberts
[00:00:27.910 --> 00:00:28.070]  .
[00:00:28.070 --> 00:00:28.470]   Today
[00:00:28.470 --> 00:00:28.520]   we
[00:00:28.520 --> 00:00:28.700]   are
[00:00:28.700 --> 00:00:29.370]   recording
[00:00:29.370 --> 00:00:29.430]   in
[00:00:29.430 --> 00:00:29.790]   the
[00:00:29.790 --> 00:00:29.810]   Bat
[00:00:29.810 --> 00:00:29.870]  c
[00:00:29.870 --> 00:00:30.140]  ave
[00:00:30.140 --> 00:00:30.190]  ,
[00:00:30.190 --> 00:00:30.640]   Jason
[00:00:30.640 --> 00:00:30.830]  's
[00:00:30.830 --> 00:00:30.830]   Bat
[00:00:30.830 --> 00:00:30.890]  c
[00:00:30.890 --> 00:00:31.090]  ave
[00:00:31.090 --> 00:00:31.420]  .
[00:00:31.420 --> 00:00:31.450]   And
[00:00:31.450 --> 00:00:31.910]   we
[00:00:31.910 --> 00:00:31.930]   also
[00:00:31.930 --> 00:00:32.150]   have
[00:00:32.150 --> 00:00:32.200]   a
[00:00:32.200 --> 00:00:32.660]   special
[00:00:32.660 --> 00:00:32.870]   guest
[00:00:32.870 --> 00:00:33.260]   joining
[00:00:33.260 --> 00:00:33.480]   us
[00:00:33.480 --> 00:00:33.540]   at
[00:00:33.540 --> 00:00:33.640]   the
[00:00:33.640 --> 00:00:34.140]   beginning
[00:00:34.140 --> 00:00:34.250]   of
[00:00:34.250 --> 00:00:34.470]   this
[00:00:34.470 --> 00:00:34.850]   show
[00:00:34.850 --> 00:00:34.960]   who
[00:00:34.960 --> 00:00:35.070]  's
[00:00:35.070 --> 00:00:35.070]  ,
[00:00:35.070 --> 00:00:35.430]   Jason
[00:00:35.430 --> 00:00:35.460]  's
[00:00:35.460 --> 00:00:35.620]   son
[00:00:35.620 --> 00:00:35.870]   Col
[00:00:35.870 --> 00:00:35.890]  by
[00:00:35.890 --> 00:00:36.380]  .
[00:00:36.380 --> 00:00:36.460]   Hey
[00:00:36.460 --> 00:00:36.760]   Col
[00:00:36.760 --> 00:00:37.140]  by
[00:00:37.140 --> 00:00:37.240]  .
[00:00:37.240 --> 00:00:37.730]   Yeah
[00:00:37.730 --> 00:00:37.930]  .
[00:00:37.930 --> 00:00:38.130]   So
[00:00:38.130 --> 00:00:38.320]  ,
[00:00:38.320 --> 00:00:38.720]   Jace
[00:00:38.720 --> 00:00:39.050]   how
[00:00:39.050 --> 00:00:39.370]  ,
[00:00:39.370 --> 00:00:39.530]   you
[00:00:39.530 --> 00:00:40.300]   doing
[00:00:40.300 --> 00:00:41.160]  ? [SPEAKER_TURN]
[00:00:41.160 --> 00:00:41.430]   So
[00:00:41.430 --> 00:00:41.740]   you
[00:00:41.740 --> 00:00:42.170]  're
[00:00:42.170 --> 00:00:42.910]   happier
[00:00:42.910 --> 00:00:43.370]   to
[00:00:43.370 --> 00:00:43.370]   be
[00:00:43.370 --> 00:00:43.600]   uh
[00:00:43.600 --> 00:00:44.420]   outside
[00:00:44.420 --> 00:00:44.890]   your
[00:00:44.890 --> 00:00:45.820]   house
[00:00:45.820 --> 00:00:46.070]   doing
[00:00:46.070 --> 00:00:46.420]   the
[00:00:46.420 --> 00:00:46.890]   show
[00:00:46.890 --> 00:00:47.320]  ? [SPEAKER_TURN]
[00:00:47.640 --> 00:00:47.700]  
[00:00:47.700 --> 00:00:47.860]   Well
[00:00:47.860 --> 00:00:47.960]   it
[00:00:47.960 --> 00:00:48.190]   it
[00:00:48.190 --> 00:00:48.200]  's
[00:00:48.200 --> 00:00:48.640]   helpful
[00:00:48.640 --> 00:00:48.970]   because
[00:00:48.970 --> 00:00:49.420]   whenever
[00:00:49.420 --> 00:00:49.530]   we
[00:00:49.530 --> 00:00:49.660]   do
[00:00:49.660 --> 00:00:49.810]   the
[00:00:49.810 --> 00:00:50.040]   show
[00:00:50.040 --> 00:00:50.310]   Georg
[00:00:50.310 --> 00:00:50.510]  ie
[00:00:50.510 --> 00:00:50.600]   has
[00:00:50.600 --> 00:00:50.700]   to
[00:00:50.700 --> 00:00:50.980]   find
[00:00:50.980 --> 00:00:51.100]   an
[00:00:51.100 --> 00:00:51.360]   excuse
[00:00:51.360 --> 00:00:51.470]   to
[00:00:51.470 --> 00:00:51.660]   go
[00:00:51.660 --> 00:00:52.150]   travelling
[00:00:52.150 --> 00:00:52.470]   around
[00:00:52.470 --> 00:00:52.920]   Pasadena
[00:00:52.920 --> 00:00:53.090]   for
[00:00:53.090 --> 00:00:53.140]   a
[00:00:53.140 --> 00:00:53.580]   couple
[00:00:53.580 --> 00:00:53.820]   of
[00:00:53.820 --> 00:00:53.860]   hours
[00:00:53.860 --> 00:00:54.020]  .
[00:00:54.020 --> 00:00:54.130]   So
[00:00:54.130 --> 00:00:54.350]   it
[00:00:54.350 --> 00:00:54.390]  's
[00:00:54.390 --> 00:00:54.630]   great
[00:00:54.630 --> 00:00:54.870]   that
[00:00:54.870 --> 00:00:54.960]   uh
[00:00:54.960 --> 00:00:55.160]   the
[00:00:55.160 --> 00:00:55.530]   weather
[00:00:55.530 --> 00:00:55.700]  's
[00:00:55.700 --> 00:00:55.800]   not
[00:00:55.800 --> 00:00:56.080]   so
[00:00:56.080 --> 00:00:56.090]   hot
[00:00:56.090 --> 00:00:56.360]   today
[00:00:56.360 --> 00:00:56.490]   so
[00:00:56.490 --> 00:00:56.640]   you
[00:00:56.640 --> 00:00:56.850]   don
[00:00:56.850 --> 00:00:56.920]  't
[00:00:56.920 --> 00:00:57.130]   have
[00:00:57.130 --> 00:00:57.250]   to
[00:00:57.250 --> 00:00:57.470]   have
[00:00:57.470 --> 00:00:57.720]   this
[00:00:57.720 --> 00:00:57.740]   A
[00:00:57.740 --> 00:00:57.790]  _
[00:00:57.790 --> 00:00:57.840]  C
