
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:03.060]   [
[00:00:03.060 --> 00:00:18.150]  Music
[00:00:18.150 --> 00:00:21.180]  ]
[00:00:21.180 --> 00:00:21.180]  
[00:00:21.180 --> 00:00:21.650]   Welcome
[00:00:21.650 --> 00:00:21.780]   to
[00:00:21.780 --> 00:00:21.980]   the
[00:00:21.980 --> 00:00:22.650]   astounding
[00:00:22.650 --> 00:00:22.850]   the
[00:00:22.850 --> 00:00:22.970]  ,
[00:00:22.970 --> 00:00:23.790]   unbelievable
[00:00:23.790 --> 00:00:23.990]   the
[00:00:23.990 --> 00:00:24.120]  ,
[00:00:24.120 --> 00:00:24.720]   fantastic
[00:00:24.720 --> 00:00:25.190]   texting
[00:00:25.190 --> 00:00:25.460]   your
[00:00:25.460 --> 00:00:25.860]   weekly
[00:00:25.860 --> 00:00:26.130]   tech
[00:00:26.130 --> 00:00:26.620]   podcast
[00:00:26.620 --> 00:00:27.000]   hosted
[00:00:27.000 --> 00:00:27.130]   by
[00:00:27.130 --> 00:00:27.520]   myself
[00:00:27.520 --> 00:00:27.950]   Justin
[00:00:27.950 --> 00:00:28.060]  ,
[00:00:28.060 --> 00:00:28.520]   Vincent
[00:00:28.520 --> 00:00:28.830]   and
[00:00:28.830 --> 00:00:29.060]   Jason
[00:00:29.060 --> 00:00:29.540]   Roberts
[00:00:29.540 --> 00:00:29.860]  .
[00:00:29.860 --> 00:00:30.080]   Hey
[00:00:30.080 --> 00:00:30.530]   Justin
[00:00:30.530 --> 00:00:30.900]  ,
[00:00:30.900 --> 00:00:30.900]   how
[00:00:30.900 --> 00:00:31.050]  's
[00:00:31.050 --> 00:00:31.430]   it
[00:00:31.430 --> 00:00:31.570]   going
[00:00:31.570 --> 00:00:32.420]  ? [SPEAKER_TURN]
[00:00:32.420 --> 00:00:32.600]   Hey
[00:00:32.600 --> 00:00:32.720]   how
[00:00:32.720 --> 00:00:32.820]  ,
[00:00:32.820 --> 00:00:32.970]   you
[00:00:32.970 --> 00:00:33.230]   doing
[00:00:33.230 --> 00:00:33.420]  ? [SPEAKER_TURN]
[00:00:33.420 --> 00:00:33.440]   Yeah
[00:00:33.440 --> 00:00:33.800]   it
[00:00:33.800 --> 00:00:33.940]  's
[00:00:33.940 --> 00:00:34.520]  ,
[00:00:34.520 --> 00:00:34.530]   episode
[00:00:34.530 --> 00:00:34.920]   twenty
[00:00:34.920 --> 00:00:35.300]   three
[00:00:35.300 --> 00:00:36.000]  . [SPEAKER_TURN]
[00:00:36.000 --> 00:00:36.430]   Twenty
[00:00:36.430 --> 00:00:36.790]   three
[00:00:36.790 --> 00:00:37.000]  .
[00:00:37.000 --> 00:00:37.360]   Never
[00:00:37.360 --> 00:00:37.770]   ends
[00:00:37.770 --> 00:00:38.460]  . [SPEAKER_TURN]
[00:00:38.460 --> 00:00:38.630]   Can
[00:00:38.630 --> 00:00:38.740]  't
[00:00:38.740 --> 00:00:38.890]   believe
[00:00:38.890 --> 00:00:39.360]   it
[00:00:39.360 --> 00:00:39.450]  's
[00:00:39.450 --> 00:00:39.470]   it
[00:00:39.470 --> 00:00:39.700]   does
[00:00:39.700 --> 00:00:40.440]  .
[00:00:40.440 --> 00:00:40.780]   So
[00:00:40.780 --> 00:00:42.050]   um
[00:00:42.050 --> 00:00:42.190]   yeah
[00:00:42.190 --> 00:00:42.340]   you
[00:00:42.340 --> 00:00:42.660]  ,
[00:00:42.660 --> 00:00:42.920]   know
[00:00:42.920 --> 00:00:43.210]   you
[00:00:43.210 --> 00:00:43.500]   you
[00:00:43.500 --> 00:00:43.920]   just
[00:00:43.920 --> 00:00:44.770]   forwarded
[00:00:44.770 --> 00:00:44.960]   me
[00:00:44.960 --> 00:00:45.350]   this
[00:00:45.350 --> 00:00:45.560]   uh
[00:00:45.560 --> 00:00:45.930]   this
[00:00:45.930 --> 00:00:46.320]   nice
[00:00:46.320 --> 00:00:46.840]   tweet
[00:00:46.840 --> 00:00:47.000]   uh
[00:00:47.000 --> 00:00:47.390]   from
[00:00:47.390 --> 00:00:47.580]   uh
[00:00:47.580 --> 00:00:47.870]   was
[00:00:47.870 --> 00:00:48.060]   it
[00:00:48.060 --> 00:00:48.240]   uh
[00:00:48.240 --> 00:00:48.340]   f
[00:00:48.340 --> 00:00:48.680]   uh
[00:00:48.680 --> 00:00:48.740]   Ph
[00:00:48.740 --> 00:00:49.110]  rase
[00:00:49.110 --> 00:00:49.400]   Max
[00:00:49.400 --> 00:00:49.840]  ? [SPEAKER_TURN]
[00:00:49.840 --> 00:00:50.380]   Yeah
[00:00:50.380 --> 00:00:50.720]  . [SPEAKER_TURN]
[00:00:50.800 --> 00:00:50.850]  
[00:00:50.850 --> 00:00:50.900]   He
[00:00:50.900 --> 00:00:51.140]   says
[00:00:51.140 --> 00:00:51.160]   I
[00:00:51.160 --> 00:00:51.260]  'm
[00:00:51.260 --> 00:00:51.630]   finding
[00:00:51.630 --> 00:00:52.050]   texting
[00:00:52.050 --> 00:00:52.210]   more
[00:00:52.210 --> 00:00:52.370]   and
[00:00:52.370 --> 00:00:52.580]   more
[00:00:52.580 --> 00:00:52.900]   useful
[00:00:52.900 --> 00:00:53.000]   as
[00:00:53.000 --> 00:00:53.160]   the
[00:00:53.160 --> 00:00:53.250]   ch
[00:00:53.250 --> 00:00:53.470]   show
[00:00:53.470 --> 00:00:54.000]   progresses
[00:00:54.000 --> 00:00:54.160]  .
[00:00:54.160 --> 00:00:54.320]   The
[00:00:54.320 --> 00:00:54.690]   updates
[00:00:54.690 --> 00:00:54.790]   on
[00:00:54.790 --> 00:00:55.050]   Tweet
[00:00:55.050 --> 00:00:55.160]  M
[00:00:55.160 --> 00:00:55.330]  iner
[00:00:55.330 --> 00:00:55.470]   are
[00:00:55.470 --> 00:00:55.520]   a
[00:00:55.520 --> 00:00:55.780]   great
[00:00:55.780 --> 00:00:56.060]   motiv
[00:00:56.060 --> 00:00:56.250]  ator
[00:00:56.250 --> 00:00:56.410]  .
[00:00:56.410 --> 00:00:56.620]   That
[00:00:56.620 --> 00:00:56.760]   was
[00:00:56.760 --> 00:00:57.150]   cool
[00:00:57.150 --> 00:00:57.700]  . [SPEAKER_TURN]
[00:00:57.700 --> 00:00:57.920]   Yeah
[00:00:57.920 --> 00:00:58.130]   that
[00:00:58.130 --> 00:00:58.260]  ,
[00:00:58.260 --> 00:00:58.450]   is
[00:00:58.450 --> 00:00:58.580]   good
[00:00:58.580 --> 00:00:58.970]   because
[00:00:58.970 --> 00:00:59.080]   we
[00:00:59.080 --> 00:00:59.370]   were
[00:00:59.370 --> 00:00:59.520]   sort
[00:00:59.520 --> 00:00:59.630]   of
[00:00:59.630 --> 00:01:00.130]   wondering
[00:01:00.130 --> 00:01:00.240]   if
[00:01:00.240 --> 00:01:00.370]   it
[00:01:00.370 --> 00:01:00.570]   wasn
[00:01:00.570 --> 00:01:00.680]  't
