
[00:00:00.000 --> 00:00:00.810]  
[00:00:00.810 --> 00:00:03.140]   [
[00:00:03.140 --> 00:00:06.260]  M
[00:00:06.260 --> 00:00:12.480]  US
[00:00:12.480 --> 00:00:18.710]  IC
[00:00:18.710 --> 00:00:21.840]  ]
[00:00:21.840 --> 00:00:21.840]  
[00:00:21.840 --> 00:00:22.320]   Welcome
[00:00:22.320 --> 00:00:22.450]   to
[00:00:22.450 --> 00:00:22.930]   episode
[00:00:22.930 --> 00:00:23.130]   two
[00:00:23.130 --> 00:00:23.610]   hundred
[00:00:23.610 --> 00:00:23.810]   and
[00:00:23.810 --> 00:00:24.220]   eighty
[00:00:24.220 --> 00:00:24.560]   seven
[00:00:24.560 --> 00:00:24.690]   of
[00:00:24.690 --> 00:00:24.960]   Text
[00:00:24.960 --> 00:00:25.160]  ing
[00:00:25.160 --> 00:00:25.560]   hosted
[00:00:25.560 --> 00:00:25.700]   by
[00:00:25.700 --> 00:00:26.110]   myself
[00:00:26.110 --> 00:00:26.520]   Justin
[00:00:26.520 --> 00:00:26.650]  ,
[00:00:26.650 --> 00:00:27.130]   Vincent
[00:00:27.130 --> 00:00:27.330]   and
[00:00:27.330 --> 00:00:27.670]   Jason
[00:00:27.670 --> 00:00:28.140]   Roberts
[00:00:28.140 --> 00:00:28.350]  .
[00:00:28.350 --> 00:00:28.620]   This
[00:00:28.620 --> 00:00:28.810]   is
[00:00:28.810 --> 00:00:28.840]   a
[00:00:28.840 --> 00:00:29.120]   show
[00:00:29.120 --> 00:00:29.400]   that
[00:00:29.400 --> 00:00:29.480]   we
[00:00:29.480 --> 00:00:29.680]   are
[00:00:29.680 --> 00:00:29.950]   live
[00:00:29.950 --> 00:00:30.010]  -
[00:00:30.010 --> 00:00:30.420]  stream
[00:00:30.420 --> 00:00:30.620]  ing
[00:00:30.620 --> 00:00:30.900]   from
[00:00:30.900 --> 00:00:31.020]   my
[00:00:31.020 --> 00:00:31.360]   front
[00:00:31.360 --> 00:00:31.630]   room
[00:00:31.630 --> 00:00:32.250]  .
[00:00:32.250 --> 00:00:32.250]   It
[00:00:32.250 --> 00:00:32.820]   is
[00:00:32.820 --> 00:00:33.130]   Saturday
[00:00:33.130 --> 00:00:33.970]   September
[00:00:33.970 --> 00:00:34.100]  ,
[00:00:34.100 --> 00:00:34.810]   nineteen
[00:00:34.810 --> 00:00:35.270]   three
[00:00:35.270 --> 00:00:35.720]   fifty
[00:00:35.720 --> 00:00:35.960]   two
[00:00:35.960 --> 00:00:36.840]  .
[00:00:36.840 --> 00:00:37.100]   Hello
[00:00:37.100 --> 00:00:37.400]   Jason
[00:00:37.400 --> 00:00:37.860]  . [SPEAKER_TURN]
[00:00:38.860 --> 00:00:38.960]  
[00:00:38.960 --> 00:00:39.360]   Hello
[00:00:39.360 --> 00:00:39.960]   Justin
[00:00:39.960 --> 00:00:40.260]  .
[00:00:40.260 --> 00:00:40.970]   Alright
[00:00:40.970 --> 00:00:41.170]   so
[00:00:41.170 --> 00:00:41.270]   I
[00:00:41.270 --> 00:00:41.370]   I
[00:00:41.370 --> 00:00:41.570]  'm
[00:00:41.570 --> 00:00:41.770]   in
[00:00:41.770 --> 00:00:42.480]   control
[00:00:42.480 --> 00:00:42.680]   of
[00:00:42.680 --> 00:00:42.980]   the
[00:00:42.980 --> 00:00:43.580]   camera
[00:00:43.580 --> 00:00:43.870]  .
[00:00:43.870 --> 00:00:44.080]   So
[00:00:44.080 --> 00:00:44.380]   I
[00:00:44.380 --> 00:00:44.390]  'm
[00:00:44.390 --> 00:00:44.880]   gonna
[00:00:44.880 --> 00:00:45.080]   do
[00:00:45.080 --> 00:00:45.200]   a
[00:00:45.200 --> 00:00:45.480]   lot
[00:00:45.480 --> 00:00:45.680]   of
[00:00:45.680 --> 00:00:46.360]   back
[00:00:46.360 --> 00:00:46.380]   and
[00:00:46.380 --> 00:00:47.140]   forth
[00:00:47.140 --> 00:00:47.280]   here
[00:00:47.280 --> 00:00:47.580]  .
[00:00:47.580 --> 00:00:47.780]   Or
[00:00:47.780 --> 00:00:47.980]   as
[00:00:47.980 --> 00:00:48.380]   much
[00:00:48.380 --> 00:00:48.580]   as
[00:00:48.580 --> 00:00:48.680]   I
[00:00:48.680 --> 00:00:48.980]   can
[00:00:48.980 --> 00:00:49.950]  .
[00:00:49.950 --> 00:00:49.990]   Alright
[00:00:49.990 --> 00:00:50.190]   so
[00:00:50.190 --> 00:00:50.390]   uh
[00:00:50.390 --> 00:00:51.100]   alright
[00:00:51.100 --> 00:00:51.300]   so
[00:00:51.300 --> 00:00:51.500]   this
[00:00:51.500 --> 00:00:52.190]   is
[00:00:52.190 --> 00:00:52.200]   our
[00:00:52.200 --> 00:00:52.500]   our
[00:00:52.500 --> 00:00:52.900]   show
[00:00:52.900 --> 00:00:53.400]   after
[00:00:53.400 --> 00:00:53.700]   the
[00:00:53.700 --> 00:00:54.570]   almost
[00:00:54.570 --> 00:00:54.700]   last
[00:00:54.700 --> 00:00:55.100]   show
[00:00:55.100 --> 00:00:56.440]  . [SPEAKER_TURN]
[00:00:56.440 --> 00:01:01.240]   Alright
[00:01:01.240 --> 00:01:08.440]  . [SPEAKER_TURN]
[00:01:08.440 --> 00:01:08.720]   Alright
[00:01:08.720 --> 00:01:08.840]  . [SPEAKER_TURN]
[00:01:09.220 --> 00:01:08.980]   um
[00:01:08.980 --> 00:01:09.260]   gust
[00:01:09.260 --> 00:01:09.410]  o
[00:01:09.410 --> 00:01:09.540]  .
[00:01:09.540 --> 00:01:09.680]   We
[00:01:09.680 --> 00:01:09.960]   were
[00:01:09.960 --> 00:01:09.960]   sort
[00:01:09.960 --> 00:01:10.380]   of
[00:01:10.380 --> 00:01:10.600]   I
[00:01:10.600 --> 00:01:10.660]   was
[00:01:10.660 --> 00:01:11.340]   concerned
[00:01:11.340 --> 00:01:11.650]   that
[00:01:11.650 --> 00:01:11.710]   we
[00:01:11.710 --> 00:01:12.060]   weren
[00:01:12.060 --> 00:01:12.060]  't
[00:01:12.060 --> 00:01:12.840]   talking
[00:01:12.840 --> 00:01:13.040]   about
[00:01:13.040 --> 00:01:13.460]   things
[00:01:13.460 --> 00:01:13.740]   that
[00:01:13.740 --> 00:01:14.210]   people
[00:01:14.210 --> 00:01:14.580]   wanted
[00:01:14.580 --> 00:01:14.720]   to
[00:01:14.720 --> 00:01:15.020]   hear
[00:01:15.020 --> 00:01:15.350]   about
[00:01:15.350 --> 00:01:15.560]  .
[00:01:15.560 --> 00:01:15.690]   Um
[00:01:15.690 --> 00:01:16.050]   I
[00:01:16.050 --> 00:01:16.060]   wasn
[00:01:16.060 --> 00:01:16.190]  't
[00:01:16.190 --> 00:01:16.570]   convinced
[00:01:16.570 --> 00:01:17.300]   you
[00:01:17.300 --> 00:01:17.310]   were
[00:01:17.310 --> 00:01:17.590]   that
[00:01:17.590 --> 00:01:18.290]   interested
[00:01:18.290 --> 00:01:18.500]   and
[00:01:18.500 --> 00:01:19.340]   between
[00:01:19.340 --> 00:01:19.430]   those
[00:01:19.430 --> 00:01:19.560]   two
[00:01:19.560 --> 00:01:19.970]   things
[00:01:19.970 --> 00:01:20.260]   I
[00:01:20.260 --> 00:01:20.530]   started
[00:01:20.530 --> 00:01:20.670]   to
[00:01:20.670 --> 00:01:21.710]   question
[00:01:21.710 --> 00:01:21.720]   whether
[00:01:21.720 --> 00:01:21.790]   I
[00:01:21.790 --> 00:01:22.210]   wanted
[00:01:22.210 --> 00:01:22.380]   to
[00:01:22.380 --> 00:01:22.910]   continue
[00:01:22.910 --> 00:01:23.260]   doing
[00:01:23.260 --> 00:01:23.530]   it
[00:01:23.530 --> 00:01:23.610]  .
[00:01:23.610 --> 00:01:23.820]   But
[00:01:23.820 --> 00:01:24.030]   you
[00:01:24.030 --> 00:01:24.660]   obviously
[00:01:24.660 --> 00:01:25.090]   wanted
[00:01:25.090 --> 00:01:25.220]   to
[00:01:25.220 --> 00:01:25.450]   continue
[00:01:25.450 --> 00:01:26.040]   doing
[00:01:26.040 --> 00:01:26.610]   the
[00:01:26.610 --> 00:01:26.620]   show
[00:01:26.620 --> 00:01:26.830]  .
[00:01:26.830 --> 00:01:27.040]   Our
[00:01:27.040 --> 00:01:27.660]   listeners
[00:01:27.660 --> 00:01:27.940]   we
[00:01:27.940 --> 00:01:28.020]   got
[00:01:28.020 --> 00:01:28.150]   a
[00:01:28.150 --> 00:01:28.300]   lot
[00:01:28.300 --> 00:01:28.440]   of
[00:01:28.440 --> 00:01:29.040]   feedback
[00:01:29.040 --> 00:01:29.210]   and
[00:01:29.210 --> 00:01:29.390]   a
[00:01:29.390 --> 00:01:29.490]   lot
[00:01:29.490 --> 00:01:29.630]   of
[00:01:29.630 --> 00:01:30.190]   comments
[00:01:30.190 --> 00:01:30.610]   saying
[00:01:30.610 --> 00:01:30.890]   that
[00:01:30.890 --> 00:01:31.100]   you
[00:01:31.100 --> 00:01:31.380]   know
[00:01:31.380 --> 00:01:31.800]   people
[00:01:31.800 --> 00:01:32.290]   enjoyed
[00:01:32.290 --> 00:01:33.060]   listening
[00:01:33.060 --> 00:01:33.060]   to
[00:01:33.060 --> 00:01:33.440]   the
[00:01:33.440 --> 00:01:33.550]   show
[00:01:33.550 --> 00:01:33.830]   that
[00:01:33.830 --> 00:01:34.570]   regardless
[00:01:34.570 --> 00:01:34.810]   what
[00:01:34.810 --> 00:01:34.950]   we
[00:01:34.950 --> 00:01:35.370]   talked
[00:01:35.370 --> 00:01:35.720]   about
[00:01:35.720 --> 00:01:35.870]   or
[00:01:35.870 --> 00:01:36.140]   what
[00:01:36.140 --> 00:01:36.290]   we
[00:01:36.290 --> 00:01:36.590]   talk
[00:01:36.590 --> 00:01:37.080]   about
[00:01:37.080 --> 00:01:38.040]  . [SPEAKER_TURN]
[00:01:38.040 --> 00:01:38.120]   Uh
