
[00:00:00.000 --> 00:00:08.560]  
[00:00:08.560 --> 00:00:29.880]   Welcome
[00:00:29.880 --> 00:00:29.880]  
[00:00:29.880 --> 00:00:29.990]   to
[00:00:29.990 --> 00:00:30.390]   episode
[00:00:30.390 --> 00:00:30.680]   three
[00:00:30.680 --> 00:00:31.080]   hundred
[00:00:31.080 --> 00:00:31.250]   and
[00:00:31.250 --> 00:00:31.540]   forty
[00:00:31.540 --> 00:00:31.710]   one
[00:00:31.710 --> 00:00:31.820]   of
[00:00:31.820 --> 00:00:32.050]   Tech
[00:00:32.050 --> 00:00:32.100]  S
[00:00:32.100 --> 00:00:32.270]  eng
[00:00:32.270 --> 00:00:32.620]   hosted
[00:00:32.620 --> 00:00:32.730]   by
[00:00:32.730 --> 00:00:33.080]   myself
[00:00:33.080 --> 00:00:33.430]   Justin
[00:00:33.430 --> 00:00:33.530]  ,
[00:00:33.530 --> 00:00:33.940]   Vincent
[00:00:33.940 --> 00:00:34.110]   and
[00:00:34.110 --> 00:00:34.400]   Jason
[00:00:34.400 --> 00:00:34.790]   Roberts
[00:00:34.790 --> 00:00:35.070]  .
[00:00:35.070 --> 00:00:35.450]   Well
[00:00:35.450 --> 00:00:35.550]   hello
[00:00:35.550 --> 00:00:35.810]   there
[00:00:35.810 --> 00:00:36.110]   Jason
[00:00:36.110 --> 00:00:36.170]  ,
[00:00:36.170 --> 00:00:36.370]   you
[00:00:36.370 --> 00:00:36.530]   have
[00:00:36.530 --> 00:00:36.680]   you
[00:00:36.680 --> 00:00:36.830]   you
[00:00:36.830 --> 00:00:36.980]  've
[00:00:36.980 --> 00:00:37.200]   been
[00:00:37.200 --> 00:00:37.290]   on
[00:00:37.290 --> 00:00:37.440]   vac
[00:00:37.440 --> 00:00:37.540]  ay
[00:00:37.540 --> 00:00:37.690]  ?
[00:00:37.690 --> 00:00:37.740]   M
[00:00:37.740 --> 00:00:37.790]  m
[00:00:37.790 --> 00:00:37.900]   a
[00:00:37.900 --> 00:00:38.050]   very
[00:00:38.050 --> 00:00:38.270]   nice
[00:00:38.270 --> 00:00:38.680]   vacation
[00:00:38.680 --> 00:00:38.730]   I
[00:00:38.730 --> 00:00:39.100]   believe
[00:00:39.100 --> 00:00:39.800]  . [SPEAKER_TURN]
[00:00:39.800 --> 00:00:39.890]   I
[00:00:39.890 --> 00:00:40.080]   am
[00:00:40.080 --> 00:00:40.260]   it
[00:00:40.260 --> 00:00:40.450]  's
[00:00:40.450 --> 00:00:40.780]  ,
[00:00:40.780 --> 00:00:40.820]   uh
[00:00:40.820 --> 00:00:41.190]   like
[00:00:41.190 --> 00:00:41.630]   the
[00:00:41.630 --> 00:00:41.940]   first
[00:00:41.940 --> 00:00:42.130]   in
[00:00:42.130 --> 00:00:42.490]   like
[00:00:42.490 --> 00:00:42.700]   two
[00:00:42.700 --> 00:00:43.060]   and
[00:00:43.060 --> 00:00:43.300]   a
[00:00:43.300 --> 00:00:43.520]   half
[00:00:43.520 --> 00:00:43.990]   years
[00:00:43.990 --> 00:00:44.680]  . [SPEAKER_TURN]
[00:00:44.680 --> 00:00:45.030]   Oh
[00:00:45.030 --> 00:00:45.490]   the
[00:00:45.490 --> 00:00:46.820]   expenses
[00:00:46.820 --> 00:00:48.300]   certainly
[00:00:48.300 --> 00:00:49.310]   weren
[00:00:49.310 --> 00:00:49.450]  't
[00:00:49.450 --> 00:00:50.200]   paid
[00:00:50.200 --> 00:00:51.260]   except
[00:00:51.260 --> 00:00:51.430]   by
[00:00:51.430 --> 00:00:51.760]   me
[00:00:51.760 --> 00:00:52.090]   um
[00:00:52.090 --> 00:00:52.680]  . [SPEAKER_TURN]
[00:00:52.680 --> 00:00:52.920]   Sorry
[00:00:52.920 --> 00:00:53.060]   the
[00:00:53.060 --> 00:00:53.150]  ,
[00:00:53.150 --> 00:00:53.290]   all
[00:00:53.290 --> 00:00:53.430]   you
[00:00:53.430 --> 00:00:53.580]   can
[00:00:53.580 --> 00:00:53.710]   eat
[00:00:53.710 --> 00:00:53.750]   I
[00:00:53.750 --> 00:00:54.030]   should
[00:00:54.030 --> 00:00:54.180]   say
[00:00:54.180 --> 00:00:54.780]  . [SPEAKER_TURN]
[00:00:55.080 --> 00:00:55.140]  
[00:00:55.140 --> 00:00:55.210]   No
[00:00:55.210 --> 00:00:55.340]   no
[00:00:55.340 --> 00:00:55.470]   no
[00:00:55.470 --> 00:00:55.600]   no
[00:00:55.600 --> 00:00:55.730]   we
[00:00:55.730 --> 00:00:55.860]   um
[00:00:55.860 --> 00:00:55.990]   we
[00:00:55.990 --> 00:00:56.120]   we
[00:00:56.120 --> 00:00:56.380]   went
[00:00:56.380 --> 00:00:56.500]   uh
[00:00:56.500 --> 00:00:56.570]   a
[00:00:56.570 --> 00:00:56.960]   couple
[00:00:56.960 --> 00:00:57.540]   different
[00:00:57.540 --> 00:00:57.930]   places
[00:00:57.930 --> 00:00:58.060]   we
[00:00:58.060 --> 00:00:58.340]   went
[00:00:58.340 --> 00:00:58.450]   up
[00:00:58.450 --> 00:00:58.580]   to
[00:00:58.580 --> 00:00:58.710]   uh
[00:00:58.710 --> 00:00:59.160]   Seattle
[00:00:59.160 --> 00:00:59.350]   and
[00:00:59.350 --> 00:00:59.870]   Portland
[00:00:59.870 --> 00:01:00.060]  .
[00:01:00.060 --> 00:01:00.190]   We
[00:01:00.190 --> 00:01:00.380]   had
[00:01:00.380 --> 00:01:00.700]   never
[00:01:00.700 --> 00:01:01.020]   Sandy
[00:01:01.020 --> 00:01:01.210]   and
[00:01:01.210 --> 00:01:01.270]   I
[00:01:01.270 --> 00:01:01.460]   had
[00:01:01.460 --> 00:01:01.780]   never
[00:01:01.780 --> 00:01:02.040]   been
[00:01:02.040 --> 00:01:02.170]   to
[00:01:02.170 --> 00:01:02.360]   the
[00:01:02.360 --> 00:01:02.860]   Pacific
[00:01:02.860 --> 00:01:03.390]   Northwest
[00:01:03.390 --> 00:01:03.850]  .
[00:01:03.850 --> 00:01:03.930]   And
[00:01:03.930 --> 00:01:04.070]   so
[00:01:04.070 --> 00:01:04.340]   we
[00:01:04.340 --> 00:01:04.700]   thought
[00:01:04.700 --> 00:01:04.980]   well
[00:01:04.980 --> 00:01:05.190]   you
[00:01:05.190 --> 00:01:05.330]  ,
[00:01:05.330 --> 00:01:05.430]   know
[00:01:05.430 --> 00:01:05.990]  ,
[00:01:05.990 --> 00:01:06.100]   where
[00:01:06.100 --> 00:01:06.310]   can
[00:01:06.310 --> 00:01:06.450]   we
[00:01:06.450 --> 00:01:06.640]   go
[00:01:06.640 --> 00:01:06.730]   we
[00:01:06.730 --> 00:01:06.940]   you
[00:01:06.940 --> 00:01:07.080]  ,
[00:01:07.080 --> 00:01:07.340]   know
[00:01:07.340 --> 00:01:07.510]  ,
[00:01:07.510 --> 00:01:07.640]   we
[00:01:07.640 --> 00:01:07.850]   had
[00:01:07.850 --> 00:01:08.480]   initially
[00:01:08.480 --> 00:01:08.970]   thought
[00:01:08.970 --> 00:01:09.110]   of
[00:01:09.110 --> 00:01:09.460]   going
[00:01:09.460 --> 00:01:09.640]   to
[00:01:09.640 --> 00:01:10.020]   Europe
[00:01:10.020 --> 00:01:10.430]   and
[00:01:10.430 --> 00:01:10.580]   stuff
[00:01:10.580 --> 00:01:10.900]  .
[00:01:10.900 --> 00:01:11.000]   But
[00:01:11.000 --> 00:01:11.070]   U
[00:01:11.070 --> 00:01:11.350]  .
[00:01:11.350 --> 00:01:11.400]   U
[00:01:11.400 --> 00:01:11.470]  _
[00:01:11.470 --> 00:01:11.490]  K
[00:01:11.490 --> 00:01:11.560]  _
[00:01:11.560 --> 00:01:11.700]   it
[00:01:11.700 --> 00:01:11.840]   it
[00:01:11.840 --> 00:01:12.050]   had
[00:01:12.050 --> 00:01:12.330]   like
[00:01:12.330 --> 00:01:12.410]   a
[00:01:12.410 --> 00:01:13.100]   quarantine
[00:01:13.100 --> 00:01:13.250]   to
[00:01:13.250 --> 00:01:13.660]   anyone
[00:01:13.660 --> 00:01:14.080]   coming
[00:01:14.080 --> 00:01:14.220]   in
[00:01:14.220 --> 00:01:14.490]   and
[00:01:14.490 --> 00:01:14.570]   so
[00:01:14.570 --> 00:01:14.850]   that
[00:01:14.850 --> 00:01:15.060]   was
[00:01:15.060 --> 00:01:15.270]   off
[00:01:15.270 --> 00:01:15.480]   the
[00:01:15.480 --> 00:01:15.940]   table
[00:01:15.940 --> 00:01:16.040]   and
[00:01:16.040 --> 00:01:16.250]   and
[00:01:16.250 --> 00:01:16.390]   uh
[00:01:16.390 --> 00:01:16.530]   we
[00:01:16.530 --> 00:01:17.020]   thought
[00:01:17.020 --> 00:01:17.160]  ,
[00:01:17.160 --> 00:01:17.370]   you
[00:01:17.370 --> 00:01:17.550]   know
[00:01:17.550 --> 00:01:17.960]   why
[00:01:17.960 --> 00:01:18.090]  ,
[00:01:18.090 --> 00:01:18.210]   don
[00:01:18.210 --> 00:01:18.400]  't
[00:01:18.400 --> 00:01:18.490]   we
[00:01:18.490 --> 00:01:18.700]   why
[00:01:18.700 --> 00:01:18.910]   don
[00:01:18.910 --> 00:01:19.050]  't
[00:01:19.050 --> 00:01:19.190]   we
[00:01:19.190 --> 00:01:19.330]   go
[00:01:19.330 --> 00:01:19.470]   up
[00:01:19.470 --> 00:01:19.620]   to
[00:01:19.620 --> 00:01:19.820]   the
[00:01:19.820 --> 00:01:19.960]   to
[00:01:19.960 --> 00:01:20.510]   Seattle
[00:01:20.510 --> 00:01:21.060]   Portland
[00:01:21.060 --> 00:01:21.220]   and
[00:01:21.220 --> 00:01:21.400]   we
[00:01:21.400 --> 00:01:21.430]   w
[00:01:21.430 --> 00:01:21.670]   we
[00:01:21.670 --> 00:01:21.850]   kind
[00:01:21.850 --> 00:01:21.980]   of
[00:01:21.980 --> 00:01:22.270]   were
[00:01:22.270 --> 00:01:22.830]   doubling
[00:01:22.830 --> 00:01:22.970]   it
[00:01:22.970 --> 00:01:23.250]   with
[00:01:23.250 --> 00:01:23.540]   like
[00:01:23.540 --> 00:01:23.660]   a
[00:01:23.660 --> 00:01:23.670]   s
[00:01:23.670 --> 00:01:24.440]   college
[00:01:24.440 --> 00:01:24.440]   tour
[00:01:24.440 --> 00:01:24.750]   for
[00:01:24.750 --> 00:01:24.860]   Col
[00:01:24.860 --> 00:01:25.080]  by
[00:01:25.080 --> 00:01:25.080]  
[00:01:25.080 --> 00:01:25.220]   Oh
[00:01:25.220 --> 00:01:26.000]  . [SPEAKER_TURN]
