
[00:00:00.000 --> 00:00:00.840]  
[00:00:00.840 --> 00:00:22.360]   Welcome
[00:00:22.360 --> 00:00:22.500]   to
[00:00:22.500 --> 00:00:22.990]   episode
[00:00:22.990 --> 00:00:23.200]   two
[00:00:23.200 --> 00:00:23.690]   hundred
[00:00:23.690 --> 00:00:23.900]   and
[00:00:23.900 --> 00:00:24.250]   fifty
[00:00:24.250 --> 00:00:24.530]   nine
[00:00:24.530 --> 00:00:24.680]   of
[00:00:24.680 --> 00:00:24.880]   Tex
[00:00:24.880 --> 00:00:25.090]  ing
[00:00:25.090 --> 00:00:25.510]   hosted
[00:00:25.510 --> 00:00:25.650]   by
[00:00:25.650 --> 00:00:26.070]   myself
[00:00:26.070 --> 00:00:26.490]   Justin
[00:00:26.490 --> 00:00:26.630]  ,
[00:00:26.630 --> 00:00:27.200]   Vincent
[00:00:27.200 --> 00:00:27.470]   and
[00:00:27.470 --> 00:00:27.880]   Jason
[00:00:27.880 --> 00:00:28.200]   Roberts
[00:00:28.200 --> 00:00:28.330]  .
[00:00:28.330 --> 00:00:28.790]   Well
[00:00:28.790 --> 00:00:28.900]   hello
[00:00:28.900 --> 00:00:29.210]   Jason
[00:00:29.210 --> 00:00:29.420]  ,
[00:00:29.420 --> 00:00:29.510]   how
[00:00:29.510 --> 00:00:29.720]   you
[00:00:29.720 --> 00:00:29.950]   doing
[00:00:29.950 --> 00:00:29.980]  ?
[00:00:29.980 --> 00:00:30.000]  
[00:00:30.000 --> 00:00:30.050]   I
[00:00:30.050 --> 00:00:30.070]  'm
[00:00:30.070 --> 00:00:30.190]   doing
[00:00:30.190 --> 00:00:30.390]   alright
[00:00:30.390 --> 00:00:30.470]   how
[00:00:30.470 --> 00:00:30.520]  ,
[00:00:30.520 --> 00:00:30.660]   about
[00:00:30.660 --> 00:00:30.890]   yourself
[00:00:30.890 --> 00:00:31.280]  ? [SPEAKER_TURN]
[00:00:31.280 --> 00:00:31.640]   Doing
[00:00:31.640 --> 00:00:31.920]   very
[00:00:31.920 --> 00:00:32.200]   good
[00:00:32.200 --> 00:00:32.430]  .
[00:00:32.430 --> 00:00:32.550]   It
[00:00:32.550 --> 00:00:32.690]  's
[00:00:32.690 --> 00:00:32.830]   uh
[00:00:32.830 --> 00:00:32.900]   a
[00:00:32.900 --> 00:00:33.550]   beautiful
[00:00:33.550 --> 00:00:33.760]   day
[00:00:33.760 --> 00:00:34.040]   here
[00:00:34.040 --> 00:00:34.180]   in
[00:00:34.180 --> 00:00:34.740]   Pasadena
[00:00:34.740 --> 00:00:34.950]   uh
[00:00:34.950 --> 00:00:35.770]   recording
[00:00:35.770 --> 00:00:35.820]   here
[00:00:35.820 --> 00:00:35.960]   on
[00:00:35.960 --> 00:00:36.530]   Saturday
[00:00:36.530 --> 00:00:36.740]   two
[00:00:36.740 --> 00:00:37.170]   thirty
[00:00:37.170 --> 00:00:37.240]   P
[00:00:37.240 --> 00:00:37.310]  _
[00:00:37.310 --> 00:00:37.400]  M
[00:00:37.400 --> 00:00:37.450]  _
[00:00:37.450 --> 00:00:37.590]   uh
[00:00:37.590 --> 00:00:37.910]   very
[00:00:37.910 --> 00:00:38.150]   very
[00:00:38.150 --> 00:00:38.580]   lovely
[00:00:38.580 --> 00:00:39.150]   sunny
[00:00:39.150 --> 00:00:39.150]   day
[00:00:39.150 --> 00:00:40.100]  . [SPEAKER_TURN]
[00:00:40.100 --> 00:00:40.790]   Sunday
[00:00:40.790 --> 00:00:41.380]  ?
[00:00:41.380 --> 00:00:42.240]   Saturday
[00:00:42.240 --> 00:00:42.400]  .
[00:00:42.400 --> 00:00:42.640]   Oh
[00:00:42.640 --> 00:00:43.240]   sunny
[00:00:43.240 --> 00:00:43.550]   day
[00:00:43.550 --> 00:00:43.890]  .
[00:00:43.890 --> 00:00:44.120]   So
[00:00:44.120 --> 00:00:44.350]   it
[00:00:44.350 --> 00:00:44.580]  's
[00:00:44.580 --> 00:00:45.050]   been
[00:00:45.050 --> 00:00:45.150]   a
[00:00:45.150 --> 00:00:45.730]   month
[00:00:45.730 --> 00:00:46.340]   since
[00:00:46.340 --> 00:00:46.540]   we
[00:00:46.540 --> 00:00:46.880]  've
[00:00:46.880 --> 00:00:47.360]   done
[00:00:47.360 --> 00:00:47.680]   our
[00:00:47.680 --> 00:00:48.280]   last
[00:00:48.280 --> 00:00:48.600]   show
[00:00:48.600 --> 00:00:50.000]  . [SPEAKER_TURN]
[00:00:50.000 --> 00:00:50.190]   What
[00:00:50.190 --> 00:00:50.300]   do
[00:00:50.300 --> 00:00:50.840]   you
[00:00:50.840 --> 00:00:50.940]   think
[00:00:50.940 --> 00:00:51.500]  ? [SPEAKER_TURN]
[00:00:51.620 --> 00:00:51.620]  
[00:00:51.620 --> 00:00:51.680]   I
[00:00:51.680 --> 00:00:51.810]  'm
[00:00:51.810 --> 00:00:52.140]   gonna
[00:00:52.140 --> 00:00:52.470]   crank
[00:00:52.470 --> 00:00:52.600]   it
[00:00:52.600 --> 00:00:52.730]   up
[00:00:52.730 --> 00:00:52.790]   a
[00:00:52.790 --> 00:00:53.180]   little
[00:00:53.180 --> 00:00:53.370]   bit
[00:00:53.370 --> 00:00:53.560]  .
[00:00:53.560 --> 00:00:53.690]   It
[00:00:53.690 --> 00:00:53.820]  's
[00:00:53.820 --> 00:00:54.210]   pretty
[00:00:54.210 --> 00:00:54.430]   slack
[00:00:54.430 --> 00:00:54.730]  .
[00:00:54.730 --> 00:00:54.780]   I
[00:00:54.780 --> 00:00:55.110]   mean
[00:00:55.110 --> 00:00:55.170]   I
[00:00:55.170 --> 00:00:55.300]  've
[00:00:55.300 --> 00:00:55.560]   been
[00:00:55.560 --> 00:00:55.950]   really
[00:00:55.950 --> 00:00:56.210]   busy
[00:00:56.210 --> 00:00:56.400]   and
[00:00:56.400 --> 00:00:56.520]   uh
[00:00:56.520 --> 00:00:56.790]   then
[00:00:56.790 --> 00:00:56.980]   you
[00:00:56.980 --> 00:00:57.240]   were
[00:00:57.240 --> 00:00:57.440]   out
[00:00:57.440 --> 00:00:57.560]   of
[00:00:57.560 --> 00:00:57.820]   town
[00:00:57.820 --> 00:00:58.080]   then
[00:00:58.080 --> 00:00:58.140]   I
[00:00:58.140 --> 00:00:58.330]   was
[00:00:58.330 --> 00:00:58.520]   out
[00:00:58.520 --> 00:00:58.650]   of
[00:00:58.650 --> 00:00:59.000]   town
[00:00:59.000 --> 00:00:59.040]   so
[00:00:59.040 --> 00:00:59.100]   I
[00:00:59.100 --> 00:00:59.360]   mean
[00:00:59.360 --> 00:00:59.690]   there
[00:00:59.690 --> 00:00:59.880]   are
[00:00:59.880 --> 00:01:00.460]   reasons
[00:01:00.460 --> 00:01:00.530]   why
[00:01:00.530 --> 00:01:00.660]   we
[00:01:00.660 --> 00:01:00.790]   we
[00:01:00.790 --> 00:01:01.050]   fell
[00:01:01.050 --> 00:01:01.440]   behind
[00:01:01.440 --> 00:01:01.850]   but
[00:01:01.850 --> 00:01:01.890]   yeah
[00:01:01.890 --> 00:01:02.020]   we
[00:01:02.020 --> 00:01:02.650]   should
[00:01:02.650 --> 00:01:02.940]   probably
[00:01:02.940 --> 00:01:03.070]   do
[00:01:03.070 --> 00:01:03.130]   a
[00:01:03.130 --> 00:01:03.190]   l
[00:01:03.190 --> 00:01:03.330]   do
[00:01:03.330 --> 00:01:03.380]   a
[00:01:03.380 --> 00:01:03.770]   little
[00:01:03.770 --> 00:01:04.040]   more
[00:01:04.040 --> 00:01:04.830]   frequently
[00:01:04.830 --> 00:01:04.950]   than
[00:01:04.950 --> 00:01:05.210]   what
[00:01:05.210 --> 00:01:05.670]   someone
[00:01:05.670 --> 00:01:05.970]   wants
[00:01:05.970 --> 00:01:06.130]   to
[00:01:06.130 --> 00:01:06.580]   want
[00:01:06.580 --> 00:01:07.500]  . [SPEAKER_TURN]
[00:01:08.480 --> 00:01:08.480]  
[00:01:08.480 --> 00:01:08.760]   Yeah
[00:01:08.760 --> 00:01:08.830]   I
[00:01:08.830 --> 00:01:09.180]   think
[00:01:09.180 --> 00:01:09.430]   you
[00:01:09.430 --> 00:01:09.600]   Ron
[00:01:09.600 --> 00:01:09.670]   I
[00:01:09.670 --> 00:01:10.040]   think
[00:01:10.040 --> 00:01:10.160]   we
[00:01:10.160 --> 00:01:10.510]   wanna
[00:01:10.510 --> 00:01:10.860]   shoot
[00:01:10.860 --> 00:01:11.070]   for
[00:01:11.070 --> 00:01:11.210]   at
[00:01:11.210 --> 00:01:11.560]   least
[00:01:11.560 --> 00:01:11.860]   once
[00:01:11.860 --> 00:01:12.190]   every
[00:01:12.190 --> 00:01:12.540]   other
[00:01:12.540 --> 00:01:12.870]   week
[00:01:12.870 --> 00:01:13.050]  .
[00:01:13.050 --> 00:01:13.170]   It
[00:01:13.170 --> 00:01:13.380]  'll
[00:01:13.380 --> 00:01:13.980]   probably
[00:01:13.980 --> 00:01:14.080]   be
[00:01:14.080 --> 00:01:14.520]   the
[00:01:14.520 --> 00:01:14.780]   outside
[00:01:14.780 --> 00:01:15.090]   you
[00:01:15.090 --> 00:01:15.270]   know
[00:01:15.270 --> 00:01:15.410]   uh
[00:01:15.410 --> 00:01:15.510]   well
[00:01:15.510 --> 00:01:15.960]   yeah
[00:01:15.960 --> 00:01:16.210]   I
[00:01:16.210 --> 00:01:16.530]   guess
[00:01:16.530 --> 00:01:16.540]   we
[00:01:16.540 --> 00:01:16.880]   got
[00:01:16.880 --> 00:01:16.910]   uh
[00:01:16.910 --> 00:01:17.020]   we
[00:01:17.020 --> 00:01:17.220]   got
[00:01:17.220 --> 00:01:17.300]   a
[00:01:17.300 --> 00:01:17.580]   fair
[00:01:17.580 --> 00:01:18.110]   number
[00:01:18.110 --> 00:01:18.140]   of
[00:01:18.140 --> 00:01:18.790]   responses
[00:01:18.790 --> 00:01:18.890]   on
[00:01:18.890 --> 00:01:19.110]   the
[00:01:19.110 --> 00:01:19.170]   whole
[00:01:19.170 --> 00:01:19.680]   Tex
[00:01:19.680 --> 00:01:20.170]  ing
[00:01:20.170 --> 00:01:20.360]   summit
[00:01:20.360 --> 00:01:20.590]   idea
[00:01:20.590 --> 00:01:20.800]  .
[00:01:20.800 --> 00:01:20.870]   I
[00:01:20.870 --> 00:01:20.940]   I
[00:01:20.940 --> 00:01:21.220]   yeah
[00:01:21.220 --> 00:01:21.360]   we
[00:01:21.360 --> 00:01:21.570]   did
[00:01:21.570 --> 00:01:21.780]   and
[00:01:21.780 --> 00:01:21.920]   um
[00:01:21.920 --> 00:01:22.090]   I
[00:01:22.090 --> 00:01:22.340]   think
[00:01:22.340 --> 00:01:22.620]   that
[00:01:22.620 --> 00:01:22.760]   it
[00:01:22.760 --> 00:01:22.830]   I
[00:01:22.830 --> 00:01:22.900]   I
[00:01:22.900 --> 00:01:23.030]   do
[00:01:23.030 --> 00:01:23.390]   think
[00:01:23.390 --> 00:01:23.530]   if
[00:01:23.530 --> 00:01:23.670]   we
[00:01:23.670 --> 00:01:23.880]   did
[00:01:23.880 --> 00:01:24.020]   it
[00:01:24.020 --> 00:01:24.300]   once
[00:01:24.300 --> 00:01:24.650]   every
[00:01:24.650 --> 00:01:25.010]   two
[00:01:25.010 --> 00:01:25.050]   weeks
[00:01:25.050 --> 00:01:25.560]   a
[00:01:25.560 --> 00:01:25.590]   show
[00:01:25.590 --> 00:01:25.920]   once
[00:01:25.920 --> 00:01:26.220]   every
[00:01:26.220 --> 00:01:26.400]   two
[00:01:26.400 --> 00:01:26.790]   weeks
[00:01:26.790 --> 00:01:27.030]   that
[00:01:27.030 --> 00:01:27.380]   would
[00:01:27.380 --> 00:01:27.660]   that
[00:01:27.660 --> 00:01:28.080]   number
[00:01:28.080 --> 00:01:28.430]   would
[00:01:28.430 --> 00:01:28.710]   grow
[00:01:28.710 --> 00:01:28.850]   as
[00:01:28.850 --> 00:01:29.130]   well
[00:01:29.130 --> 00:01:29.410]   just
[00:01:29.410 --> 00:01:29.690]   from
[00:01:29.690 --> 00:01:29.760]   a
[00:01:29.760 --> 00:01:30.040]   lock
[00:01:30.040 --> 00:01:30.530]   surface
[00:01:30.530 --> 00:01:30.810]   area
[00:01:30.810 --> 00:01:31.160]   point
[00:01:31.160 --> 00:01:31.300]   of
[00:01:31.300 --> 00:01:31.580]   view
[00:01:31.580 --> 00:01:32.500]  . [SPEAKER_TURN]
[00:01:32.500 --> 00:01:32.800]   So
[00:01:32.800 --> 00:01:33.250]   are
[00:01:33.250 --> 00:01:33.730]   you
[00:01:33.730 --> 00:01:34.450]   going
[00:01:34.450 --> 00:01:34.750]   to
[00:01:34.750 --> 00:01:35.060]   um
[00:01:36.500 --> 00:01:36.560]  
[00:01:36.560 --> 00:01:36.650]   are
[00:01:36.650 --> 00:01:36.800]   you
[00:01:36.800 --> 00:01:37.060]   going
[00:01:37.060 --> 00:01:37.160]   to
[00:01:37.160 --> 00:01:37.390]   like
[00:01:37.390 --> 00:01:37.520]   set
[00:01:37.520 --> 00:01:37.690]   up
[00:01:37.690 --> 00:01:37.830]   like
[00:01:37.830 --> 00:01:37.880]   a
[00:01:37.880 --> 00:01:38.140]   sign
[00:01:38.140 --> 00:01:38.210]  -
[00:01:38.210 --> 00:01:38.240]  up
[00:01:38.240 --> 00:01:38.450]   page
[00:01:38.450 --> 00:01:38.590]   or
[00:01:38.590 --> 00:01:39.020]   something
[00:01:39.020 --> 00:01:39.230]   like
[00:01:39.230 --> 00:01:39.440]   that
[00:01:39.440 --> 00:01:39.720]  ?
[00:01:39.720 --> 00:01:39.800]   Or
[00:01:39.800 --> 00:01:40.090]   what
[00:01:40.090 --> 00:01:40.310]   are
[00:01:40.310 --> 00:01:40.450]   we
[00:01:40.450 --> 00:01:40.860]   gonna
[00:01:40.860 --> 00:01:40.950]   do
[00:01:40.950 --> 00:01:41.310]   today
[00:01:41.310 --> 00:01:41.520]   Are
[00:01:41.520 --> 00:01:41.660]   we
[00:01:41.660 --> 00:01:41.890]  .
[00:01:41.890 --> 00:01:41.960]   I
[00:01:41.960 --> 00:01:42.030]   I
[00:01:42.030 --> 00:01:42.240]   I
[00:01:42.240 --> 00:01:42.460]   think
[00:01:42.460 --> 00:01:43.040]   probably
[00:01:43.040 --> 00:01:43.330]   what
[00:01:43.330 --> 00:01:43.470]   we
[00:01:43.470 --> 00:01:43.600]  'd
[00:01:43.600 --> 00:01:43.900]   need
[00:01:43.900 --> 00:01:44.040]   to
[00:01:44.040 --> 00:01:44.040]   do
[00:01:44.040 --> 00:01:44.460]  ,
[00:01:44.460 --> 00:01:44.490]   if
[00:01:44.490 --> 00:01:44.680]   you
[00:01:44.680 --> 00:01:45.040]   haven
[00:01:45.040 --> 00:01:45.190]  't
[00:01:45.190 --> 00:01:45.470]   many
[00:01:45.470 --> 00:01:46.270]   thought
[00:01:46.270 --> 00:01:46.280]   into
[00:01:46.280 --> 00:01:46.410]   it
[00:01:46.410 --> 00:01:46.550]  ,
[00:01:46.550 --> 00:01:46.680]   is
[00:01:46.680 --> 00:01:47.050]   set
[00:01:47.050 --> 00:01:47.050]   up
[00:01:47.050 --> 00:01:47.120]   a
[00:01:47.120 --> 00:01:47.570]   page
[00:01:47.570 --> 00:01:47.770]   where
[00:01:47.770 --> 00:01:47.910]   if
[00:01:47.910 --> 00:01:48.330]   you
[00:01:48.330 --> 00:01:48.640]   reserve
[00:01:48.640 --> 00:01:48.710]   a
[00:01:48.710 --> 00:01:49.000]   spot
[00:01:49.000 --> 00:01:49.360]  ,
[00:01:49.360 --> 00:01:49.580]   you
[00:01:49.580 --> 00:01:49.650]   know
[00:01:49.650 --> 00:01:49.910]  ,
[00:01:49.910 --> 00:01:50.080]   hook
[00:01:50.080 --> 00:01:50.220]   it
[00:01:50.220 --> 00:01:50.290]   '
[00:01:50.290 --> 00:01:50.430]  em
[00:01:50.430 --> 00:01:50.570]   to
[00:01:50.570 --> 00:01:50.860]   Stri
[00:01:50.860 --> 00:01:51.140]  pe
[00:01:51.140 --> 00:01:51.240]   or
[00:01:51.240 --> 00:01:51.360]   Pay
[00:01:51.360 --> 00:01:51.600]  pal
[00:01:51.600 --> 00:01:51.720]   or
[00:01:51.720 --> 00:01:52.300]   whatever
[00:01:52.300 --> 00:01:52.430]  ,
[00:01:52.430 --> 00:01:52.790]   and
[00:01:52.790 --> 00:01:53.010]   they
[00:01:53.010 --> 00:01:53.460]   reserve
[00:01:53.460 --> 00:01:53.530]   a
[00:01:53.530 --> 00:01:54.110]   spot
[00:01:54.110 --> 00:01:54.260]   with
[00:01:54.260 --> 00:01:54.400]   like
[00:01:54.400 --> 00:01:54.470]   a
[00:01:54.470 --> 00:01:54.970]   hundred
[00:01:54.970 --> 00:01:55.120]   or
[00:01:55.120 --> 00:01:55.340]   two
[00:01:55.340 --> 00:01:55.850]   hundred
[00:01:55.850 --> 00:01:56.360]   dollars
[00:01:56.360 --> 00:01:56.500]   or
[00:01:56.500 --> 00:01:57.080]   whatever
[00:01:57.080 --> 00:01:57.290]   and
[00:01:57.290 --> 00:01:57.440]  ,
[00:01:57.440 --> 00:01:57.680]   if
[00:01:57.680 --> 00:01:57.720]   we
[00:01:57.720 --> 00:01:57.940]   get
[00:01:57.940 --> 00:01:58.160]   you
[00:01:58.160 --> 00:01:58.450]   know
[00:01:58.450 --> 00:01:58.740]   some
[00:01:58.740 --> 00:01:59.690]   minimum
[00:01:59.690 --> 00:01:59.760]   number
[00:01:59.760 --> 00:02:00.270]   whatever
[00:02:00.270 --> 00:02:00.560]   that
[00:02:00.560 --> 00:02:00.700]   is
[00:02:00.700 --> 00:02:01.210]   whether
[00:02:01.210 --> 00:02:01.350]  ,
[00:02:01.350 --> 00:02:01.490]   it
[00:02:01.490 --> 00:02:01.620]  's
[00:02:01.620 --> 00:02:01.850]   ten
[00:02:01.850 --> 00:02:02.360]   fifteen
[00:02:02.360 --> 00:02:02.500]  ,
[00:02:02.500 --> 00:02:02.940]   twenty
[00:02:02.940 --> 00:02:03.080]  ,
[00:02:03.080 --> 00:02:03.220]   or
[00:02:03.220 --> 00:02:03.840]   whatever
[00:02:03.840 --> 00:02:04.020]   the
[00:02:04.020 --> 00:02:04.460]   number
[00:02:04.460 --> 00:02:04.600]   then
[00:02:04.600 --> 00:02:04.950]  ,
