
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.940]   This
[00:00:00.940 --> 00:00:01.360]   show
[00:00:01.360 --> 00:00:01.700]   is
[00:00:01.700 --> 00:00:03.730]   distributed
[00:00:03.730 --> 00:00:03.920]   by
[00:00:03.920 --> 00:00:05.010]   someone
[00:00:05.010 --> 00:00:05.470]  .
[00:00:05.470 --> 00:00:05.820]   Let
[00:00:05.820 --> 00:00:06.130]  's
[00:00:06.130 --> 00:00:06.460]   go
[00:00:06.460 --> 00:00:06.500]  .
[00:00:27.920 --> 00:00:27.920]  
[00:00:27.920 --> 00:00:28.300]   Welcome
[00:00:28.300 --> 00:00:28.410]   to
[00:00:28.410 --> 00:00:28.630]   Text
[00:00:28.630 --> 00:00:28.850]   Sing
[00:00:28.850 --> 00:00:28.900]   a
[00:00:28.900 --> 00:00:29.280]   hundred
[00:00:29.280 --> 00:00:29.440]   and
[00:00:29.440 --> 00:00:29.600]   ten
[00:00:29.600 --> 00:00:29.930]   hosted
[00:00:29.930 --> 00:00:30.040]   by
[00:00:30.040 --> 00:00:30.370]   myself
[00:00:30.370 --> 00:00:30.700]   Justin
[00:00:30.700 --> 00:00:30.810]  ,
[00:00:30.810 --> 00:00:31.180]   Vincent
[00:00:31.180 --> 00:00:31.350]   and
[00:00:31.350 --> 00:00:31.620]   Jason
[00:00:31.620 --> 00:00:32.000]   Roberts
[00:00:32.000 --> 00:00:32.240]  .
[00:00:32.240 --> 00:00:32.370]   On
[00:00:32.370 --> 00:00:32.700]   today
[00:00:32.700 --> 00:00:32.830]  's
[00:00:32.830 --> 00:00:33.090]   show
[00:00:33.090 --> 00:00:33.220]   we
[00:00:33.220 --> 00:00:33.410]  're
[00:00:33.410 --> 00:00:33.860]   talking
[00:00:33.860 --> 00:00:34.040]   to
[00:00:34.040 --> 00:00:34.330]   James
[00:00:34.330 --> 00:00:34.530]   Alt
[00:00:34.530 --> 00:00:34.790]  ager
[00:00:34.790 --> 00:00:34.920]  .
[00:00:34.920 --> 00:00:35.570]   James
[00:00:35.570 --> 00:00:35.630]   is
[00:00:35.630 --> 00:00:35.640]   a
[00:00:35.640 --> 00:00:36.090]   serial
[00:00:36.090 --> 00:00:37.000]   entrepreneur
[00:00:37.000 --> 00:00:37.300]  ,
[00:00:37.300 --> 00:00:37.580]   he
[00:00:37.580 --> 00:00:37.720]   founded
[00:00:37.720 --> 00:00:38.020]   stock
[00:00:38.020 --> 00:00:38.090]  p
[00:00:38.090 --> 00:00:38.380]  icker
[00:00:38.380 --> 00:00:38.560]   dot
[00:00:38.560 --> 00:00:38.740]   com
[00:00:38.740 --> 00:00:38.920]   and
[00:00:38.920 --> 00:00:39.160]   sold
