
[00:00:00.000 --> 00:00:01.020]  
[00:00:01.020 --> 00:00:03.180]   [
[00:00:03.180 --> 00:00:06.320]  M
[00:00:06.320 --> 00:00:12.610]  US
[00:00:12.610 --> 00:00:18.900]  IC
[00:00:18.900 --> 00:00:22.080]  ]
[00:00:22.080 --> 00:00:22.080]  
[00:00:22.080 --> 00:00:22.510]   Welcome
[00:00:22.510 --> 00:00:22.630]   to
[00:00:22.630 --> 00:00:23.060]   episode
[00:00:23.060 --> 00:00:23.370]   three
[00:00:23.370 --> 00:00:23.800]   hundred
[00:00:23.800 --> 00:00:23.980]   and
[00:00:23.980 --> 00:00:24.220]   four
[00:00:24.220 --> 00:00:24.340]   of
[00:00:24.340 --> 00:00:24.580]   Tech
[00:00:24.580 --> 00:00:24.840]   Sing
[00:00:24.840 --> 00:00:25.190]   hosted
[00:00:25.190 --> 00:00:25.310]   by
[00:00:25.310 --> 00:00:25.680]   myself
[00:00:25.680 --> 00:00:26.050]   Justin
[00:00:26.050 --> 00:00:26.170]  ,
[00:00:26.170 --> 00:00:26.590]   Vincent
[00:00:26.590 --> 00:00:26.720]  ,
[00:00:26.720 --> 00:00:26.900]   and
[00:00:26.900 --> 00:00:27.210]   Jason
[00:00:27.210 --> 00:00:27.620]   Roberts
[00:00:27.620 --> 00:00:27.920]  .
[00:00:27.920 --> 00:00:28.100]   We
[00:00:28.100 --> 00:00:28.710]   are
[00:00:28.710 --> 00:00:28.830]   today
[00:00:28.830 --> 00:00:29.080]   in
[00:00:29.080 --> 00:00:29.470]   Jason
[00:00:29.470 --> 00:00:29.520]  's
[00:00:29.520 --> 00:00:30.200]   bat
[00:00:30.200 --> 00:00:30.330]   cave
[00:00:30.330 --> 00:00:30.550]   and
[00:00:30.550 --> 00:00:30.730]   uh
[00:00:30.730 --> 00:00:30.910]   it
[00:00:30.910 --> 00:00:31.170]   is
[00:00:31.170 --> 00:00:31.180]   a
[00:00:31.180 --> 00:00:31.640]   sunny
[00:00:31.640 --> 00:00:31.910]   day
[00:00:31.910 --> 00:00:32.450]   in
[00:00:32.450 --> 00:00:32.820]   Pasadena
[00:00:32.820 --> 00:00:33.150]   and
[00:00:33.150 --> 00:00:33.180]   I
[00:00:33.180 --> 00:00:33.360]  'm
[00:00:33.360 --> 00:00:33.830]   happy
[00:00:33.830 --> 00:00:34.000]   to
[00:00:34.000 --> 00:00:34.180]   be
[00:00:34.180 --> 00:00:34.540]   back
[00:00:34.540 --> 00:00:35.170]   Haven
[00:00:35.170 --> 00:00:35.180]  't
[00:00:35.180 --> 00:00:35.440]  .
[00:00:35.440 --> 00:00:35.960]   been
[00:00:35.960 --> 00:00:36.170]   here
[00:00:36.170 --> 00:00:36.440]   for
[00:00:36.440 --> 00:00:36.530]   a
[00:00:36.530 --> 00:00:36.990]   while
[00:00:36.990 --> 00:00:37.080]   I
[00:00:37.080 --> 00:00:37.350]  've
[00:00:37.350 --> 00:00:37.620]  .
[00:00:37.620 --> 00:00:37.980]   got
[00:00:37.980 --> 00:00:38.240]   a
[00:00:38.240 --> 00:00:38.440]   story
[00:00:38.440 --> 00:00:38.710]   for
[00:00:38.710 --> 00:00:38.980]   you
[00:00:38.980 --> 00:00:39.260]  .
[00:00:39.260 --> 00:00:40.070]   Alright
[00:00:40.070 --> 00:00:40.120]   Um
[00:00:40.120 --> 00:00:40.340]  .
[00:00:40.340 --> 00:00:40.520]   so
[00:00:40.520 --> 00:00:40.610]   I
[00:00:40.610 --> 00:00:40.880]   was
[00:00:40.880 --> 00:00:41.140]   out
[00:00:41.140 --> 00:00:41.510]   with
[00:00:41.510 --> 00:00:41.960]   Phil
[00:00:41.960 --> 00:00:42.050]   a
[00:00:42.050 --> 00:00:42.510]   couple
[00:00:42.510 --> 00:00:42.760]   of
[00:00:42.760 --> 00:00:43.150]   weeks
[00:00:43.150 --> 00:00:43.420]   ago
[00:00:43.420 --> 00:00:43.740]  .
[00:00:43.740 --> 00:00:44.080]   And
[00:00:44.080 --> 00:00:44.160]   uh
[00:00:44.160 --> 00:00:44.870]   the
[00:00:44.870 --> 00:00:45.260]   usual
[00:00:45.260 --> 00:00:45.330]   thing
[00:00:45.330 --> 00:00:45.560]   we
[00:00:45.560 --> 00:00:45.690]   do
[00:00:45.690 --> 00:00:46.050]   is
[00:00:46.050 --> 00:00:46.200]   we
[00:00:46.200 --> 00:00:46.230]   go
[00:00:46.230 --> 00:00:46.410]   to
[00:00:46.410 --> 00:00:46.770]   this
[00:00:46.770 --> 00:00:47.230]   Irish
[00:00:47.230 --> 00:00:47.500]   bar
[00:00:47.500 --> 00:00:47.680]   um
[00:00:47.680 --> 00:00:48.040]   down
[00:00:48.040 --> 00:00:48.220]   in
[00:00:48.220 --> 00:00:48.680]   South
[00:00:48.680 --> 00:00:49.490]   Pasadena
[00:00:49.490 --> 00:00:49.680]  .
[00:00:49.680 --> 00:00:49.860]   So
[00:00:49.860 --> 00:00:50.000]   I
[00:00:50.000 --> 00:00:50.400]  'll
[00:00:50.400 --> 00:00:50.580]   get
[00:00:50.580 --> 00:00:50.600]   I
[00:00:50.600 --> 00:00:50.850]  'll
[00:00:50.850 --> 00:00:51.120]   get
[00:00:51.120 --> 00:00:51.300]   an
[00:00:51.300 --> 00:00:52.080]   Uber
[00:00:52.360 --> 00:00:52.360]  
[00:00:52.360 --> 00:00:56.680]   house
[00:00:56.680 --> 00:00:59.270]   and
[00:00:59.270 --> 00:01:00.340]   I
[00:01:00.340 --> 00:01:02.070]  'm
[00:01:02.070 --> 00:01:03.620]   in
[00:01:03.620 --> 00:01:08.540]   Alt
[00:01:08.540 --> 00:01:08.540]   tre
[00:01:08.540 --> 00:01:08.750]  ener
[00:01:08.750 --> 00:01:08.780]  ,
[00:01:08.780 --> 00:01:08.820]   it
[00:01:08.820 --> 00:01:08.890]  's
[00:01:08.890 --> 00:01:09.130]   like
[00:01:09.130 --> 00:01:09.140]   ten
[00:01:09.140 --> 00:01:09.430]   fifteen
[00:01:09.430 --> 00:01:09.610]   minutes
[00:01:09.610 --> 00:01:09.750]   away
[00:01:09.750 --> 00:01:09.890]   from
[00:01:09.890 --> 00:01:09.990]   him
[00:01:09.990 --> 00:01:10.120]   and
[00:01:10.120 --> 00:01:10.150]   I
[00:01:10.150 --> 00:01:10.220]  'll
[00:01:10.220 --> 00:01:10.360]   pick
[00:01:10.360 --> 00:01:10.450]   him
[00:01:10.450 --> 00:01:10.530]   up
[00:01:10.530 --> 00:01:10.630]   and
[00:01:10.630 --> 00:01:10.770]   then
[00:01:10.770 --> 00:01:10.840]   we
[00:01:10.840 --> 00:01:11.010]  'll
[00:01:11.010 --> 00:01:11.020]   go
[00:01:11.020 --> 00:01:11.200]   down
[00:01:11.200 --> 00:01:11.250]  .
[00:01:11.250 --> 00:01:11.320]   So
[00:01:11.320 --> 00:01:11.350]   I
[00:01:11.350 --> 00:01:11.480]   get
[00:01:11.480 --> 00:01:11.510]   I
[00:01:11.510 --> 00:01:11.530]   g
[00:01:11.530 --> 00:01:11.540]   I
[00:01:11.540 --> 00:01:11.670]   get
[00:01:11.670 --> 00:01:11.710]   in
[00:01:11.710 --> 00:01:11.900]   the
[00:01:11.900 --> 00:01:11.950]   Uber
[00:01:11.950 --> 00:01:12.120]   and
[00:01:12.120 --> 00:01:12.220]   um
[00:01:12.220 --> 00:01:12.220]   say
[00:01:12.220 --> 00:01:12.290]   to
[00:01:12.290 --> 00:01:12.390]   the
[00:01:12.390 --> 00:01:12.490]   say
[00:01:12.490 --> 00:01:12.660]   to
[00:01:12.660 --> 00:01:12.700]   the
[00:01:12.700 --> 00:01:12.800]   Uber
[00:01:12.800 --> 00:01:13.010]   driver
[00:01:13.010 --> 00:01:13.110]   the
[00:01:13.110 --> 00:01:13.270]   usual
[00:01:13.270 --> 00:01:13.420]   oh
[00:01:13.420 --> 00:01:13.450]   uh
[00:01:13.450 --> 00:01:13.520]   how
[00:01:13.520 --> 00:01:13.660]   long
[00:01:13.660 --> 00:01:13.900]   you
[00:01:13.900 --> 00:01:13.970]   been
[00:01:13.970 --> 00:01:14.040]   Uber
[00:01:14.040 --> 00:01:14.280]   driving
[00:01:14.280 --> 00:01:14.380]   you
[00:01:14.380 --> 00:01:14.490]  ,
[00:01:14.490 --> 00:01:14.590]   know
[00:01:14.590 --> 00:01:14.670]  ,
[00:01:14.670 --> 00:01:14.760]   are
[00:01:14.760 --> 00:01:14.910]   you
[00:01:14.910 --> 00:01:15.140]   enjoying
[00:01:15.140 --> 00:01:15.210]   it
[00:01:15.210 --> 00:01:15.310]   and
[00:01:15.310 --> 00:01:15.380]   th
[00:01:15.380 --> 00:01:15.450]   th
[00:01:15.450 --> 00:01:15.520]   it
[00:01:15.520 --> 00:01:15.590]  's
[00:01:15.590 --> 00:01:15.620]   a
[00:01:15.620 --> 00:01:15.780]   lady
