
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:03.020]   [
[00:00:03.020 --> 00:00:06.010]  M
[00:00:06.010 --> 00:00:11.990]  US
[00:00:11.990 --> 00:00:17.970]  IC
[00:00:17.970 --> 00:00:20.980]  ]
[00:00:20.980 --> 00:00:20.980]  
[00:00:20.980 --> 00:00:21.600]   Welcome
[00:00:21.600 --> 00:00:21.770]   to
[00:00:21.770 --> 00:00:22.390]   episode
[00:00:22.390 --> 00:00:22.740]   four
[00:00:22.740 --> 00:00:22.910]   of
[00:00:22.910 --> 00:00:23.260]   Text
[00:00:23.260 --> 00:00:23.520]  ing
[00:00:23.520 --> 00:00:23.780]  .
[00:00:23.780 --> 00:00:23.860]   I
[00:00:23.860 --> 00:00:24.390]   hosted
[00:00:24.390 --> 00:00:24.560]   by
[00:00:24.560 --> 00:00:25.090]   myself
[00:00:25.090 --> 00:00:25.620]   Justin
[00:00:25.620 --> 00:00:25.790]  ,
[00:00:25.790 --> 00:00:26.410]   Vincent
[00:00:26.410 --> 00:00:26.670]   and
[00:00:26.670 --> 00:00:27.110]   Jason
[00:00:27.110 --> 00:00:27.710]   Roberts
[00:00:27.710 --> 00:00:27.990]   Say
[00:00:27.990 --> 00:00:28.250]  .
[00:00:28.250 --> 00:00:28.540]   hi
[00:00:28.540 --> 00:00:28.860]   Jason
[00:00:28.860 --> 00:00:29.120]  .
[00:00:29.120 --> 00:00:29.380]   And
[00:00:29.380 --> 00:00:29.640]   uh
[00:00:29.640 --> 00:00:29.990]   today
[00:00:29.990 --> 00:00:30.260]   our
[00:00:30.260 --> 00:00:30.690]   guest
[00:00:30.690 --> 00:00:30.870]   is
[00:00:30.870 --> 00:00:30.940]   P
[00:00:30.940 --> 00:00:31.200]  els
[00:00:31.200 --> 00:00:31.280]  i
[00:00:31.280 --> 00:00:31.540]  .
[00:00:31.540 --> 00:00:32.110]   Today
[00:00:32.110 --> 00:00:32.240]   our
[00:00:32.240 --> 00:00:32.680]   guest
[00:00:32.680 --> 00:00:32.840]   is
[00:00:32.840 --> 00:00:33.070]   uh
[00:00:33.070 --> 00:00:33.500]   sorry
[00:00:33.500 --> 00:00:33.540]   I
[00:00:33.540 --> 00:00:33.710]  'm
[00:00:33.710 --> 00:00:34.180]   sorry
[00:00:34.180 --> 00:00:34.590]   about
[00:00:34.590 --> 00:00:34.930]   that
[00:00:34.930 --> 00:00:35.020]   P
[00:00:35.020 --> 00:00:35.280]  elt
[00:00:35.280 --> 00:00:35.370]  i
[00:00:35.370 --> 00:00:35.620]  .
[00:00:35.620 --> 00:00:36.060]   Today
[00:00:36.060 --> 00:00:36.320]   our
[00:00:36.320 --> 00:00:36.760]   guest
[00:00:36.760 --> 00:00:36.930]   is
[00:00:36.930 --> 00:00:37.010]   P
[00:00:37.010 --> 00:00:37.350]  elt
[00:00:37.350 --> 00:00:37.370]  i
[00:00:37.370 --> 00:00:37.700]   from
[00:00:37.700 --> 00:00:37.780]   B
[00:00:37.780 --> 00:00:38.040]  als
[00:00:38.040 --> 00:00:38.380]  amic
[00:00:38.380 --> 00:00:39.760]  . [SPEAKER_TURN]
[00:00:39.760 --> 00:00:40.900]   Uh
[00:00:40.900 --> 00:00:40.940]   good
[00:00:40.940 --> 00:00:41.330]   hi
[00:00:41.330 --> 00:00:42.150]   guys
[00:00:42.150 --> 00:00:43.310]   thanks
[00:00:43.310 --> 00:00:43.700]  ,
[00:00:43.700 --> 00:00:44.390]   for
[00:00:44.390 --> 00:00:45.480]   having
[00:00:45.480 --> 00:00:46.240]   me
[00:00:46.240 --> 00:00:46.260]   up
[00:00:46.260 --> 00:00:48.520]  . [SPEAKER_TURN]
[00:00:48.660 --> 00:00:48.710]  
[00:00:48.710 --> 00:00:48.790]   oh
