
[00:00:00.000 --> 00:00:00.810]  
[00:00:00.810 --> 00:00:03.170]   [
[00:00:03.170 --> 00:00:06.310]  M
[00:00:06.310 --> 00:00:12.590]  US
[00:00:12.590 --> 00:00:18.870]  IC
[00:00:18.870 --> 00:00:22.040]  ]
[00:00:22.040 --> 00:00:22.040]  
[00:00:22.040 --> 00:00:22.520]   Welcome
[00:00:22.520 --> 00:00:22.660]   to
[00:00:22.660 --> 00:00:23.140]   episode
[00:00:23.140 --> 00:00:23.350]   two
[00:00:23.350 --> 00:00:23.830]   hundred
[00:00:23.830 --> 00:00:24.040]   and
[00:00:24.040 --> 00:00:24.380]   sixty
[00:00:24.380 --> 00:00:24.650]   five
[00:00:24.650 --> 00:00:24.790]   of
[00:00:24.790 --> 00:00:25.060]   Text
[00:00:25.060 --> 00:00:25.260]  ing
[00:00:25.260 --> 00:00:25.670]   hosted
[00:00:25.670 --> 00:00:25.810]   by
[00:00:25.810 --> 00:00:26.210]   myself
[00:00:26.210 --> 00:00:26.610]   Justin
[00:00:26.610 --> 00:00:26.760]  ,
[00:00:26.760 --> 00:00:27.240]   Vincent
[00:00:27.240 --> 00:00:27.380]  ,
[00:00:27.380 --> 00:00:27.680]   Jason
[00:00:27.680 --> 00:00:28.360]   Roberts
[00:00:28.360 --> 00:00:28.390]  .
[00:00:28.390 --> 00:00:28.610]   And
[00:00:28.610 --> 00:00:28.730]   it
[00:00:28.730 --> 00:00:29.020]   is
[00:00:29.020 --> 00:00:29.040]   as
[00:00:29.040 --> 00:00:29.420]   always
[00:00:29.420 --> 00:00:29.730]   a
[00:00:29.730 --> 00:00:29.910]   lovely
[00:00:29.910 --> 00:00:30.120]   day
[00:00:30.120 --> 00:00:30.320]   here
[00:00:30.320 --> 00:00:30.640]   in
[00:00:30.640 --> 00:00:31.080]   Pasadena
[00:00:31.080 --> 00:00:31.220]   in
[00:00:31.220 --> 00:00:31.360]   my
[00:00:31.360 --> 00:00:31.750]   front
[00:00:31.750 --> 00:00:31.970]   room
[00:00:31.970 --> 00:00:32.230]  .
[00:00:32.230 --> 00:00:32.510]   Jason
[00:00:32.510 --> 00:00:32.730]   how
[00:00:32.730 --> 00:00:32.850]  ,
[00:00:32.850 --> 00:00:33.180]   you
[00:00:33.180 --> 00:00:33.400]   doing
[00:00:33.400 --> 00:00:33.860]  ?
[00:00:33.860 --> 00:00:34.840]   Fantastic
[00:00:34.840 --> 00:00:34.840]   you
[00:00:34.840 --> 00:00:35.130]  ,
[00:00:35.130 --> 00:00:35.330]   were
[00:00:35.330 --> 00:00:35.490]   in
[00:00:35.490 --> 00:00:35.650]   uh
[00:00:35.650 --> 00:00:35.730]   l
[00:00:35.730 --> 00:00:35.890]   uh
[00:00:35.890 --> 00:00:36.130]   Las
[00:00:36.130 --> 00:00:36.570]   Vegas
[00:00:36.570 --> 00:00:36.870]   this
[00:00:36.870 --> 00:00:37.430]   weekend
[00:00:37.430 --> 00:00:38.400]  . [SPEAKER_TURN]
[00:00:38.400 --> 00:00:39.640]   Oh
[00:00:39.640 --> 00:00:42.120]   yeah
[00:00:42.120 --> 00:00:44.000]  .
[00:00:44.000 --> 00:00:44.270]   Happy
[00:00:44.270 --> 00:00:44.610]   birthday
[00:00:44.610 --> 00:00:44.830]   Sandy
[00:00:44.830 --> 00:00:45.000]  . [SPEAKER_TURN]
[00:00:45.060 --> 00:00:45.110]  
[00:00:45.110 --> 00:00:45.380]   Yeah
[00:00:45.380 --> 00:00:45.540]   so
[00:00:45.540 --> 00:00:45.700]  ,
[00:00:45.700 --> 00:00:46.020]   that
[00:00:46.020 --> 00:00:46.260]   was
[00:00:46.260 --> 00:00:46.420]   uh
[00:00:46.420 --> 00:00:46.740]   that
[00:00:46.740 --> 00:00:46.990]   was
[00:00:46.990 --> 00:00:47.220]   fun
[00:00:47.220 --> 00:00:47.460]  .
[00:00:47.460 --> 00:00:47.620]   We
[00:00:47.620 --> 00:00:47.870]   saw
[00:00:47.870 --> 00:00:48.040]   um
[00:00:48.040 --> 00:00:48.750]   Guardians
[00:00:48.750 --> 00:00:48.910]   of
[00:00:48.910 --> 00:00:49.150]   the
[00:00:49.150 --> 00:00:49.630]   Galaxy
[00:00:49.630 --> 00:00:50.010]   which
[00:00:50.010 --> 00:00:50.290]   I
[00:00:50.290 --> 00:00:50.520]   would
[00:00:50.520 --> 00:00:51.250]   recommend
[00:00:51.250 --> 00:00:51.510]  .
[00:00:51.510 --> 00:00:51.650]   It
[00:00:51.650 --> 00:00:51.930]   was
[00:00:51.930 --> 00:00:52.210]   good
[00:00:52.210 --> 00:00:52.470]   you
[00:00:52.470 --> 00:00:52.610]  ,
[00:00:52.610 --> 00:00:52.930]   know
[00:00:52.930 --> 00:00:53.180]  ,
[00:00:53.180 --> 00:00:53.330]   got
[00:00:53.330 --> 00:00:53.410]   a
[00:00:53.410 --> 00:00:53.730]   nine
[00:00:53.730 --> 00:00:53.980]   out
[00:00:53.980 --> 00:00:54.130]   of
[00:00:54.130 --> 00:00:54.370]   ten
[00:00:54.370 --> 00:00:54.530]   on
[00:00:54.530 --> 00:00:54.610]   I
[00:00:54.610 --> 00:00:54.690]  _
[00:00:54.690 --> 00:00:54.770]  M
[00:00:54.770 --> 00:00:54.850]  _
[00:00:54.850 --> 00:00:55.010]  D
[00:00:55.010 --> 00:00:55.040]  _
[00:00:55.040 --> 00:00:55.090]  B
[00:00:55.090 --> 00:00:55.170]  _
[00:00:55.170 --> 00:00:55.570]   which
[00:00:55.570 --> 00:00:55.810]   was
[00:00:55.810 --> 00:00:56.790]   surprisingly
[00:00:56.790 --> 00:00:57.140]   high
[00:00:57.140 --> 00:00:57.420]  .
[00:00:57.420 --> 00:00:57.590]   You
[00:00:57.590 --> 00:00:57.830]   don
[00:00:57.830 --> 00:00:58.050]  't
[00:00:58.050 --> 00:00:58.480]   really
[00:00:58.480 --> 00:00:58.720]   see
[00:00:58.720 --> 00:00:58.800]   a
[00:00:58.800 --> 00:00:59.040]   lot
[00:00:59.040 --> 00:00:59.200]   of
[00:00:59.200 --> 00:00:59.280]   n
[00:00:59.280 --> 00:00:59.600]  ines
[00:00:59.600 --> 00:01:00.090]   unless
[00:01:00.090 --> 00:01:00.250]   it
