
[00:00:00.000 --> 00:00:00.810]  
[00:00:00.810 --> 00:00:03.180]   [
[00:00:03.180 --> 00:00:06.320]  M
[00:00:06.320 --> 00:00:12.600]  US
[00:00:12.600 --> 00:00:18.890]  IC
[00:00:18.890 --> 00:00:22.080]  ]
[00:00:22.080 --> 00:00:22.080]  
[00:00:22.080 --> 00:00:22.580]   Welcome
[00:00:22.580 --> 00:00:22.720]   to
[00:00:22.720 --> 00:00:23.220]   episode
[00:00:23.220 --> 00:00:23.420]   two
[00:00:23.420 --> 00:00:23.930]   hundred
[00:00:23.930 --> 00:00:24.140]   and
[00:00:24.140 --> 00:00:24.640]   seventy
[00:00:24.640 --> 00:00:24.990]   seven
[00:00:24.990 --> 00:00:25.130]   of
[00:00:25.130 --> 00:00:25.410]   Text
[00:00:25.410 --> 00:00:25.620]  ing
[00:00:25.620 --> 00:00:26.040]   hosted
[00:00:26.040 --> 00:00:26.180]   by
[00:00:26.180 --> 00:00:26.600]   myself
[00:00:26.600 --> 00:00:27.020]   Justin
[00:00:27.020 --> 00:00:27.150]  ,
[00:00:27.150 --> 00:00:27.660]   Vincent
[00:00:27.660 --> 00:00:27.870]   and
[00:00:27.870 --> 00:00:28.350]   Jason
[00:00:28.350 --> 00:00:28.720]   Roberts
[00:00:28.720 --> 00:00:28.960]  .
[00:00:28.960 --> 00:00:29.290]   Today
[00:00:29.290 --> 00:00:29.420]   it
[00:00:29.420 --> 00:00:29.560]   is
[00:00:29.560 --> 00:00:29.630]   a
[00:00:29.630 --> 00:00:30.050]   Sunday
[00:00:30.050 --> 00:00:30.690]   afternoon
[00:00:30.690 --> 00:00:30.900]   and
[00:00:30.900 --> 00:00:31.040]   we
[00:00:31.040 --> 00:00:31.250]  're
[00:00:31.250 --> 00:00:31.390]   uh
[00:00:31.390 --> 00:00:32.030]   recording
[00:00:32.030 --> 00:00:32.240]   the
[00:00:32.240 --> 00:00:32.520]   show
[00:00:32.520 --> 00:00:32.660]   in
[00:00:32.660 --> 00:00:32.800]   my
[00:00:32.800 --> 00:00:33.150]   place
[00:00:33.150 --> 00:00:33.700]  .
[00:00:33.700 --> 00:00:34.060]   Um
[00:00:34.060 --> 00:00:34.100]   three
[00:00:34.100 --> 00:00:34.180]   P
[00:00:34.180 --> 00:00:34.260]  _
[00:00:34.260 --> 00:00:34.400]  M
[00:00:34.400 --> 00:00:34.420]  _
[00:00:34.420 --> 00:00:34.740]   here
[00:00:34.740 --> 00:00:34.980]   and
[00:00:34.980 --> 00:00:35.710]   beautiful
[00:00:35.710 --> 00:00:35.950]   day
[00:00:35.950 --> 00:00:36.510]   outside
[00:00:36.510 --> 00:00:37.000]   Hey
[00:00:37.000 --> 00:00:37.120]  .
[00:00:37.120 --> 00:00:37.400]   Jason
[00:00:37.400 --> 00:00:37.560]  ,
[00:00:37.560 --> 00:00:37.800]   how
[00:00:37.800 --> 00:00:38.290]   you
[00:00:38.290 --> 00:00:38.440]   doing
[00:00:38.440 --> 00:00:38.950]  ?
[00:00:38.950 --> 00:00:38.950]   Wow
[00:00:38.950 --> 00:00:39.330]   long
[00:00:39.330 --> 00:00:39.470]   time
[00:00:39.470 --> 00:00:39.600]   no
[00:00:39.600 --> 00:00:39.860]   show
[00:00:39.860 --> 00:00:40.600]  . [SPEAKER_TURN]
[00:00:40.600 --> 00:00:40.900]   M
[00:00:40.900 --> 00:00:41.340]  m
[00:00:41.340 --> 00:00:41.480]  -
[00:00:41.480 --> 00:00:41.770]  h
[00:00:41.770 --> 00:00:42.560]  mm
[00:00:42.560 --> 00:00:45.680]  . [SPEAKER_TURN]
[00:00:48.360 --> 00:00:48.410]  
[00:00:48.410 --> 00:00:48.570]   Yeah
[00:00:48.570 --> 00:00:48.720]  .
[00:00:48.720 --> 00:00:48.930]   Well
[00:00:48.930 --> 00:00:49.080]  .
[00:00:49.080 --> 00:00:49.230]   you
[00:00:49.230 --> 00:00:49.440]   know
[00:00:49.440 --> 00:00:49.530]  ,
[00:00:49.530 --> 00:00:49.640]   it
[00:00:49.640 --> 00:00:49.840]  's
[00:00:49.840 --> 00:00:49.840]   it
[00:00:49.840 --> 00:00:49.940]  's
[00:00:49.940 --> 00:00:50.200]   tough
[00:00:50.200 --> 00:00:50.410]   when
[00:00:50.410 --> 00:00:50.510]   we
[00:00:50.510 --> 00:00:50.730]   both
[00:00:50.730 --> 00:00:50.930]   have
[00:00:50.930 --> 00:00:51.130]   kids
[00:00:51.130 --> 00:00:51.290]   now
[00:00:51.290 --> 00:00:51.490]  .
[00:00:51.490 --> 00:00:51.640]   I
[00:00:51.640 --> 00:00:51.650]   mean
[00:00:51.650 --> 00:00:51.960]  ,
[00:00:51.960 --> 00:00:52.010]   when
[00:00:52.010 --> 00:00:52.060]   I
[00:00:52.060 --> 00:00:52.210]   had
[00:00:52.210 --> 00:00:52.420]   kids
[00:00:52.420 --> 00:00:52.520]  ,
[00:00:52.520 --> 00:00:52.690]   my
[00:00:52.690 --> 00:00:53.040]   schedule
[00:00:53.040 --> 00:00:53.190]   is
[00:00:53.190 --> 00:00:53.220]   a
[00:00:53.220 --> 00:00:53.500]   little
[00:00:53.500 --> 00:00:53.710]   more
[00:00:53.710 --> 00:00:54.230]   restricted
[00:00:54.230 --> 00:00:54.440]   than
[00:00:54.440 --> 00:00:54.760]   yours
[00:00:54.760 --> 00:00:54.850]   and
[00:00:54.850 --> 00:00:55.110]   yours
[00:00:55.110 --> 00:00:55.160]   a
[00:00:55.160 --> 00:00:55.440]   yours
[00:00:55.440 --> 00:00:55.520]   is
[00:00:55.520 --> 00:00:55.570]   a
[00:00:55.570 --> 00:00:55.880]   little
[00:00:55.880 --> 00:00:56.090]   more
[00:00:56.090 --> 00:00:56.490]   flexible
