
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.260]   show
[00:00:01.260 --> 00:00:01.500]   is
[00:00:01.500 --> 00:00:03.180]   distributed
[00:00:03.180 --> 00:00:03.770]   by
[00:00:03.770 --> 00:00:04.570]   someone
[00:00:04.570 --> 00:00:04.990]  .
[00:00:04.990 --> 00:00:05.540]   Next
[00:00:05.540 --> 00:00:06.080]   time
[00:00:06.080 --> 00:00:06.500]  .
[00:00:27.840 --> 00:00:27.840]  
[00:00:27.840 --> 00:00:28.220]   Welcome
[00:00:28.220 --> 00:00:28.320]   to
[00:00:28.320 --> 00:00:28.700]   episode
[00:00:28.700 --> 00:00:28.860]   one
[00:00:28.860 --> 00:00:29.240]   hundred
[00:00:29.240 --> 00:00:29.400]   and
[00:00:29.400 --> 00:00:29.670]   sixty
[00:00:29.670 --> 00:00:29.830]   one
[00:00:29.830 --> 00:00:29.930]   of
[00:00:29.930 --> 00:00:30.140]   Text
[00:00:30.140 --> 00:00:30.300]  ing
[00:00:30.300 --> 00:00:30.620]   hosted
[00:00:30.620 --> 00:00:30.720]   by
[00:00:30.720 --> 00:00:31.040]   myself
[00:00:31.040 --> 00:00:31.360]   Justin
[00:00:31.360 --> 00:00:31.460]  ,
[00:00:31.460 --> 00:00:31.840]   Vincent
[00:00:31.840 --> 00:00:31.940]  ,
[00:00:31.940 --> 00:00:32.210]   Jason
[00:00:32.210 --> 00:00:32.590]   Roberts
[00:00:32.590 --> 00:00:32.840]  .
[00:00:32.840 --> 00:00:33.100]   On
[00:00:33.100 --> 00:00:33.370]   today
[00:00:33.370 --> 00:00:33.520]  's
[00:00:33.520 --> 00:00:33.830]   show
[00:00:33.830 --> 00:00:33.980]   it
[00:00:33.980 --> 00:00:34.160]  's
[00:00:34.160 --> 00:00:34.360]   ten
[00:00:34.360 --> 00:00:34.430]   P
[00:00:34.430 --> 00:00:34.500]  _
[00:00:34.500 --> 00:00:34.570]  M
[00:00:34.570 --> 00:00:34.640]  _
[00:00:34.640 --> 00:00:34.870]   for
[00:00:34.870 --> 00:00:35.080]   me
[00:00:35.080 --> 00:00:35.090]   I
[00:00:35.090 --> 00:00:35.240]  'm
[00:00:35.240 --> 00:00:35.390]  ,
[00:00:35.390 --> 00:00:35.930]   calling
[00:00:35.930 --> 00:00:36.250]   from
[00:00:36.250 --> 00:00:36.700]   Dublin
[00:00:36.700 --> 00:00:36.830]  ,
[00:00:36.830 --> 00:00:37.470]   Ireland
[00:00:37.470 --> 00:00:37.620]   and
[00:00:37.620 --> 00:00:37.770]   uh
[00:00:37.770 --> 00:00:38.150]   Jason
[00:00:38.150 --> 00:00:38.300]   is
[00:00:38.300 --> 00:00:38.450]   in
[00:00:38.450 --> 00:00:38.600]   uh
[00:00:38.600 --> 00:00:38.820]   Los
[00:00:38.820 --> 00:00:39.360]   Angeles
[00:00:39.360 --> 00:00:39.560]   as
[00:00:39.560 --> 00:00:40.130]   usual
[00:00:40.130 --> 00:00:40.250]   and
[00:00:40.250 --> 00:00:40.800]   actually
[00:00:40.800 --> 00:00:41.130]   today
[00:00:41.130 --> 00:00:41.280]  's
[00:00:41.280 --> 00:00:41.590]   show
[00:00:41.590 --> 00:00:41.740]   we
[00:00:41.740 --> 00:00:41.970]  're
[00:00:41.970 --> 00:00:42.350]   doing
[00:00:42.350 --> 00:00:42.580]   via
[00:00:42.580 --> 00:00:42.650]   a
[00:00:42.650 --> 00:00:43.050]   three
[00:00:43.050 --> 00:00:43.100]   G
[00:00:43.100 --> 00:00:43.280]  _
[00:00:43.280 --> 00:00:43.550]   broad
[00:00:43.550 --> 00:00:43.860]   band
[00:00:43.860 --> 00:00:44.140]   so
[00:00:44.140 --> 00:00:44.160]   we
[00:00:44.160 --> 00:00:44.410]  'll
[00:00:44.410 --> 00:00:44.620]   see
[00:00:44.620 --> 00:00:44.850]   how
[00:00:44.850 --> 00:00:45.000]   it
[00:00:45.000 --> 00:00:45.310]   goes
[00:00:45.310 --> 00:00:45.800]  . [SPEAKER_TURN]
[00:00:45.800 --> 00:00:46.010]   How
[00:00:46.010 --> 00:00:46.140]   did
[00:00:46.140 --> 00:00:46.310]   you
[00:00:46.310 --> 00:00:46.420]   do
[00:00:46.420 --> 00:00:46.530]   it
[00:00:46.530 --> 00:00:46.760]   last
[00:00:46.760 --> 00:00:47.040]   week
[00:00:47.040 --> 00:00:47.190]   with
[00:00:47.190 --> 00:00:47.340]   uh
[00:00:47.340 --> 00:00:47.580]   Peter
[00:00:47.580 --> 00:00:47.940]   and
[00:00:47.940 --> 00:00:47.970]   Alex
[00:00:47.970 --> 00:00:48.640]  ? [SPEAKER_TURN]
[00:00:48.680 --> 00:00:48.750]  
[00:00:48.750 --> 00:00:48.820]   So
[00:00:48.820 --> 00:00:48.860]   I
[00:00:48.860 --> 00:00:49.040]   was
[00:00:49.040 --> 00:00:49.530]   actually
[00:00:49.530 --> 00:00:49.650]   at
[00:00:49.650 --> 00:00:49.770]   my
[00:00:49.770 --> 00:00:50.150]   sister
