
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:01.000]   [
[00:00:01.000 --> 00:00:01.990]  M
[00:00:01.990 --> 00:00:03.980]  US
[00:00:03.980 --> 00:00:05.970]  IC
[00:00:05.970 --> 00:00:07.000]  ]
[00:00:21.040 --> 00:00:21.040]  
[00:00:21.040 --> 00:00:21.460]   Welcome
[00:00:21.460 --> 00:00:21.580]   to
[00:00:21.580 --> 00:00:22.000]   episode
[00:00:22.000 --> 00:00:22.360]   thirty
[00:00:22.360 --> 00:00:22.600]   nine
[00:00:22.600 --> 00:00:22.720]   of
[00:00:22.720 --> 00:00:22.960]   Text
[00:00:22.960 --> 00:00:23.140]  ing
[00:00:23.140 --> 00:00:23.260]  ,
[00:00:23.260 --> 00:00:23.620]   hosted
[00:00:23.620 --> 00:00:23.740]   by
[00:00:23.740 --> 00:00:24.100]   myself
[00:00:24.100 --> 00:00:24.460]   Justin
[00:00:24.460 --> 00:00:24.580]  ,
[00:00:24.580 --> 00:00:25.000]   Vincent
[00:00:25.000 --> 00:00:25.180]   and
[00:00:25.180 --> 00:00:25.480]   Jason
[00:00:25.480 --> 00:00:25.910]   Roberts
[00:00:25.910 --> 00:00:26.080]  .
[00:00:26.080 --> 00:00:26.260]   And
[00:00:26.260 --> 00:00:26.560]   today
[00:00:26.560 --> 00:00:26.680]   we
[00:00:26.680 --> 00:00:26.920]   have
[00:00:26.920 --> 00:00:26.980]   a
[00:00:26.980 --> 00:00:27.440]   special
[00:00:27.440 --> 00:00:27.700]   guest
[00:00:27.700 --> 00:00:27.940]   with
[00:00:27.940 --> 00:00:28.300]   us
[00:00:28.300 --> 00:00:28.310]   Mike
[00:00:28.310 --> 00:00:28.420]  ,
[00:00:28.420 --> 00:00:28.480]   D
[00:00:28.480 --> 00:00:28.660]  ier
[00:00:28.660 --> 00:00:28.840]  ulf
[00:00:28.840 --> 00:00:29.080]   from
[00:00:29.080 --> 00:00:29.500]   Mongo
[00:00:29.500 --> 00:00:29.510]  DB
[00:00:29.510 --> 00:00:29.620]  ,
[00:00:29.620 --> 00:00:29.740]   he
[00:00:29.740 --> 00:00:29.910]  's
[00:00:29.910 --> 00:00:29.980]   uh
[00:00:29.980 --> 00:00:30.220]   lead
[00:00:30.220 --> 00:00:30.980]   development
[00:00:30.980 --> 00:00:31.000]   of
[00:00:31.000 --> 00:00:31.120]   Py
[00:00:31.120 --> 00:00:31.180]  M
[00:00:31.180 --> 00:00:31.360]  ong
[00:00:31.360 --> 00:00:31.420]  o
[00:00:31.420 --> 00:00:31.960]  .
[00:00:31.960 --> 00:00:32.030]   Jason
[00:00:32.030 --> 00:00:32.070]   uh
[00:00:32.070 --> 00:00:32.240]   got
[00:00:32.240 --> 00:00:32.350]   in
[00:00:32.350 --> 00:00:32.630]   touch
[00:00:32.630 --> 00:00:32.860]   with
[00:00:32.860 --> 00:00:33.090]   Mike
[00:00:33.090 --> 00:00:33.200]   so
[00:00:33.200 --> 00:00:33.250]   I
[00:00:33.250 --> 00:00:33.420]  'll
[00:00:33.420 --> 00:00:33.650]   just
[00:00:33.650 --> 00:00:33.880]   just
[00:00:33.880 --> 00:00:34.290]   hand
[00:00:34.290 --> 00:00:34.340]   over
[00:00:34.340 --> 00:00:34.450]   to
[00:00:34.450 --> 00:00:34.500]   t
[00:00:34.500 --> 00:00:34.610]   uh
[00:00:34.610 --> 00:00:34.720]   to
[00:00:34.720 --> 00:00:35.000]   Jason
[00:00:35.000 --> 00:00:35.230]   from
[00:00:35.230 --> 00:00:35.450]   this
[00:00:35.450 --> 00:00:35.740]   point
[00:00:35.740 --> 00:00:36.000]  . [SPEAKER_TURN]
