
[00:00:00.000 --> 00:00:00.650]  
[00:00:00.650 --> 00:00:22.300]   Welcome
[00:00:22.300 --> 00:00:22.420]   to
[00:00:22.420 --> 00:00:22.840]   episode
[00:00:22.840 --> 00:00:23.020]   two
[00:00:23.020 --> 00:00:23.440]   hundred
[00:00:23.440 --> 00:00:23.620]   and
[00:00:23.620 --> 00:00:23.980]   eighty
[00:00:23.980 --> 00:00:24.210]   nine
[00:00:24.210 --> 00:00:24.340]   of
[00:00:24.340 --> 00:00:24.760]   texting
[00:00:24.760 --> 00:00:24.880]  ,
[00:00:24.880 --> 00:00:25.230]   hosted
[00:00:25.230 --> 00:00:25.360]   by
[00:00:25.360 --> 00:00:25.730]   myself
[00:00:25.730 --> 00:00:26.080]   Justin
[00:00:26.080 --> 00:00:26.190]  ,
[00:00:26.190 --> 00:00:26.610]   Vincent
[00:00:26.610 --> 00:00:26.800]   and
[00:00:26.800 --> 00:00:27.100]   Jason
[00:00:27.100 --> 00:00:27.650]   Robertson
[00:00:27.650 --> 00:00:27.760]   on
[00:00:27.760 --> 00:00:28.060]   today
[00:00:28.060 --> 00:00:28.180]  's
[00:00:28.180 --> 00:00:28.420]   show
[00:00:28.420 --> 00:00:28.540]   we
[00:00:28.540 --> 00:00:28.780]   have
[00:00:28.780 --> 00:00:28.930]   a
[00:00:28.930 --> 00:00:29.340]   special
[00:00:29.340 --> 00:00:30.000]   guest
[00:00:30.000 --> 00:00:30.240]  
[00:00:30.240 --> 00:00:30.300]   Phil
[00:00:30.300 --> 00:00:30.370]   A
[00:00:30.370 --> 00:00:30.670]  iman
[00:00:30.670 --> 00:00:31.260]  .
[00:00:31.260 --> 00:00:31.280]   Well
[00:00:31.280 --> 00:00:31.680]   hello
[00:00:31.680 --> 00:00:32.020]   guys
[00:00:32.020 --> 00:00:32.190]  ,
[00:00:32.190 --> 00:00:32.360]   we
[00:00:32.360 --> 00:00:32.620]  're
[00:00:32.620 --> 00:00:33.710]   recording
[00:00:33.710 --> 00:00:34.000]   this
[00:00:34.000 --> 00:00:34.050]   show
[00:00:34.050 --> 00:00:34.390]   from
[00:00:34.390 --> 00:00:34.730]   Phil
[00:00:34.730 --> 00:00:34.810]   A
[00:00:34.810 --> 00:00:35.150]  iman
[00:00:35.150 --> 00:00:35.310]  's
[00:00:35.310 --> 00:00:36.080]   apartment
[00:00:36.080 --> 00:00:36.330]   and
[00:00:36.330 --> 00:00:36.490]   it
[00:00:36.490 --> 00:00:36.710]  's
[00:00:36.710 --> 00:00:37.260]   quite
[00:00:37.260 --> 00:00:37.320]   echo
[00:00:37.320 --> 00:00:37.350]  -
[00:00:37.350 --> 00:00:37.380]  y
[00:00:37.380 --> 00:00:37.500]   so
[00:00:37.500 --> 00:00:37.560]   I
[00:00:37.560 --> 00:00:37.740]   don
[00:00:37.740 --> 00:00:37.860]  't
[00:00:37.860 --> 00:00:38.100]   know
[00:00:38.100 --> 00:00:38.230]   if
[00:00:38.230 --> 00:00:38.460]   that
[00:00:38.460 --> 00:00:38.580]  's
