
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.740]   This
[00:00:00.740 --> 00:00:00.820]   show
[00:00:00.820 --> 00:00:01.030]   is
[00:00:01.030 --> 00:00:01.220]   so
[00:00:01.220 --> 00:00:01.860]   stupid
[00:00:01.860 --> 00:00:02.150]  .
[00:00:02.150 --> 00:00:02.560]   Play
[00:00:02.560 --> 00:00:02.970]   some
[00:00:02.970 --> 00:00:03.490]   games
[00:00:03.490 --> 00:00:03.800]  .
[00:00:03.800 --> 00:00:04.260]   Play
[00:00:04.260 --> 00:00:04.620]   some
[00:00:04.620 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:05.000]  
[00:00:05.000 --> 00:00:06.000]   M
[00:00:06.000 --> 00:00:06.990]  m
[00:00:06.990 --> 00:00:10.000]  .
[00:00:10.000 --> 00:00:10.590]   â™
[00:00:10.590 --> 00:00:10.880]  ª
[00:00:10.880 --> 00:00:13.830]   Generation
[00:00:13.830 --> 00:00:15.010]   Zero
[00:00:15.010 --> 00:00:15.600]   â™
[00:00:15.600 --> 00:00:15.920]  ª
[00:00:15.920 --> 00:00:16.260]   â™
[00:00:16.260 --> 00:00:16.430]  ª
[00:00:16.430 --> 00:00:18.140]   Generation
[00:00:18.140 --> 00:00:18.820]   Zero
[00:00:18.820 --> 00:00:19.160]   â™
[00:00:19.160 --> 00:00:19.360]  ª
[00:00:19.360 --> 00:00:19.690]   â™
[00:00:19.690 --> 00:00:19.850]  ª
[00:00:19.850 --> 00:00:21.510]   Generation
[00:00:21.510 --> 00:00:22.170]   Zero
[00:00:22.170 --> 00:00:22.500]   â™
[00:00:22.500 --> 00:00:22.700]  ª
[00:00:22.700 --> 00:00:23.010]   â™
[00:00:23.010 --> 00:00:23.160]  ª
[00:00:23.160 --> 00:00:24.710]   Generation
[00:00:24.710 --> 00:00:25.330]   Zero
[00:00:25.330 --> 00:00:25.820]  .
[00:00:25.820 --> 00:00:25.840]   â™
[00:00:25.840 --> 00:00:25.860]  ª
[00:00:25.860 --> 00:00:26.210]   Welcome
[00:00:26.210 --> 00:00:26.310]   to
[00:00:26.310 --> 00:00:26.660]   episode
[00:00:26.660 --> 00:00:26.810]   two
[00:00:26.810 --> 00:00:27.160]   hundred
[00:00:27.160 --> 00:00:27.310]   and
[00:00:27.310 --> 00:00:27.610]   thirty
[00:00:27.610 --> 00:00:27.760]   six
[00:00:27.760 --> 00:00:27.870]   of
[00:00:27.870 --> 00:00:28.010]   Tax
[00:00:28.010 --> 00:00:28.150]  ing
[00:00:28.150 --> 00:00:28.320]  .
[00:00:28.320 --> 00:00:28.540]   Host
[00:00:28.540 --> 00:00:28.690]  ed
[00:00:28.690 --> 00:00:28.760]   by
[00:00:28.760 --> 00:00:29.090]   myself
[00:00:29.090 --> 00:00:29.420]   Justin
[00:00:29.420 --> 00:00:29.530]  ,
[00:00:29.530 --> 00:00:29.910]   Vincent
[00:00:29.910 --> 00:00:30.070]   and
