
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.890]   This
[00:00:00.890 --> 00:00:01.260]   show
[00:00:01.260 --> 00:00:01.500]   is
[00:00:01.500 --> 00:00:03.180]   distributed
[00:00:03.180 --> 00:00:03.770]   by
[00:00:03.770 --> 00:00:04.570]   someone
[00:00:04.570 --> 00:00:04.990]  .
[00:00:04.990 --> 00:00:05.540]   Next
[00:00:05.540 --> 00:00:06.080]   time
[00:00:06.080 --> 00:00:06.500]  .
[00:00:27.600 --> 00:00:27.600]  
[00:00:27.600 --> 00:00:28.060]   Welcome
[00:00:28.060 --> 00:00:28.190]   to
[00:00:28.190 --> 00:00:28.650]   episode
[00:00:28.650 --> 00:00:28.850]   one
[00:00:28.850 --> 00:00:29.310]   hundred
[00:00:29.310 --> 00:00:29.510]   and
[00:00:29.510 --> 00:00:29.900]   eighty
[00:00:29.900 --> 00:00:30.100]   one
[00:00:30.100 --> 00:00:30.230]   of
[00:00:30.230 --> 00:00:30.490]   Tech
[00:00:30.490 --> 00:00:30.550]  S
[00:00:30.550 --> 00:00:30.740]  ink
[00:00:30.740 --> 00:00:31.130]   hosted
[00:00:31.130 --> 00:00:31.250]   by
[00:00:31.250 --> 00:00:31.390]   me
[00:00:31.390 --> 00:00:31.590]   and
[00:00:31.590 --> 00:00:31.920]   Jason
[00:00:31.920 --> 00:00:32.180]  .
[00:00:32.180 --> 00:00:32.350]   How
[00:00:32.350 --> 00:00:32.500]   you
[00:00:32.500 --> 00:00:32.760]   doing
[00:00:32.760 --> 00:00:33.000]   Jason
[00:00:33.000 --> 00:00:33.600]  ? [SPEAKER_TURN]
[00:00:33.600 --> 00:00:34.030]   Going
[00:00:34.030 --> 00:00:34.290]   for
[00:00:34.290 --> 00:00:34.550]   the
[00:00:34.550 --> 00:00:34.720]   uh
[00:00:34.720 --> 00:00:35.090]   the
[00:00:35.090 --> 00:00:35.500]   simple
[00:00:35.500 --> 00:00:35.580]   I
[00:00:35.580 --> 00:00:35.940]   like
[00:00:35.940 --> 00:00:36.090]   it
[00:00:36.090 --> 00:00:36.260]   me
[00:00:36.260 --> 00:00:36.640]  ,
[00:00:36.640 --> 00:00:36.690]   and
[00:00:36.690 --> 00:00:37.340]   Justin
[00:00:37.340 --> 00:00:37.470]  .
[00:00:37.470 --> 00:00:37.640]   So
[00:00:37.640 --> 00:00:37.800]   uh
[00:00:37.800 --> 00:00:38.220]   yeah
[00:00:38.220 --> 00:00:38.410]   let
[00:00:38.410 --> 00:00:38.580]  's
[00:00:38.580 --> 00:00:38.840]   see
[00:00:38.840 --> 00:00:39.180]   what
[00:00:39.180 --> 00:00:39.350]  's
[00:00:39.350 --> 00:00:39.520]   uh
[00:00:39.520 --> 00:00:39.860]   what
[00:00:39.860 --> 00:00:40.020]  's
[00:00:40.020 --> 00:00:40.630]   going
[00:00:40.630 --> 00:00:40.640]   on
[00:00:40.640 --> 00:00:40.710]   I
[00:00:40.710 --> 00:00:40.970]  .
[00:00:40.970 --> 00:00:41.410]   guess
[00:00:41.410 --> 00:00:41.570]   um
[00:00:41.570 --> 00:00:42.000]   Sandy
[00:00:42.000 --> 00:00:42.260]   was
[00:00:42.260 --> 00:00:42.520]   out
[00:00:42.520 --> 00:00:42.690]   of
[00:00:42.690 --> 00:00:43.030]   town
[00:00:43.030 --> 00:00:43.290]   for
[00:00:43.290 --> 00:00:43.790]   uh
[00:00:43.790 --> 00:00:43.800]   four
[00:00:43.800 --> 00:00:43.970]   or
[00:00:43.970 --> 00:00:44.310]   five
[00:00:44.310 --> 00:00:44.650]   days
[00:00:44.650 --> 00:00:44.820]   so
[00:00:44.820 --> 00:00:44.900]   I
[00:00:44.900 --> 00:00:45.320]   just
[00:00:45.320 --> 00:00:45.500]   had
[00:00:45.500 --> 00:00:45.760]   all
[00:00:45.760 --> 00:00:46.090]   the
[00:00:46.090 --> 00:00:46.360]   kids
[00:00:46.360 --> 00:00:46.530]   to
[00:00:46.530 --> 00:00:47.050]   myself
[00:00:47.050 --> 00:00:47.150]   I
[00:00:47.150 --> 00:00:47.310]  ,
[00:00:47.310 --> 00:00:47.560]   had
[00:00:47.560 --> 00:00:47.750]   to
[00:00:47.750 --> 00:00:48.160]   watch
[00:00:48.160 --> 00:00:48.500]   them
[00:00:48.500 --> 00:00:48.720]   uh
[00:00:48.720 --> 00:00:48.840]   by
[00:00:48.840 --> 00:00:49.540]   myself
[00:00:49.540 --> 00:00:49.790]   which
[00:00:49.790 --> 00:00:50.220]   there
[00:00:50.220 --> 00:00:50.560]   were
[00:00:50.560 --> 00:00:50.900]   only
[00:00:50.900 --> 00:00:51.190]   one
[00:00:51.190 --> 00:00:51.500]   nice
[00:00:51.500 --> 00:00:51.840]   kids
[00:00:51.840 --> 00:00:52.100]   out
[00:00:52.100 --> 00:00:52.530]   there
[00:00:52.530 --> 00:00:52.750]  ,
[00:00:52.750 --> 00:00:52.960]   got
[00:00:52.960 --> 00:00:53.650]   watching
[00:00:53.650 --> 00:00:53.900]   three
