
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.260]   show
[00:00:01.260 --> 00:00:01.500]   is
[00:00:01.500 --> 00:00:03.180]   distributed
[00:00:03.180 --> 00:00:03.770]   by
[00:00:03.770 --> 00:00:04.570]   someone
[00:00:04.570 --> 00:00:04.990]  .
[00:00:04.990 --> 00:00:05.540]   Next
[00:00:05.540 --> 00:00:06.080]   time
[00:00:06.080 --> 00:00:06.500]  .
[00:00:27.780 --> 00:00:27.780]  
[00:00:27.780 --> 00:00:28.190]   Welcome
[00:00:28.190 --> 00:00:28.300]   to
[00:00:28.300 --> 00:00:28.710]   episode
[00:00:28.710 --> 00:00:28.880]   one
[00:00:28.880 --> 00:00:29.290]   hundred
[00:00:29.290 --> 00:00:29.460]   and
[00:00:29.460 --> 00:00:29.870]   seventy
[00:00:29.870 --> 00:00:30.100]   five
[00:00:30.100 --> 00:00:30.210]   of
[00:00:30.210 --> 00:00:30.440]   Text
[00:00:30.440 --> 00:00:30.630]  ing
[00:00:30.630 --> 00:00:30.720]  ,
[00:00:30.720 --> 00:00:31.070]   hosted
[00:00:31.070 --> 00:00:31.180]   by
[00:00:31.180 --> 00:00:31.540]   myself
[00:00:31.540 --> 00:00:31.880]   Justin
[00:00:31.880 --> 00:00:31.990]  ,
[00:00:31.990 --> 00:00:32.400]   Vincent
[00:00:32.400 --> 00:00:32.580]   and
[00:00:32.580 --> 00:00:32.860]   Jason
[00:00:32.860 --> 00:00:33.260]   Roberts
[00:00:33.260 --> 00:00:33.530]  .
[00:00:33.530 --> 00:00:33.810]   On
[00:00:33.810 --> 00:00:34.010]   today
[00:00:34.010 --> 00:00:34.140]  's
[00:00:34.140 --> 00:00:34.410]   show
[00:00:34.410 --> 00:00:34.540]   we
[00:00:34.540 --> 00:00:34.740]  're
[00:00:34.740 --> 00:00:35.220]   talking
[00:00:35.220 --> 00:00:35.350]   to
[00:00:35.350 --> 00:00:35.830]   William
[00:00:35.830 --> 00:00:35.890]   S
[00:00:35.890 --> 00:00:36.100]  aito
[00:00:36.100 --> 00:00:36.600]  ,
[00:00:36.600 --> 00:00:36.700]   author
[00:00:36.700 --> 00:00:36.850]   of
[00:00:36.850 --> 00:00:36.960]   An
[00:00:36.960 --> 00:00:37.090]   Un
[00:00:37.090 --> 00:00:37.600]  program
[00:00:37.600 --> 00:00:37.790]  med
[00:00:37.790 --> 00:00:38.040]   Life
[00:00:38.040 --> 00:00:38.720]   Adventures
[00:00:38.720 --> 00:00:38.850]   of
[00:00:38.850 --> 00:00:38.980]   an
[00:00:38.980 --> 00:00:39.180]   Inc
[00:00:39.180 --> 00:00:39.590]  urable
[00:00:39.590 --> 00:00:40.270]   Entreprene
[00:00:40.270 --> 00:00:40.450]  ur
[00:00:40.450 --> 00:00:40.930]  .
[00:00:40.930 --> 00:00:40.930]   Hey
[00:00:40.930 --> 00:00:41.440]   William
[00:00:41.440 --> 00:00:41.510]  ,
[00:00:41.510 --> 00:00:41.840]   welcome
[00:00:41.840 --> 00:00:41.950]   to
[00:00:41.950 --> 00:00:42.150]   the
[00:00:42.150 --> 00:00:42.350]   show
[00:00:42.350 --> 00:00:42.560]  . [SPEAKER_TURN]
[00:00:42.560 --> 00:00:42.810]   Right
[00:00:42.810 --> 00:00:43.360]  . [SPEAKER_TURN]
[00:00:43.360 --> 00:00:43.450]   Thank
[00:00:43.450 --> 00:00:43.500]   you
[00:00:43.500 --> 00:00:43.550]   for
[00:00:43.550 --> 00:00:43.660]   having
[00:00:43.660 --> 00:00:43.690]   me
[00:00:43.690 --> 00:00:43.920]  . [SPEAKER_TURN]
[00:00:44.600 --> 00:00:44.650]  
[00:00:44.650 --> 00:00:44.730]   So
[00:00:44.730 --> 00:00:44.870]  ,
[00:00:44.870 --> 00:00:44.920]   w
[00:00:44.920 --> 00:00:45.380]   William
[00:00:45.380 --> 00:00:45.510]  ,
[00:00:45.510 --> 00:00:45.570]   I
[00:00:45.570 --> 00:00:45.770]   the
[00:00:45.770 --> 00:00:45.970]   way
[00:00:45.970 --> 00:00:46.170]   you
[00:00:46.170 --> 00:00:46.430]   came
[00:00:46.430 --> 00:00:46.560]   to
[00:00:46.560 --> 00:00:46.750]   our
[00:00:46.750 --> 00:00:47.350]   attention
[00:00:47.350 --> 00:00:47.480]   is
[00:00:47.480 --> 00:00:47.740]   your
[00:00:47.740 --> 00:00:48.000]   book
[00:00:48.000 --> 00:00:48.160]   An
[00:00:48.160 --> 00:00:48.260]   un
[00:00:48.260 --> 00:00:48.720]  program
[00:00:48.720 --> 00:00:48.910]  med
[00:00:48.910 --> 00:00:49.170]   Life
[00:00:49.170 --> 00:00:49.380]  .
[00:00:49.380 --> 00:00:49.490]   Um
[00:00:49.490 --> 00:00:49.550]   I
[00:00:49.550 --> 00:00:49.880]   guess
[00:00:49.880 --> 00:00:50.340]   someone
[00:00:50.340 --> 00:00:50.470]   on
[00:00:50.470 --> 00:00:50.930]   Startup
[00:00:50.930 --> 00:00:51.260]   Guild
