
[00:00:00.000 --> 00:00:01.060]  
[00:00:01.060 --> 00:00:22.340]   Welcome
[00:00:22.340 --> 00:00:22.490]   to
[00:00:22.490 --> 00:00:23.010]   episode
[00:00:23.010 --> 00:00:23.380]   three
[00:00:23.380 --> 00:00:23.900]   hundred
[00:00:23.900 --> 00:00:24.110]   and
[00:00:24.110 --> 00:00:24.790]   seventeen
[00:00:24.790 --> 00:00:24.940]   of
[00:00:24.940 --> 00:00:25.230]   Tech
[00:00:25.230 --> 00:00:25.520]   Sing
[00:00:25.520 --> 00:00:25.960]   hosted
[00:00:25.960 --> 00:00:26.110]   by
[00:00:26.110 --> 00:00:26.550]   myself
[00:00:26.550 --> 00:00:26.990]   Justin
[00:00:26.990 --> 00:00:27.100]  ,
[00:00:27.100 --> 00:00:27.650]   Vincent
[00:00:27.650 --> 00:00:27.960]  .
[00:00:27.960 --> 00:00:27.960]  
[00:00:27.960 --> 00:00:28.460]   That
[00:00:28.460 --> 00:00:28.710]   guy
[00:00:28.710 --> 00:00:29.010]   over
[00:00:29.010 --> 00:00:29.790]   there
[00:00:29.790 --> 00:00:29.970]   Jason
[00:00:29.970 --> 00:00:30.650]   Roberts
[00:00:30.650 --> 00:00:31.000]  . [SPEAKER_TURN]
[00:00:31.000 --> 00:00:31.020]   Are
[00:00:31.020 --> 00:00:31.400]   we
[00:00:31.400 --> 00:00:31.800]   are
[00:00:31.800 --> 00:00:31.880]   we
[00:00:31.880 --> 00:00:32.140]   live
[00:00:32.140 --> 00:00:32.280]   Is
[00:00:32.280 --> 00:00:32.520]  ?
[00:00:32.520 --> 00:00:32.840]   that
[00:00:32.840 --> 00:00:33.160]   real
[00:00:33.160 --> 00:00:33.320]   or
[00:00:33.320 --> 00:00:33.670]   are
[00:00:33.670 --> 00:00:33.800]   you
[00:00:33.800 --> 00:00:34.120]   just
[00:00:34.120 --> 00:00:34.690]   messing
[00:00:34.690 --> 00:00:35.220]   around
[00:00:35.220 --> 00:00:35.430]  ?
[00:00:35.430 --> 00:00:35.780]   Okay
[00:00:35.780 --> 00:00:36.040]   Good
[00:00:36.040 --> 00:00:36.290]  .
[00:00:36.290 --> 00:00:36.680]   This
[00:00:36.680 --> 00:00:36.850]   is
[00:00:36.850 --> 00:00:36.870]   a
[00:00:36.870 --> 00:00:37.050]   la
[00:00:37.050 --> 00:00:37.330]   this
[00:00:37.330 --> 00:00:37.490]   is
[00:00:37.490 --> 00:00:37.570]   a
[00:00:37.570 --> 00:00:38.020]   late
[00:00:38.020 --> 00:00:38.290]   start
[00:00:38.290 --> 00:00:38.530]   for
[00:00:38.530 --> 00:00:38.680]   us
[00:00:38.680 --> 00:00:38.940]   isn
[00:00:38.940 --> 00:00:39.090]  't
[00:00:39.090 --> 00:00:39.250]  ,
[00:00:39.250 --> 00:00:39.410]   it
[00:00:39.410 --> 00:00:39.660]   We
[00:00:39.660 --> 00:00:39.880]  ?
[00:00:39.880 --> 00:00:40.460]   normally
[00:00:40.460 --> 00:00:40.710]   don
[00:00:40.710 --> 00:00:40.910]  't
[00:00:40.910 --> 00:00:41.020]   do
[00:00:41.020 --> 00:00:41.100]   a
[00:00:41.100 --> 00:00:41.600]   late
[00:00:41.600 --> 00:00:42.150]   afternoon
[00:00:42.150 --> 00:00:42.390]   run
[00:00:42.390 --> 00:00:43.480]  . [SPEAKER_TURN]
[00:00:43.480 --> 00:00:48.590]   Okay
[00:00:48.590 --> 00:00:52.400]  . [SPEAKER_TURN]
[00:00:53.200 --> 00:00:53.260]  
[00:00:53.260 --> 00:00:53.450]   Then
[00:00:53.450 --> 00:00:53.640]   she
[00:00:53.640 --> 00:00:53.760]   we
[00:00:53.760 --> 00:00:53.950]   had
[00:00:53.950 --> 00:00:54.330]   the
[00:00:54.330 --> 00:00:54.420]   day
[00:00:54.420 --> 00:00:54.870]   off
[00:00:54.870 --> 00:00:55.120]   yesterday
[00:00:55.120 --> 00:00:55.210]   so
[00:00:55.210 --> 00:00:55.330]   we
[00:00:55.330 --> 00:00:55.580]   were
[00:00:55.580 --> 00:00:55.780]   out
[00:00:55.780 --> 00:00:56.130]   doing
[00:00:56.130 --> 00:00:56.410]   stuff
[00:00:56.410 --> 00:00:56.600]   and
[00:00:56.600 --> 00:00:56.920]   today
[00:00:56.920 --> 00:00:57.110]   she
[00:00:57.110 --> 00:00:57.420]   had
[00:00:57.420 --> 00:00:57.620]   to
[00:00:57.620 --> 00:00:57.670]   work
[00:00:57.670 --> 00:00:57.920]   late
[00:00:57.920 --> 00:00:58.110]  .
[00:00:58.110 --> 00:00:58.230]   So
[00:00:58.230 --> 00:00:58.500]   yeah
[00:00:58.500 --> 00:00:58.710]  .
[00:00:58.710 --> 00:00:59.040]   That
[00:00:59.040 --> 00:00:59.290]  's
[00:00:59.290 --> 00:00:59.380]   just
[00:00:59.380 --> 00:00:59.480]   the
[00:00:59.480 --> 00:00:59.670]   way
[00:00:59.670 --> 00:00:59.790]   it
[00:00:59.790 --> 00:01:00.170]   worked
[00:01:00.170 --> 00:01:00.420]   yeah
[00:01:00.420 --> 00:01:00.540]  ,
[00:01:00.540 --> 00:01:00.790]   Well
[00:01:00.790 --> 00:01:01.190]   cool
[00:01:01.190 --> 00:01:01.960]  . [SPEAKER_TURN]
[00:01:01.960 --> 00:01:02.190]   So
[00:01:02.190 --> 00:01:02.420]   it
[00:01:02.420 --> 00:01:03.020]  's
[00:01:03.020 --> 00:01:03.110]   been
[00:01:03.110 --> 00:01:03.220]   a
[00:01:03.220 --> 00:01:03.840]   while
[00:01:03.840 --> 00:01:04.720]   probably
[00:01:04.720 --> 00:01:05.370]   about
[00:01:05.370 --> 00:01:05.410]   a
[00:01:05.410 --> 00:01:06.130]   month
[00:01:06.130 --> 00:01:06.570]   right
[00:01:06.570 --> 00:01:06.880]  , [SPEAKER_TURN]
[00:01:06.880 --> 00:01:07.040]   Yeah
[00:01:07.040 --> 00:01:07.160]   but
[00:01:07.160 --> 00:01:07.310]   that
[00:01:07.310 --> 00:01:07.390]  's
[00:01:07.390 --> 00:01:07.510]   not
[00:01:07.510 --> 00:01:07.860]   long
[00:01:07.860 --> 00:01:08.000]   compared
[00:01:08.000 --> 00:01:08.080]   to
[00:01:08.080 --> 00:01:08.240]   the
[00:01:08.240 --> 00:01:08.480]   evening
[00:01:08.480 --> 00:01:08.980]  . [SPEAKER_TURN]
[00:01:08.980 --> 00:01:09.220]   Well
[00:01:09.220 --> 00:01:09.310]   no
[00:01:09.310 --> 00:01:09.420]   we
[00:01:09.420 --> 00:01:09.640]   were
[00:01:09.640 --> 00:01:10.030]   getting
[00:01:10.030 --> 00:01:10.140]   on
[00:01:10.140 --> 00:01:10.220]   a
[00:01:10.220 --> 00:01:10.410]   roll
[00:01:10.410 --> 00:01:10.690]   there
[00:01:10.690 --> 00:01:11.100]   every
[00:01:11.100 --> 00:01:11.130]   two
[00:01:11.130 --> 00:01:11.410]   weeks
[00:01:11.410 --> 00:01:11.630]   then
[00:01:11.630 --> 00:01:11.740]   we
[00:01:11.740 --> 00:01:11.900]   got
[00:01:11.900 --> 00:01:11.950]   a
[00:01:11.950 --> 00:01:12.450]   little
[00:01:12.450 --> 00:01:12.500]   lazy
[00:01:12.500 --> 00:01:12.720]   Well
[00:01:12.720 --> 00:01:12.880]  .
[00:01:12.880 --> 00:01:13.100]   part
[00:01:13.100 --> 00:01:13.210]   of
[00:01:13.210 --> 00:01:13.330]   it
[00:01:13.330 --> 00:01:13.430]   is
[00:01:13.430 --> 00:01:13.540]   my
[00:01:13.540 --> 00:01:13.820]   fault
[00:01:13.820 --> 00:01:14.260]   because
[00:01:14.260 --> 00:01:14.350]   I
[00:01:14.350 --> 00:01:14.480]   take
[00:01:14.480 --> 00:01:15.020]   sometimes
[00:01:15.020 --> 00:01:15.030]   a
[00:01:15.030 --> 00:01:15.250]   week
[00:01:15.250 --> 00:01:15.470]   or
[00:01:15.470 --> 00:01:15.520]   two
[00:01:15.520 --> 00:01:15.630]   to
[00:01:15.630 --> 00:01:15.740]   do
[00:01:15.740 --> 00:01:15.890]   the
[00:01:15.890 --> 00:01:16.120]   show
[00:01:16.120 --> 00:01:16.450]   notes
[00:01:16.450 --> 00:01:16.560]  .
[00:01:16.560 --> 00:01:17.280]   Um [SPEAKER_TURN]
[00:01:17.280 --> 00:01:17.670]   Sure
[00:01:17.670 --> 00:01:18.130]   That
[00:01:18.130 --> 00:01:18.430]  's
[00:01:18.430 --> 00:01:18.540]  .
[00:01:18.540 --> 00:01:19.230]   the
[00:01:19.230 --> 00:01:19.510]   problem
[00:01:19.510 --> 00:01:20.600]  . [SPEAKER_TURN]
[00:01:20.680 --> 00:01:20.680]  
[00:01:20.680 --> 00:01:20.810]   How
[00:01:20.810 --> 00:01:20.930]   are
[00:01:20.930 --> 00:01:21.070]   how
[00:01:21.070 --> 00:01:21.240]   are
[00:01:21.240 --> 00:01:21.470]   things
[00:01:21.470 --> 00:01:21.680]   going
[00:01:21.680 --> 00:01:21.810]  ?
[00:01:21.810 --> 00:01:22.060]   What
[00:01:22.060 --> 00:01:22.060]  's
[00:01:22.060 --> 00:01:22.250]   what
[00:01:22.250 --> 00:01:22.370]  's
[00:01:22.370 --> 00:01:22.440]   the
[00:01:22.440 --> 00:01:22.700]   latest
[00:01:22.700 --> 00:01:23.240]  ? [SPEAKER_TURN]
[00:01:23.280 --> 00:01:23.350]  
[00:01:23.350 --> 00:01:23.600]   Yeah
[00:01:23.600 --> 00:01:23.760]   uh
[00:01:23.760 --> 00:01:24.240]   living
[00:01:24.240 --> 00:01:24.560]   the
[00:01:24.560 --> 00:01:25.120]   dream
[00:01:25.120 --> 00:01:25.140]  .
[00:01:25.140 --> 00:01:25.440]   Yeah
[00:01:25.440 --> 00:01:25.760]   yeah
[00:01:25.760 --> 00:01:26.380]  ,
[00:01:26.380 --> 00:01:26.400]   living
[00:01:26.400 --> 00:01:26.770]   the
[00:01:26.770 --> 00:01:27.040]   dream
[00:01:27.040 --> 00:01:27.280]   you
[00:01:27.280 --> 00:01:27.710]   know
[00:01:27.710 --> 00:01:27.840]  .
[00:01:27.840 --> 00:01:28.050]   Um
[00:01:28.050 --> 00:01:28.320]   yeah
[00:01:28.320 --> 00:01:28.400]   I
[00:01:28.400 --> 00:01:28.720]   mean
[00:01:28.720 --> 00:01:28.850]   I
[00:01:28.850 --> 00:01:29.010]   don
[00:01:29.010 --> 00:01:29.380]  't
[00:01:29.380 --> 00:01:29.520]   have
[00:01:29.520 --> 00:01:29.830]   like
[00:01:29.830 --> 00:01:30.200]   a
[00:01:30.200 --> 00:01:30.960]   massive
[00:01:30.960 --> 00:01:30.980]   update
[00:01:30.980 --> 00:01:31.120]   um
[00:01:31.120 --> 00:01:31.360]   you
[00:01:31.360 --> 00:01:31.680]   know
[00:01:31.680 --> 00:01:31.760]   I
[00:01:31.760 --> 00:01:32.000]  've
[00:01:32.000 --> 00:01:32.320]   just
[00:01:32.320 --> 00:01:32.640]   been
[00:01:32.640 --> 00:01:33.200]   working
[00:01:33.200 --> 00:01:33.440]   on
[00:01:33.440 --> 00:01:33.600]   Nug
