
[00:00:00.000 --> 00:00:00.790]  
[00:00:00.790 --> 00:00:03.150]   [
[00:00:03.150 --> 00:00:06.270]  M
[00:00:06.270 --> 00:00:12.520]  US
[00:00:12.520 --> 00:00:18.770]  IC
[00:00:18.770 --> 00:00:21.920]  ]
[00:00:21.920 --> 00:00:21.920]  
[00:00:21.920 --> 00:00:22.410]   Welcome
[00:00:22.410 --> 00:00:22.550]   to
[00:00:22.550 --> 00:00:23.040]   episode
[00:00:23.040 --> 00:00:23.250]   two
[00:00:23.250 --> 00:00:23.730]   hundred
[00:00:23.730 --> 00:00:23.940]   and
[00:00:23.940 --> 00:00:24.360]   ninety
[00:00:24.360 --> 00:00:24.720]   seven
[00:00:24.720 --> 00:00:24.860]   of
[00:00:24.860 --> 00:00:25.140]   Tech
[00:00:25.140 --> 00:00:25.200]  -
[00:00:25.200 --> 00:00:25.260]  Z
[00:00:25.260 --> 00:00:25.460]  ing
[00:00:25.460 --> 00:00:25.880]   hosted
[00:00:25.880 --> 00:00:26.020]   by
[00:00:26.020 --> 00:00:26.440]   myself
[00:00:26.440 --> 00:00:26.860]   Justin
[00:00:26.860 --> 00:00:27.000]  ,
[00:00:27.000 --> 00:00:27.480]   Vincent
[00:00:27.480 --> 00:00:27.680]   and
[00:00:27.680 --> 00:00:27.970]   this
[00:00:27.970 --> 00:00:28.220]   guy
[00:00:28.220 --> 00:00:28.550]   over
[00:00:28.550 --> 00:00:28.740]   here
[00:00:28.740 --> 00:00:29.130]   Jason
[00:00:29.130 --> 00:00:29.220]  ,
[00:00:29.220 --> 00:00:29.710]   Roberts
[00:00:29.710 --> 00:00:29.960]   and
[00:00:29.960 --> 00:00:30.370]   today
[00:00:30.370 --> 00:00:30.540]   we
[00:00:30.540 --> 00:00:30.620]   are
[00:00:30.620 --> 00:00:30.760]   in
[00:00:30.760 --> 00:00:30.970]   the
[00:00:30.970 --> 00:00:31.220]   Bat
[00:00:31.220 --> 00:00:31.240]  c
[00:00:31.240 --> 00:00:31.440]  ave
[00:00:31.440 --> 00:00:31.790]   again
[00:00:31.790 --> 00:00:31.920]  ,
[00:00:31.920 --> 00:00:32.340]   which
[00:00:32.340 --> 00:00:32.340]   I
[00:00:32.340 --> 00:00:32.410]   s
[00:00:32.410 --> 00:00:33.250]   suspect
[00:00:33.250 --> 00:00:33.280]   might
[00:00:33.280 --> 00:00:33.390]   be
[00:00:33.390 --> 00:00:33.600]   the
[00:00:33.600 --> 00:00:33.810]   new
[00:00:33.810 --> 00:00:34.320]   regular
[00:00:34.320 --> 00:00:34.860]   location
