
[00:00:00.000 --> 00:00:08.560]  
[00:00:08.560 --> 00:00:29.760]   Welcome
[00:00:29.760 --> 00:00:29.760]  
[00:00:29.760 --> 00:00:29.870]   to
[00:00:29.870 --> 00:00:30.280]   episode
[00:00:30.280 --> 00:00:30.570]   three
[00:00:30.570 --> 00:00:30.980]   hundred
[00:00:30.980 --> 00:00:31.150]   and
[00:00:31.150 --> 00:00:31.440]   sixty
[00:00:31.440 --> 00:00:31.550]   of
[00:00:31.550 --> 00:00:31.780]   Tech
[00:00:31.780 --> 00:00:31.830]  S
[00:00:31.830 --> 00:00:32.000]  ink
[00:00:32.000 --> 00:00:32.350]   hosted
[00:00:32.350 --> 00:00:32.450]   by
[00:00:32.450 --> 00:00:32.810]   myself
[00:00:32.810 --> 00:00:33.160]   Justin
[00:00:33.160 --> 00:00:33.270]  ,
[00:00:33.270 --> 00:00:33.680]   Vincent
[00:00:33.680 --> 00:00:33.850]   and
[00:00:33.850 --> 00:00:34.140]   Jason
[00:00:34.140 --> 00:00:34.550]   Roberts
[00:00:34.550 --> 00:00:34.830]  .
[00:00:34.830 --> 00:00:35.230]   Hello
[00:00:35.230 --> 00:00:35.710]   there
[00:00:35.710 --> 00:00:35.850]   sir
[00:00:35.850 --> 00:00:36.000]  ,
[00:00:36.000 --> 00:00:36.230]   how
[00:00:36.230 --> 00:00:36.370]   are
[00:00:36.370 --> 00:00:37.000]   you
[00:00:37.000 --> 00:00:37.080]   doing
[00:00:37.080 --> 00:00:37.390]   this
[00:00:37.390 --> 00:00:37.720]   week
[00:00:37.720 --> 00:00:37.960]  ?
[00:00:37.960 --> 00:00:38.610]   This
[00:00:38.610 --> 00:00:38.650]   is
[00:00:38.650 --> 00:00:39.020]   good
[00:00:39.020 --> 00:00:40.160]  . [SPEAKER_TURN]
[00:00:40.160 --> 00:00:41.640]   So
[00:00:41.640 --> 00:00:44.190]   she
[00:00:44.190 --> 00:00:48.310]   leaves
[00:00:48.310 --> 00:00:51.710]   like
[00:00:51.710 --> 00:00:54.290]   five
[00:00:54.290 --> 00:00:58.050]   pages
[00:00:58.050 --> 00:00:59.480]   of
[00:00:59.480 --> 00:00:59.480]  
[00:00:59.480 --> 00:01:00.300]   instructions
[00:01:00.300 --> 00:01:00.630]   for
[00:01:00.630 --> 00:01:00.650]   me
[00:01:00.650 --> 00:01:00.830]  .
[00:01:00.830 --> 00:01:01.100]   Pick
[00:01:01.100 --> 00:01:01.230]   up
[00:01:01.230 --> 00:01:01.290]   I
[00:01:01.290 --> 00:01:01.420]  zz
[00:01:01.420 --> 00:01:01.630]  ie
[00:01:01.630 --> 00:01:01.890]   here
[00:01:01.890 --> 00:01:02.160]   take
[00:01:02.160 --> 00:01:02.220]  ,
[00:01:02.220 --> 00:01:02.490]   Gary
[00:01:02.490 --> 00:01:02.830]   there
[00:01:02.830 --> 00:01:03.030]   you
[00:01:03.030 --> 00:01:03.370]   gotta
[00:01:03.370 --> 00:01:03.500]   do
[00:01:03.500 --> 00:01:03.770]   this
[00:01:03.770 --> 00:01:03.970]   the
[00:01:03.970 --> 00:01:04.100]  ,
[00:01:04.100 --> 00:01:04.230]   da
[00:01:04.230 --> 00:01:04.430]   you
[00:01:04.430 --> 00:01:04.700]   know
[00:01:04.700 --> 00:01:04.930]   all
[00:01:04.930 --> 00:01:05.100]   the
[00:01:05.100 --> 00:01:05.430]   stuff
[00:01:05.430 --> 00:01:05.720]   for
[00:01:05.720 --> 00:01:05.840]   the
[00:01:05.840 --> 00:01:06.110]   dogs
[00:01:06.110 --> 00:01:06.310]   all
[00:01:06.310 --> 00:01:06.440]  ,
[00:01:06.440 --> 00:01:06.640]   the
[00:01:06.640 --> 00:01:06.980]   stuff
[00:01:06.980 --> 00:01:07.180]   for
[00:01:07.180 --> 00:01:07.380]   the
[00:01:07.380 --> 00:01:07.700]   kids
[00:01:07.700 --> 00:01:07.910]   all
[00:01:07.910 --> 00:01:07.980]  ,
[00:01:07.980 --> 00:01:08.180]   the
[00:01:08.180 --> 00:01:08.520]   stuff
[00:01:08.520 --> 00:01:08.830]   for
[00:01:08.830 --> 00:01:08.920]   the
[00:01:08.920 --> 00:01:09.260]   house
[00:01:09.260 --> 00:01:09.670]  .
[00:01:09.670 --> 00:01:10.130]   Here
[00:01:10.130 --> 00:01:10.220]  's
[00:01:10.220 --> 00:01:10.430]   this
[00:01:10.430 --> 00:01:10.650]   you
[00:01:10.650 --> 00:01:10.970]   know
[00:01:10.970 --> 00:01:11.250]   this
[00:01:11.250 --> 00:01:11.510]   girl
[00:01:11.510 --> 00:01:12.150]   eats
[00:01:12.150 --> 00:01:12.240]   this
[00:01:12.240 --> 00:01:12.450]   food
[00:01:12.450 --> 00:01:12.750]   then
[00:01:12.750 --> 00:01:12.970]   and
[00:01:12.970 --> 00:01:13.190]   this
[00:01:13.190 --> 00:01:13.490]   is
[00:01:13.490 --> 00:01:13.720]   what
[00:01:13.720 --> 00:01:13.940]   she
[00:01:13.940 --> 00:01:14.240]   eats
[00:01:14.240 --> 00:01:14.460]   for
[00:01:14.460 --> 00:01:14.830]   lunch
[00:01:14.830 --> 00:01:15.050]   and
[00:01:15.050 --> 00:01:15.400]   you
[00:01:15.400 --> 00:01:15.490]   got
[00:01:15.490 --> 00:01:15.710]   you
[00:01:15.710 --> 00:01:16.010]   know
[00:01:16.010 --> 00:01:16.160]   it
[00:01:16.160 --> 00:01:16.310]  's
[00:01:16.310 --> 00:01:16.610]   just
[00:01:16.610 --> 00:01:16.910]   like
[00:01:16.910 --> 00:01:17.680]   a [SPEAKER_TURN]
[00:01:17.680 --> 00:01:18.100]   She
[00:01:18.100 --> 00:01:18.160]   is
[00:01:18.160 --> 00:01:18.470]   the
[00:01:18.470 --> 00:01:18.540]   C
[00:01:18.540 --> 00:01:18.650]  _
[00:01:18.650 --> 00:01:18.720]  O
[00:01:18.720 --> 00:01:18.810]  _
[00:01:18.810 --> 00:01:18.900]  O
[00:01:18.900 --> 00:01:18.990]  _
