
[00:00:00.000 --> 00:00:00.880]  
[00:00:00.880 --> 00:00:03.110]   [
[00:00:03.110 --> 00:00:18.510]  music
[00:00:18.510 --> 00:00:21.600]  ]
[00:00:21.600 --> 00:00:21.980]   Welcome
[00:00:21.980 --> 00:00:22.090]   to
[00:00:22.090 --> 00:00:22.470]   Episode
[00:00:22.470 --> 00:00:22.630]   two
[00:00:22.630 --> 00:00:23.010]   hundred
[00:00:23.010 --> 00:00:23.160]   and
[00:00:23.160 --> 00:00:23.500]   ninety
[00:00:23.500 --> 00:00:23.720]   four
[00:00:23.720 --> 00:00:23.830]   of
[00:00:23.830 --> 00:00:23.880]   "
[00:00:23.880 --> 00:00:24.100]  Tech
[00:00:24.100 --> 00:00:24.320]   Sing
[00:00:24.320 --> 00:00:24.480]  ",
[00:00:24.480 --> 00:00:24.810]   hosted
[00:00:24.810 --> 00:00:24.910]   by
[00:00:24.910 --> 00:00:25.250]   myself
[00:00:25.250 --> 00:00:25.580]   Justin
[00:00:25.580 --> 00:00:25.690]  ,
[00:00:25.690 --> 00:00:26.070]   Vincent
[00:00:26.070 --> 00:00:26.230]   and
[00:00:26.230 --> 00:00:26.500]   Jason
[00:00:26.500 --> 00:00:26.870]   Roberts
[00:00:26.870 --> 00:00:27.120]  .
[00:00:27.220 --> 00:00:27.250]  
[00:00:27.250 --> 00:00:27.300]   I
[00:00:27.300 --> 00:00:27.460]   am
[00:00:27.460 --> 00:00:27.880]   today
[00:00:27.880 --> 00:00:28.180]   with
[00:00:28.180 --> 00:00:28.580]   Jason
[00:00:28.580 --> 00:00:28.750]   in
[00:00:28.750 --> 00:00:28.820]   a
[00:00:28.820 --> 00:00:29.140]   room
[00:00:29.140 --> 00:00:29.620]   called
[00:00:29.620 --> 00:00:29.860]   the
[00:00:29.860 --> 00:00:30.180]   Malk
[00:00:30.180 --> 00:00:30.660]  ovich
[00:00:30.660 --> 00:00:31.060]   Lounge
[00:00:31.060 --> 00:00:31.220]   in
[00:00:31.220 --> 00:00:31.380]  ,
[00:00:31.380 --> 00:00:31.860]   cross
[00:00:31.860 --> 00:00:32.270]   campus
[00:00:32.270 --> 00:00:32.470]   in
[00:00:32.470 --> 00:00:33.060]   Pasadena
[00:00:33.060 --> 00:00:33.540]  .
[00:00:33.540 --> 00:00:33.780]   We
[00:00:33.780 --> 00:00:33.860]   have
[00:00:33.860 --> 00:00:33.940]   a
[00:00:33.940 --> 00:00:34.180]   new
[00:00:34.180 --> 00:00:34.840]   memory
[00:00:34.840 --> 00:00:34.980]   card
[00:00:34.980 --> 00:00:35.380]   which
[00:00:35.380 --> 00:00:35.790]   is
[00:00:35.790 --> 00:00:36.100]   sixteen
[00:00:36.100 --> 00:00:36.340]   gig
[00:00:36.340 --> 00:00:36.830]  abytes
[00:00:36.830 --> 00:00:37.060]   big
[00:00:37.060 --> 00:00:37.220]   so
[00:00:37.220 --> 00:00:37.730]   there
[00:00:37.730 --> 00:00:37.780]  's
[00:00:37.780 --> 00:00:37.990]   no
[00:00:37.990 --> 00:00:38.180]   way
[00:00:38.180 --> 00:00:38.340]   we
[00:00:38.340 --> 00:00:38.580]  're
[00:00:38.580 --> 00:00:38.980]   gonna
[00:00:38.980 --> 00:00:39.140]   go
[00:00:39.140 --> 00:00:39.460]   over
[00:00:39.460 --> 00:00:39.930]  .
[00:00:39.930 --> 00:00:40.260]   And
[00:00:40.260 --> 00:00:40.310]   we
[00:00:40.310 --> 00:00:40.630]   have
[00:00:40.630 --> 00:00:40.910]   new
[00:00:40.910 --> 00:00:41.460]   cables
[00:00:41.460 --> 00:00:41.640]   so
[00:00:41.640 --> 00:00:42.100]   there
[00:00:42.100 --> 00:00:42.650]   should
[00:00:42.650 --> 00:00:42.890]   be
[00:00:42.890 --> 00:00:43.010]   no
