
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.940]   This
[00:00:00.940 --> 00:00:01.280]   show
[00:00:01.280 --> 00:00:01.600]   is
[00:00:01.600 --> 00:00:03.370]   distributed
[00:00:03.370 --> 00:00:03.730]   by
[00:00:03.730 --> 00:00:04.820]   someone
[00:00:04.820 --> 00:00:05.470]  .
[00:00:05.470 --> 00:00:05.820]   Let
[00:00:05.820 --> 00:00:06.130]  's
[00:00:06.130 --> 00:00:06.460]   go
[00:00:06.460 --> 00:00:06.500]  .
[00:00:27.920 --> 00:00:27.920]  
[00:00:27.920 --> 00:00:28.300]   Welcome
[00:00:28.300 --> 00:00:28.400]   to
[00:00:28.400 --> 00:00:28.800]   episode
[00:00:28.800 --> 00:00:28.820]   a
[00:00:28.820 --> 00:00:29.210]   hundred
[00:00:29.210 --> 00:00:29.380]   and
[00:00:29.380 --> 00:00:29.740]   fifteen
[00:00:29.740 --> 00:00:29.850]   of
[00:00:29.850 --> 00:00:30.060]   Tech
[00:00:30.060 --> 00:00:30.270]  sing
[00:00:30.270 --> 00:00:30.590]   hosted
[00:00:30.590 --> 00:00:30.690]   by
[00:00:30.690 --> 00:00:31.010]   myself
[00:00:31.010 --> 00:00:31.330]   Justin
[00:00:31.330 --> 00:00:31.430]  ,
[00:00:31.430 --> 00:00:31.810]   Vincent
[00:00:31.810 --> 00:00:31.990]   and
[00:00:31.990 --> 00:00:32.240]   Jason
[00:00:32.240 --> 00:00:32.620]   Roberts
[00:00:32.620 --> 00:00:32.870]  .
[00:00:32.870 --> 00:00:33.120]   And
[00:00:33.120 --> 00:00:33.400]   today
[00:00:33.400 --> 00:00:33.550]   is
[00:00:33.550 --> 00:00:33.580]   a
[00:00:33.580 --> 00:00:33.830]   very
[00:00:33.830 --> 00:00:34.650]   controversial
[00:00:34.650 --> 00:00:34.840]   day
[00:00:34.840 --> 00:00:35.560]  . [SPEAKER_TURN]
[00:00:35.560 --> 00:00:35.770]   It
[00:00:35.770 --> 00:00:36.140]   is
[00:00:36.140 --> 00:00:36.300]  .
[00:00:36.300 --> 00:00:36.700]   Why
[00:00:36.700 --> 00:00:36.940]   why
[00:00:36.940 --> 00:00:37.160]   is
[00:00:37.160 --> 00:00:37.360]   it
[00:00:37.360 --> 00:00:37.570]   so
[00:00:37.570 --> 00:00:38.980]   controversial
[00:00:38.980 --> 00:00:39.600]   Justin
[00:00:39.600 --> 00:00:40.840]  ? [SPEAKER_TURN]
[00:00:40.840 --> 00:00:41.160]   There
[00:00:41.160 --> 00:00:41.340]   has
[00:00:41.340 --> 00:00:41.610]   been
[00:00:41.610 --> 00:00:41.870]   some
[00:00:41.870 --> 00:00:42.620]   controversy
[00:00:42.620 --> 00:00:43.030]   because
[00:00:43.030 --> 00:00:43.160]   of
[00:00:43.160 --> 00:00:43.290]   my
[00:00:43.290 --> 00:00:43.420]   uh
[00:00:43.420 --> 00:00:43.670]   ent
[00:00:43.670 --> 00:00:43.840]  rep
[00:00:43.840 --> 00:00:43.920]  orn
[00:00:43.920 --> 00:00:44.010]   post
[00:00:44.010 --> 00:00:44.320]  . [SPEAKER_TURN]
[00:00:44.320 --> 00:00:44.760]   Right
[00:00:44.760 --> 00:00:44.930]   well
[00:00:44.930 --> 00:00:45.060]  ,
[00:00:45.060 --> 00:00:45.190]   is
[00:00:45.190 --> 00:00:45.310]   it
[00:00:45.310 --> 00:00:45.790]   because
[00:00:45.790 --> 00:00:45.990]   you
[00:00:45.990 --> 00:00:46.190]   use
[00:00:46.190 --> 00:00:46.440]   the
[00:00:46.440 --> 00:00:46.660]   term
[00:00:46.660 --> 00:00:46.930]   porn
[00:00:46.930 --> 00:00:47.200]  ? [SPEAKER_TURN]
[00:00:47.200 --> 00:00:47.400]   Uh
[00:00:47.400 --> 00:00:47.400]   no
[00:00:47.400 --> 00:00:47.490]  ,
[00:00:47.490 --> 00:00:47.550]   I
[00:00:47.550 --> 00:00:47.690]   don
[00:00:47.690 --> 00:00:47.950]  't
[00:00:47.950 --> 00:00:48.050]   think
[00:00:48.050 --> 00:00:48.150]   so
[00:00:48.150 --> 00:00:48.300]  .
[00:00:48.300 --> 00:00:48.500]   Well
[00:00:48.500 --> 00:00:48.600]   wh
[00:00:48.600 --> 00:00:48.800]   what
[00:00:48.800 --> 00:00:48.900]   do
[00:00:48.900 --> 00:00:49.050]   you
[00:00:49.050 --> 00:00:49.360]   think
[00:00:49.360 --> 00:00:49.450]  ?
[00:00:49.450 --> 00:00:49.600]   Why
[00:00:49.600 --> 00:00:49.700]   do
[00:00:49.700 --> 00:00:49.850]   you
[00:00:49.850 --> 00:00:50.170]   think
[00:00:50.170 --> 00:00:50.200]   it
[00:00:50.200 --> 00:00:50.330]  's
[00:00:50.330 --> 00:00:50.350]   b
[00:00:50.350 --> 00:00:50.460]   it
[00:00:50.460 --> 00:00:50.610]   was
[00:00:50.610 --> 00:00:51.270]   controversial
[00:00:51.270 --> 00:00:51.840]  . [SPEAKER_TURN]
[00:00:52.120 --> 00:00:52.180]  
[00:00:52.180 --> 00:00:52.310]   Oh
[00:00:52.310 --> 00:00:52.400]   I
[00:00:52.400 --> 00:00:52.590]  ,
[00:00:52.590 --> 00:00:52.880]   don
[00:00:52.880 --> 00:00:53.060]  't
[00:00:53.060 --> 00:00:53.460]   know
[00:00:53.460 --> 00:00:53.750]   you
