
[00:00:00.000 --> 00:00:00.710]  
[00:00:00.710 --> 00:00:03.220]   [
[00:00:03.220 --> 00:00:06.400]  M
[00:00:06.400 --> 00:00:12.770]  US
[00:00:12.770 --> 00:00:19.140]  IC
[00:00:19.140 --> 00:00:22.360]  ]
[00:00:22.360 --> 00:00:22.360]  
[00:00:22.360 --> 00:00:22.720]   Welcome
[00:00:22.720 --> 00:00:22.820]   to
[00:00:22.820 --> 00:00:23.180]   episode
[00:00:23.180 --> 00:00:23.330]   two
[00:00:23.330 --> 00:00:23.690]   hundred
[00:00:23.690 --> 00:00:23.840]   and
[00:00:23.840 --> 00:00:24.100]   sixty
[00:00:24.100 --> 00:00:24.370]   three
[00:00:24.370 --> 00:00:24.460]   of
[00:00:24.460 --> 00:00:24.670]   Text
[00:00:24.670 --> 00:00:24.820]  ing
[00:00:24.820 --> 00:00:25.130]   hosted
[00:00:25.130 --> 00:00:25.230]   by
[00:00:25.230 --> 00:00:25.540]   myself
[00:00:25.540 --> 00:00:25.850]   Justin
[00:00:25.850 --> 00:00:25.950]  ,
[00:00:25.950 --> 00:00:26.300]   Vincent
[00:00:26.300 --> 00:00:26.460]   and
[00:00:26.460 --> 00:00:26.720]   Jason
[00:00:26.720 --> 00:00:27.080]   Roberts
[00:00:27.080 --> 00:00:27.220]  .
[00:00:27.220 --> 00:00:27.320]   It
[00:00:27.320 --> 00:00:27.660]  's
[00:00:27.660 --> 00:00:27.790]   another
[00:00:27.790 --> 00:00:28.260]   beautiful
[00:00:28.260 --> 00:00:28.400]   day
[00:00:28.400 --> 00:00:28.510]   in
[00:00:28.510 --> 00:00:28.930]   Pasadena
[00:00:28.930 --> 00:00:29.130]   as
[00:00:29.130 --> 00:00:29.150]   it
[00:00:29.150 --> 00:00:29.440]   always
[00:00:29.440 --> 00:00:29.540]   is
[00:00:29.540 --> 00:00:29.750]   here
[00:00:29.750 --> 00:00:30.190]   except
[00:00:30.190 --> 00:00:30.210]   for
[00:00:30.210 --> 00:00:30.420]   well
[00:00:30.420 --> 00:00:30.680]   there
[00:00:30.680 --> 00:00:30.780]  's
[00:00:30.780 --> 00:00:30.830]   a
[00:00:30.830 --> 00:00:30.980]   few
[00:00:30.980 --> 00:00:31.390]   days
[00:00:31.390 --> 00:00:31.400]   when
[00:00:31.400 --> 00:00:31.500]   it
[00:00:31.500 --> 00:00:31.600]  's
[00:00:31.600 --> 00:00:31.740]   not
[00:00:31.740 --> 00:00:32.220]   beautiful
[00:00:32.220 --> 00:00:32.370]   but
[00:00:32.370 --> 00:00:32.640]   today
[00:00:32.640 --> 00:00:32.730]   it
[00:00:32.730 --> 00:00:32.830]   is
[00:00:32.830 --> 00:00:33.300]   beautiful
[00:00:33.300 --> 00:00:33.820]  .
[00:00:33.820 --> 00:00:33.820]   I
[00:00:33.820 --> 00:00:34.270]   am
[00:00:34.270 --> 00:00:34.510]   going
[00:00:34.510 --> 00:00:34.710]   to
[00:00:34.710 --> 00:00:34.910]   uh
[00:00:34.910 --> 00:00:35.110]   my
[00:00:35.110 --> 00:00:35.700]   boss
[00:00:35.700 --> 00:00:35.760]  's
[00:00:35.760 --> 00:00:36.000]   mat
[00:00:36.000 --> 00:00:36.400]   Matt
[00:00:36.400 --> 00:00:36.590]  's
[00:00:36.590 --> 00:00:37.460]   wedding
[00:00:37.460 --> 00:00:37.480]   in
[00:00:37.480 --> 00:00:38.070]   Mexico
[00:00:38.070 --> 00:00:38.500]   uh
[00:00:38.500 --> 00:00:38.990]   leaving
[00:00:38.990 --> 00:00:39.160]   at
[00:00:39.160 --> 00:00:39.560]   five
[00:00:39.560 --> 00:00:39.760]   AM
[00:00:39.760 --> 00:00:40.550]   tomorrow
[00:00:40.550 --> 00:00:40.910]  .
[00:00:40.910 --> 00:00:41.640]   So [SPEAKER_TURN]
[00:00:41.640 --> 00:00:41.790]   You
[00:00:41.790 --> 00:00:41.990]  're
[00:00:41.990 --> 00:00:42.190]   gonna
[00:00:42.190 --> 00:00:42.340]   get
[00:00:42.340 --> 00:00:42.390]   a
[00:00:42.390 --> 00:00:42.620]   five
[00:00:42.620 --> 00:00:42.690]   AM
[00:00:42.690 --> 00:00:42.990]   flight
[00:00:42.990 --> 00:00:43.140]  ?
[00:00:43.140 --> 00:00:43.290]   See
[00:00:43.290 --> 00:00:43.650]   where
[00:00:43.650 --> 00:00:43.690]   you
[00:00:43.690 --> 00:00:43.840]  're
[00:00:43.840 --> 00:00:44.090]   gonna
[00:00:44.090 --> 00:00:44.140]   b
[00:00:44.140 --> 00:00:44.340]   what
[00:00:44.340 --> 00:00:44.540]   like
