
[00:00:00.000 --> 00:00:01.020]  
[00:00:01.020 --> 00:00:02.080]   Welcome
[00:00:02.080 --> 00:00:02.670]   to
[00:00:02.670 --> 00:00:04.750]   episode
[00:00:04.750 --> 00:00:06.240]   three
[00:00:06.240 --> 00:00:08.320]   hundred
[00:00:08.320 --> 00:00:09.210]   and
[00:00:09.210 --> 00:00:11.290]   fifteen
[00:00:11.290 --> 00:00:11.880]   of
[00:00:11.880 --> 00:00:13.070]   Tech
[00:00:13.070 --> 00:00:14.260]  sing
[00:00:14.260 --> 00:00:16.050]   hosted
[00:00:16.050 --> 00:00:16.640]   by
[00:00:16.640 --> 00:00:18.430]   myself
[00:00:18.430 --> 00:00:20.220]   Justin
[00:00:20.220 --> 00:00:20.810]  ,
[00:00:20.810 --> 00:00:22.890]   Vincent
[00:00:22.890 --> 00:00:23.780]   and
[00:00:23.780 --> 00:00:25.270]   Jason
[00:00:25.270 --> 00:00:27.320]   Roberts
[00:00:27.320 --> 00:00:28.360]  .
[00:00:28.360 --> 00:00:28.370]  
[00:00:28.370 --> 00:00:28.720]   This
[00:00:28.720 --> 00:00:28.860]   is
[00:00:28.860 --> 00:00:29.360]   almost
[00:00:29.360 --> 00:00:29.530]   an
[00:00:29.530 --> 00:00:29.770]   imp
[00:00:29.770 --> 00:00:30.320]  romptu
[00:00:30.320 --> 00:00:30.870]   episode
[00:00:30.870 --> 00:00:31.220]  .
[00:00:31.220 --> 00:00:31.260]   Um
[00:00:31.260 --> 00:00:31.360]   we
[00:00:31.360 --> 00:00:31.410]   I
[00:00:31.410 --> 00:00:31.620]   came
[00:00:31.620 --> 00:00:31.720]   to
[00:00:31.720 --> 00:00:31.980]   Jason
[00:00:31.980 --> 00:00:32.080]  's
[00:00:32.080 --> 00:00:32.370]   house
[00:00:32.370 --> 00:00:32.440]   to
[00:00:32.440 --> 00:00:32.660]   work
[00:00:32.660 --> 00:00:32.910]   today
[00:00:32.910 --> 00:00:33.070]   but
[00:00:33.070 --> 00:00:33.280]   then
[00:00:33.280 --> 00:00:33.420]   we
[00:00:33.420 --> 00:00:33.800]   started
[00:00:33.800 --> 00:00:34.120]   talking
[00:00:34.120 --> 00:00:34.380]   about
[00:00:34.380 --> 00:00:34.640]   stuff
[00:00:34.640 --> 00:00:34.810]   and
[00:00:34.810 --> 00:00:35.060]   Jason
[00:00:35.060 --> 00:00:35.370]   said
[00:00:35.370 --> 00:00:35.480]   this
[00:00:35.480 --> 00:00:35.810]   should
[00:00:35.810 --> 00:00:35.900]   be
[00:00:35.900 --> 00:00:36.000]   on
[00:00:36.000 --> 00:00:36.160]   the
[00:00:36.160 --> 00:00:36.370]   show
[00:00:36.370 --> 00:00:36.470]   so
[00:00:36.470 --> 00:00:36.570]   we
[00:00:36.570 --> 00:00:36.840]   could
[00:00:36.840 --> 00:00:37.040]   just
[00:00:37.040 --> 00:00:37.570]   whipped
[00:00:37.570 --> 00:00:37.730]   out
[00:00:37.730 --> 00:00:37.740]   the
[00:00:37.740 --> 00:00:37.970]   tape
[00:00:37.970 --> 00:00:38.370]   recorder
[00:00:38.370 --> 00:00:38.520]   and
[00:00:38.520 --> 00:00:38.620]   we
[00:00:38.620 --> 00:00:38.780]  're
[00:00:38.780 --> 00:00:39.010]   just
[00:00:39.010 --> 00:00:39.250]   gonna
[00:00:39.250 --> 00:00:39.510]   start
[00:00:39.510 --> 00:00:39.770]   going
[00:00:39.770 --> 00:00:39.980]   here
[00:00:39.980 --> 00:00:40.300]  .
[00:00:40.300 --> 00:00:40.840]   So [SPEAKER_TURN]
[00:00:40.900 --> 00:00:40.900]  
[00:00:40.900 --> 00:00:41.160]   every
[00:00:41.160 --> 00:00:41.300]   time
[00:00:41.300 --> 00:00:41.520]   every
[00:00:41.520 --> 00:00:41.790]   time
[00:00:41.790 --> 00:00:41.820]   we
[00:00:41.820 --> 00:00:41.970]   have
[00:00:41.970 --> 00:00:42.080]   a
[00:00:42.080 --> 00:00:42.550]   conversation
[00:00:42.550 --> 00:00:42.580]   e
[00:00:42.580 --> 00:00:42.670]   we
[00:00:42.670 --> 00:00:42.800]   are
[00:00:42.800 --> 00:00:42.890]   we
[00:00:42.890 --> 00:00:43.040]  're
[00:00:43.040 --> 00:00:43.150]   not
[00:00:43.150 --> 00:00:43.550]   recording
[00:00:43.550 --> 00:00:43.670]  ,
[00:00:43.670 --> 00:00:43.760]   I
[00:00:43.760 --> 00:00:43.960]   feel
[00:00:43.960 --> 00:00:44.060]   like
[00:00:44.060 --> 00:00:44.150]   we
[00:00:44.150 --> 00:00:44.400]  're
[00:00:44.400 --> 00:00:44.430]   just
[00:00:44.430 --> 00:00:44.740]   missing
[00:00:44.740 --> 00:00:44.960]   stuff
[00:00:44.960 --> 00:00:45.220]   that
[00:00:45.220 --> 00:00:45.360]   would
[00:00:45.360 --> 00:00:45.540]   that
[00:00:45.540 --> 00:00:45.760]   would
[00:00:45.760 --> 00:00:46.090]   have
[00:00:46.090 --> 00:00:46.120]   been
[00:00:46.120 --> 00:00:46.300]   good
[00:00:46.300 --> 00:00:46.430]  .
[00:00:46.430 --> 00:00:46.590]   But
[00:00:46.590 --> 00:00:46.600]   a
[00:00:46.600 --> 00:00:46.780]   also
[00:00:46.780 --> 00:00:46.910]   the
[00:00:46.910 --> 00:00:47.040]   and
[00:00:47.040 --> 00:00:47.100]   I
[00:00:47.100 --> 00:00:47.210]  'll
[00:00:47.210 --> 00:00:47.390]   just
[00:00:47.390 --> 00:00:47.660]   repeat
[00:00:47.660 --> 00:00:47.840]   what
[00:00:47.840 --> 00:00:47.880]   I
[00:00:47.880 --> 00:00:48.060]   said
[00:00:48.060 --> 00:00:48.240]   when
[00:00:48.240 --> 00:00:48.330]   we
[00:00:48.330 --> 00:00:48.550]   weren
[00:00:48.550 --> 00:00:48.630]  't
[00:00:48.630 --> 00:00:49.030]   recording
[00:00:49.030 --> 00:00:49.160]   is
[00:00:49.160 --> 00:00:49.300]   that
[00:00:49.300 --> 00:00:49.340]   I
[00:00:49.340 --> 00:00:49.520]   feel
[00:00:49.520 --> 00:00:49.690]   like
[00:00:49.690 --> 00:00:49.910]   our
[00:00:49.910 --> 00:00:50.050]   shows
[00:00:50.050 --> 00:00:50.180]   are
[00:00:50.180 --> 00:00:50.460]   better
[00:00:50.460 --> 00:00:50.580]   the
[00:00:50.580 --> 00:00:50.760]   more
[00:00:50.760 --> 00:00:51.110]   frequent
[00:00:51.110 --> 00:00:51.360]   they
[00:00:51.360 --> 00:00:51.420]   are
[00:00:51.420 --> 00:00:51.820]   because
[00:00:51.820 --> 00:00:51.900]   we
[00:00:51.900 --> 00:00:51.950]  're
[00:00:51.950 --> 00:00:52.080]   not
[00:00:52.080 --> 00:00:52.360]   summar
[00:00:52.360 --> 00:00:52.570]  izing
[00:00:52.570 --> 00:00:52.920]   material
[00:00:52.920 --> 00:00:53.000]  ,
[00:00:53.000 --> 00:00:53.170]   we
[00:00:53.170 --> 00:00:53.220]   are
[00:00:53.220 --> 00:00:53.400]   sort
[00:00:53.400 --> 00:00:53.490]   of
[00:00:53.490 --> 00:00:53.800]   talking
[00:00:53.800 --> 00:00:54.380]   spontaneously
[00:00:54.380 --> 00:00:54.600]   and
[00:00:54.600 --> 00:00:54.720]   in
[00:00:54.720 --> 00:00:54.730]   the
[00:00:54.730 --> 00:00:55.000]   moment
[00:00:55.000 --> 00:00:55.240]   when
[00:00:55.240 --> 00:00:55.400]   stuff
[00:00:55.400 --> 00:00:55.490]   is
[00:00:55.490 --> 00:00:55.620]   new
[00:00:55.620 --> 00:00:55.750]   and
[00:00:55.750 --> 00:00:55.970]   fresh
[00:00:55.970 --> 00:00:56.100]   and
[00:00:56.100 --> 00:00:56.200]   mo
[00:00:56.200 --> 00:00:56.370]   most
[00:00:56.370 --> 00:00:56.910]   interesting
[00:00:56.910 --> 00:00:56.940]  ,
[00:00:56.940 --> 00:00:57.070]   and
[00:00:57.070 --> 00:00:57.200]   and
[00:00:57.200 --> 00:00:57.330]   the
[00:00:57.330 --> 00:00:57.690]   details
[00:00:57.690 --> 00:00:57.770]   are
[00:00:57.770 --> 00:00:57.910]   all
[00:00:57.910 --> 00:00:58.210]   fresh
[00:00:58.210 --> 00:00:58.210]   in
[00:00:58.210 --> 00:00:58.500]   your
[00:00:58.500 --> 00:00:58.600]   mind
[00:00:58.600 --> 00:00:58.660]   as
[00:00:58.660 --> 00:00:58.970]   opposed
[00:00:58.970 --> 00:00:59.060]   to
[00:00:59.060 --> 00:00:59.330]   saying
[00:00:59.330 --> 00:00:59.510]   well
[00:00:59.510 --> 00:00:59.690]   okay
[00:00:59.690 --> 00:00:59.780]   so
[00:00:59.780 --> 00:00:59.820]   I
[00:00:59.820 --> 00:00:59.950]   was
[00:00:59.950 --> 00:01:00.300]   thinking
[00:01:00.300 --> 00:01:00.580]   about
[00:01:00.580 --> 00:01:00.700]   this
[00:01:00.700 --> 00:01:00.830]   two
