
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.510]   Welcome
[00:00:00.510 --> 00:00:01.110]   to
[00:00:01.110 --> 00:00:01.390]   episode
[00:00:01.390 --> 00:00:01.530]   three
[00:00:01.530 --> 00:00:02.040]   hundred
[00:00:02.040 --> 00:00:02.310]   and
[00:00:02.310 --> 00:00:02.690]   thirty
[00:00:02.690 --> 00:00:03.090]   three
[00:00:03.090 --> 00:00:03.210]   of
[00:00:03.210 --> 00:00:03.720]   texting
[00:00:03.720 --> 00:00:03.910]  .
[00:00:03.910 --> 00:00:04.720]   On
[00:00:04.720 --> 00:00:04.860]   today
[00:00:04.860 --> 00:00:05.100]  's
[00:00:05.100 --> 00:00:05.680]   show
[00:00:05.680 --> 00:00:05.730]   I
[00:00:05.730 --> 00:00:05.810]  'm
[00:00:05.810 --> 00:00:06.360]   talking
[00:00:06.360 --> 00:00:06.600]   with
[00:00:06.600 --> 00:00:06.980]   Justin
[00:00:06.980 --> 00:00:07.220]   Jackson
[00:00:07.220 --> 00:00:07.710]  ,
[00:00:07.710 --> 00:00:07.720]   co
[00:00:07.720 --> 00:00:07.770]  -
[00:00:07.770 --> 00:00:08.250]  founder
[00:00:08.250 --> 00:00:08.380]   of
[00:00:08.380 --> 00:00:09.070]   transistor
[00:00:09.070 --> 00:00:09.270]   dot
[00:00:09.270 --> 00:00:09.330]   F
[00:00:09.330 --> 00:00:09.450]  _
[00:00:09.450 --> 00:00:09.450]  M
[00:00:09.450 --> 00:00:09.680]  _.
[00:00:09.680 --> 00:00:10.150]   Even
[00:00:10.150 --> 00:00:10.610]   though
[00:00:10.610 --> 00:00:10.990]   we
[00:00:10.990 --> 00:00:11.070]   say
[00:00:11.070 --> 00:00:11.220]   the
[00:00:11.220 --> 00:00:11.530]   word
[00:00:11.530 --> 00:00:12.250]   interview
[00:00:12.250 --> 00:00:12.380]   at
[00:00:12.380 --> 00:00:12.600]   the
[00:00:12.600 --> 00:00:13.290]   beginning
[00:00:13.290 --> 00:00:13.440]   of
[00:00:13.440 --> 00:00:13.670]   the
[00:00:13.670 --> 00:00:14.140]   show
[00:00:14.140 --> 00:00:14.250]  ,
[00:00:14.250 --> 00:00:14.290]   I
[00:00:14.290 --> 00:00:14.600]   wouldn
[00:00:14.600 --> 00:00:14.710]  't
[00:00:14.710 --> 00:00:15.130]   exactly
[00:00:15.130 --> 00:00:15.350]   call
[00:00:15.350 --> 00:00:15.460]   it
[00:00:15.460 --> 00:00:15.690]   that
[00:00:15.690 --> 00:00:15.910]  .
[00:00:15.910 --> 00:00:16.190]   This
[00:00:16.190 --> 00:00:16.420]   is
[00:00:16.420 --> 00:00:16.720]   really
[00:00:16.720 --> 00:00:16.780]   a
[00:00:16.780 --> 00:00:17.450]   discussion
[00:00:17.450 --> 00:00:17.860]   about
[00:00:17.860 --> 00:00:18.320]   business
[00:00:18.320 --> 00:00:18.860]   building
[00:00:18.860 --> 00:00:19.140]   and
[00:00:19.140 --> 00:00:19.260]   the
[00:00:19.260 --> 00:00:19.930]   importance
[00:00:19.930 --> 00:00:20.140]   of
[00:00:20.140 --> 00:00:20.600]   catching
[00:00:20.600 --> 00:00:20.660]   a
[00:00:20.660 --> 00:00:21.070]   market
[00:00:21.070 --> 00:00:21.330]   wave
[00:00:21.330 --> 00:00:21.490]  ,
[00:00:21.490 --> 00:00:21.870]   but
[00:00:21.870 --> 00:00:22.460]   also
[00:00:22.460 --> 00:00:22.790]   being
[00:00:22.790 --> 00:00:23.290]   ready
[00:00:23.290 --> 00:00:23.650]   and
[00:00:23.650 --> 00:00:24.430]   prepared
[00:00:24.430 --> 00:00:24.660]   to
[00:00:24.660 --> 00:00:25.040]   ride
[00:00:25.040 --> 00:00:25.450]   that
[00:00:25.450 --> 00:00:25.890]   wave
[00:00:25.890 --> 00:00:26.270]   when
[00:00:26.270 --> 00:00:26.560]   it
[00:00:26.560 --> 00:00:26.980]   comes
[00:00:26.980 --> 00:00:27.360]  .
[00:00:27.360 --> 00:00:27.880]  
[00:00:27.880 --> 00:00:29.400]   [
[00:00:29.400 --> 00:00:31.420]  M
[00:00:31.420 --> 00:00:35.470]  US
[00:00:35.470 --> 00:00:39.520]  IC
[00:00:39.520 --> 00:00:41.580]  ]
[00:00:41.580 --> 00:00:41.580]  
[00:00:41.580 --> 00:00:42.060]   Ladies
[00:00:42.060 --> 00:00:42.300]   and
[00:00:42.300 --> 00:00:43.010]   gentlemen
[00:00:43.010 --> 00:00:43.170]   um
[00:00:43.170 --> 00:00:43.410]   who
[00:00:43.410 --> 00:00:43.890]   listen
[00:00:43.890 --> 00:00:44.050]   to
[00:00:44.050 --> 00:00:44.370]   this
[00:00:44.370 --> 00:00:44.690]   tech
[00:00:44.690 --> 00:00:44.770]   z
[00:00:44.770 --> 00:00:45.000]  ing
[00:00:45.000 --> 00:00:45.320]   show
[00:00:45.320 --> 00:00:45.400]   I
[00:00:45.400 --> 00:00:45.480]   I
[00:00:45.480 --> 00:00:45.640]   am
[00:00:45.640 --> 00:00:45.960]   very
[00:00:45.960 --> 00:00:46.360]   proud
[00:00:46.360 --> 00:00:46.510]   to
[00:00:46.510 --> 00:00:47.080]   present
[00:00:47.080 --> 00:00:47.250]   um
[00:00:47.250 --> 00:00:47.560]   that
[00:00:47.560 --> 00:00:47.640]   I
[00:00:47.640 --> 00:00:47.800]   am
[00:00:47.800 --> 00:00:48.210]   having
[00:00:48.210 --> 00:00:48.600]   an
[00:00:48.600 --> 00:00:49.320]   interview
[00:00:49.320 --> 00:00:49.470]   with
[00:00:49.470 --> 00:00:49.950]   Justin
[00:00:49.950 --> 00:00:50.510]   Jackson
[00:00:50.510 --> 00:00:50.750]   who
[00:00:50.750 --> 00:00:50.830]   I
[00:00:50.830 --> 00:00:51.020]   am
[00:00:51.020 --> 00:00:51.070]   a
[00:00:51.070 --> 00:00:51.390]   huge
[00:00:51.390 --> 00:00:51.660]   fan
[00:00:51.660 --> 00:00:51.790]   of
[00:00:51.790 --> 00:00:52.030]   and
[00:00:52.030 --> 00:00:52.210]   it
[00:00:52.210 --> 00:00:52.350]   th
[00:00:52.350 --> 00:00:52.670]   this
[00:00:52.670 --> 00:00:52.830]   is
[00:00:52.830 --> 00:00:52.990]   an
[00:00:52.990 --> 00:00:53.230]   imp
[00:00:53.230 --> 00:00:53.700]  romptu
[00:00:53.700 --> 00:00:54.410]   interview
[00:00:54.410 --> 00:00:54.650]   and
[00:00:54.650 --> 00:00:54.800]   uh
[00:00:54.800 --> 00:00:55.330]   super
[00:00:55.330 --> 00:00:55.840]   exciting
[00:00:55.840 --> 00:00:56.000]   uh
[00:00:56.000 --> 00:00:56.320]   that
[00:00:56.320 --> 00:00:56.820]   this
[00:00:56.820 --> 00:00:57.270]   happened
[00:00:57.270 --> 00:00:57.500]   Hey
[00:00:57.500 --> 00:00:57.860]  .
[00:00:57.860 --> 00:00:58.220]   Justin
[00:00:58.220 --> 00:00:58.690]   Hey
[00:00:58.690 --> 00:00:59.440]  . [SPEAKER_TURN]
[00:00:59.440 --> 00:01:00.080]   M
[00:01:00.080 --> 00:01:00.880]  m
[00:01:00.880 --> 00:01:01.340]  -
[00:01:01.340 --> 00:01:01.970]  h
[00:01:01.970 --> 00:01:03.340]  mm
[00:01:03.340 --> 00:01:05.200]  .
[00:01:05.200 --> 00:01:07.140]   Yeah
[00:01:07.140 --> 00:01:07.620]   I
[00:01:07.620 --> 00:01:09.560]   know
[00:01:09.560 --> 00:01:11.060]   the
[00:01:11.060 --> 00:01:11.290]   feeling
[00:01:11.290 --> 00:01:11.400]  .
[00:01:12.060 --> 00:01:11.610]   And
[00:01:11.610 --> 00:01:11.760]   so
[00:01:11.760 --> 00:01:12.130]   like
[00:01:12.130 --> 00:01:12.240]   one
[00:01:12.240 --> 00:01:12.400]   of
[00:01:12.400 --> 00:01:12.590]   the
[00:01:12.590 --> 00:01:13.080]   reasons
[00:01:13.080 --> 00:01:13.150]   I
[00:01:13.150 --> 00:01:13.640]   started
[00:01:13.640 --> 00:01:13.710]   a
[00:01:13.710 --> 00:01:14.360]   business
[00:01:14.360 --> 00:01:14.410]   is
[00:01:14.410 --> 00:01:14.550]   so
[00:01:14.550 --> 00:01:14.830]   that
[00:01:14.830 --> 00:01:14.900]   I
[00:01:14.900 --> 00:01:14.970]   I
[00:01:14.970 --> 00:01:15.390]   wouldn
[00:01:15.390 --> 00:01:15.530]  't
[00:01:15.530 --> 00:01:15.810]   have
[00:01:15.810 --> 00:01:15.950]   to
[00:01:15.950 --> 00:01:16.230]   have
[00:01:16.230 --> 00:01:16.790]   anything
[00:01:16.790 --> 00:01:17.050]   in
[00:01:17.050 --> 00:01:17.070]   my
[00:01:17.070 --> 00:01:17.640]   calendar
[00:01:17.640 --> 00:01:17.840]  .
[00:01:17.840 --> 00:01:18.050]   Now
[00:01:18.050 --> 00:01:18.180]   this
[00:01:18.180 --> 00:01:18.460]   is
[00:01:18.460 --> 00:01:18.840]   at
[00:01:18.840 --> 00:01:18.890]   odds
[00:01:18.890 --> 00:01:19.170]   with
[00:01:19.170 --> 00:01:19.240]   I
[00:01:19.240 --> 00:01:19.660]   really
[00:01:19.660 --> 00:01:19.920]   like
[00:01:19.920 --> 00:01:20.430]   being
[00:01:20.430 --> 00:01:20.460]   on
[00:01:20.460 --> 00:01:20.990]   podcasts
[00:01:20.990 --> 00:01:21.240]   and
[00:01:21.240 --> 00:01:21.260]   y
[00:01:21.260 --> 00:01:21.550]   you
[00:01:21.550 --> 00:01:21.760]   know
[00:01:21.760 --> 00:01:21.900]   by
[00:01:21.900 --> 00:01:21.970]   n
[00:01:21.970 --> 00:01:22.110]   if
[00:01:22.110 --> 00:01:22.320]   you
[00:01:22.320 --> 00:01:22.660]   wanna
[00:01:22.660 --> 00:01:22.840]   be
[00:01:22.840 --> 00:01:22.950]   on
[00:01:22.950 --> 00:01:23.020]   a
[00:01:23.020 --> 00:01:23.800]   podcast
[00:01:23.800 --> 00:01:24.120]   usually
[00:01:24.120 --> 00:01:24.210]   you
[00:01:24.210 --> 00:01:24.490]   have
[00:01:24.490 --> 00:01:24.630]   to
[00:01:24.630 --> 00:01:24.840]   put
[00:01:24.840 --> 00:01:25.470]   something
[00:01:25.470 --> 00:01:25.610]   in
[00:01:25.610 --> 00:01:25.890]   your
[00:01:25.890 --> 00:01:26.450]   calendar
[00:01:26.450 --> 00:01:26.590]   so
[00:01:26.590 --> 00:01:26.730]  ,
[00:01:26.730 --> 00:01:27.000]   yeah
[00:01:27.000 --> 00:01:27.200]   it
[00:01:27.200 --> 00:01:27.360]   was
[00:01:27.360 --> 00:01:27.600]   fun
[00:01:27.600 --> 00:01:27.850]   that
[00:01:27.850 --> 00:01:27.980]   we
[00:01:27.980 --> 00:01:28.270]   were
[00:01:28.270 --> 00:01:28.920]   just
[00:01:28.920 --> 00:01:29.110]   chatting
[00:01:29.110 --> 00:01:29.250]   on
[00:01:29.250 --> 00:01:29.410]   s
[00:01:29.410 --> 00:01:29.460]   on
[00:01:29.460 --> 00:01:29.810]   Slack
[00:01:29.810 --> 00:01:30.020]   and
[00:01:30.020 --> 00:01:30.440]   then
[00:01:30.440 --> 00:01:30.680]   we
[00:01:30.680 --> 00:01:30.790]   could
[00:01:30.790 --> 00:01:31.070]   just
[00:01:31.070 --> 00:01:31.350]   say
[00:01:31.350 --> 00:01:31.490]   hey
[00:01:31.490 --> 00:01:31.760]   well
[00:01:31.760 --> 00:01:32.070]   what
[00:01:32.070 --> 00:01:32.470]   what
[00:01:32.470 --> 00:01:32.550]   we
[00:01:32.550 --> 00:01:32.750]   both
[00:01:32.750 --> 00:01:33.130]   have
[00:01:33.130 --> 00:01:33.830]   microphones
[00:01:33.830 --> 00:01:34.800]  . [SPEAKER_TURN]
[00:01:34.800 --> 00:01:35.050]   Let
[00:01:35.050 --> 00:01:35.280]  's
[00:01:35.280 --> 00:01:35.440]   just
[00:01:35.440 --> 00:01:35.570]   do
[00:01:35.570 --> 00:01:35.710]   it
[00:01:35.710 --> 00:01:36.500]  . [SPEAKER_TURN]
[00:01:36.500 --> 00:01:36.600]   We
[00:01:36.600 --> 00:01:36.850]  're
[00:01:36.850 --> 00:01:36.990]   both
[00:01:36.990 --> 00:01:37.370]   clearly
[00:01:37.370 --> 00:01:37.480]   on
[00:01:37.480 --> 00:01:37.640]   the
[00:01:37.640 --> 00:01:38.060]   internet
[00:01:38.060 --> 00:01:38.440]   right
[00:01:38.440 --> 00:01:38.500]   now
[00:01:38.500 --> 00:01:39.140]  . [SPEAKER_TURN]
[00:01:40.280 --> 00:01:40.320]  
[00:01:40.320 --> 00:01:40.540]   Well
[00:01:40.540 --> 00:01:40.670]   uh
[00:01:40.670 --> 00:01:40.860]   you
[00:01:40.860 --> 00:01:41.120]   know
[00:01:41.120 --> 00:01:41.180]   I
[00:01:41.180 --> 00:01:41.510]   mean
[00:01:41.510 --> 00:01:41.570]   uh
[00:01:41.570 --> 00:01:41.700]   uh
[00:01:41.700 --> 00:01:42.050]   just
[00:01:42.050 --> 00:01:42.240]   just
[00:01:42.240 --> 00:01:42.350]   to
[00:01:42.350 --> 00:01:42.610]   give
[00:01:42.610 --> 00:01:42.800]   the
[00:01:42.800 --> 00:01:43.390]   listeners
[00:01:43.390 --> 00:01:43.590]   a
[00:01:43.590 --> 00:01:43.840]   little
[00:01:43.840 --> 00:01:44.160]   bit
[00:01:44.160 --> 00:01:44.160]   of
[00:01:44.160 --> 00:01:44.760]   um
[00:01:44.760 --> 00:01:45.040]   background
[00:01:45.040 --> 00:01:45.060]   um
[00:01:45.060 --> 00:01:45.130]   I
[00:01:45.130 --> 00:01:45.380]   mean
[00:01:45.380 --> 00:01:45.860]   I
